Time;L1C;L2C;sTec;Azimuth;Elevation;Lat;Lon;vTec;sTec Trend;sTec-Trend;vTec Trend;vTec-Trend;
2022-06-20 00:27:30;0.0;0.25;;185.02093371655678;3.2252992202927224;26.89790514731967;77.01538475936165;;;;;;
2022-06-20 00:28:00;0.0;0.25;;185.02184821292573;3.4642220424304915;27.095449339828484;77.03121772173021;;;;;;
2022-06-20 00:28:30;0.0;0.25;;185.02330761846747;3.703522043213576;27.290492585655493;77.04674718104489;;;;;;
2022-06-20 00:29:00;0.0;0.25;;185.02531048724816;3.9431986756771775;27.483040410235375;77.0619776066142;;;;;;
2022-06-20 00:29:30;0.0;0.25;;185.02785539509009;4.18325139687844;27.673099610050002;77.07691343978071;;;;;;
2022-06-20 00:30:00;0.0;0.25;;185.03094093961022;4.423679667721919;27.860678225222895;77.09155909423212;;;;;;
2022-06-20 00:30:30;0.0;0.25;;185.0345657402608;4.664482952784729;28.04578550979308;77.10591895621363;;;;;;
2022-06-20 00:31:00;0.0;0.25;;185.03872843837232;4.905660720141536;28.228431899822773;77.11999738464438;;;;;;
2022-06-20 00:31:30;0.0;0.25;;185.04342769719864;5.147212441189164;28.408628979500044;77.13379871114212;;;;;;
2022-06-20 00:32:00;0.0;0.25;;185.04866220196467;5.389137590471178;28.586389445404635;77.14732723995978;;;;;;
2022-06-20 00:32:30;0.0;0.25;;185.05443065991656;5.6314356455019245;28.76172706910919;77.16058724783888;;;;;;
2022-06-20 00:33:00;0.0;0.25;;185.06073180037393;5.874106086590593;28.934656658292386;77.17358298378464;;;;;;
2022-06-20 00:33:30;0.0;0.25;;185.06756437478552;6.1171483966647635;29.105194016541162;77.18631866876817;;;;;;
2022-06-20 00:34:00;0.0;0.25;;185.07492715678694;6.360562061093827;29.273355902022008;77.19879849536117;;;;;;
2022-06-20 00:34:30;0.0;0.25;;185.0828189422613;6.604346567512037;29.43915998519826;77.21102662730955;;;;;;
2022-06-20 00:35:00;0.0;0.25;;185.0912385494029;6.848501405641417;29.60262480577129;77.22300719905111;;;;;;
2022-06-20 00:35:30;0.0;0.25;;185.10018481878382;7.093026067114075;29.763769729017735;77.23474431518427;;;;;;
2022-06-20 00:36:00;0.0;0.25;;185.10965661342323;7.337920045294614;29.92261490169361;77.24624204989352;;;;;;
2022-06-20 00:36:30;0.0;0.25;;185.1196528188603;7.583182835101898;30.079181207669254;77.25750444633788;;;;;;
2022-06-20 00:37:00;0.0;0.25;;185.13017234323;7.828813932830659;30.23349022345422;77.26853551600865;;;;;;
2022-06-20 00:37:30;0.0;0.25;;185.14121411734217;8.074812835972924;30.385564173764823;77.27933923806263;;;;;;
2022-06-20 00:38:00;0.0;0.25;;185.15277709476433;8.321179043038732;30.535425887278745;77.28991955863616;;;;;;
2022-06-20 00:38:30;0.0;0.25;;185.1648602519074;8.567912053376963;30.68309875271465;77.30028039014665;;;;;;
2022-06-20 00:39:00;0.0;0.25;;185.1774625881157;8.815011366995627;30.82860667536577;77.31042561058635;;;;;;
2022-06-20 00:39:30;0.0;0.25;;185.19058312575987;9.062476484381804;30.971974034207427;77.32035906281428;;;;;;
2022-06-20 00:40:00;0.0;0.25;;185.2042209103342;9.310306906321284;31.11322563969073;77.33008455385095;;;;;;
