Time;L1C;L2C;sTec;Azimuth;Elevation;Lat;Lon;vTec;sTec Trend;sTec-Trend;vTec Trend;vTec-Trend;
2022-06-20 01:54:00;129051135.222;100559389.347;;319.3933518645734;7.993402379465305;51.0795995660488;65.91392559102819;;;;;;
2022-06-20 01:54:30;128949997.569;100480580.862;-147.07393339922075;319.35451130321104;8.180707429513573;50.99918234152834;66.04523378791693;-36.5387635750993;;;;;
2022-06-20 01:55:00;128849071.408;100401937.188;-147.2780521143197;319.3148085204693;8.367931203601884;50.91953743807268;66.17430366881722;-36.721366529361646;;;;;
2022-06-20 01:55:30;128748359.432;100323460.43;-147.52539735313758;319.2742393846672;8.555070367658404;50.8406626919858;66.30117387121524;-36.917569223833546;;;;;
2022-06-20 01:56:00;128647864.422;100245152.709;-147.70901961194767;319.23279973970233;8.742121551256224;50.76255559027973;66.42588250981345;-37.10060488497093;;;;;
2022-06-20 01:56:30;128547588.931;100167015.972;-147.73048197138448;319.19048540517247;8.92908134731141;50.685213287436575;66.54846717374183;-37.24545278900627;;;;;
2022-06-20 01:57:00;128447535.114;100089052.068;;319.1472921765063;9.115946311780716;50.608632621830544;66.66896492433625;;;;;;
2022-06-20 01:57:30;128347705.169;100011262.556;-148.11348363062623;319.10321582510295;9.30271296335899;50.532810131797426;66.78741229346288;-37.628587133124356;;;;;
2022-06-20 01:58:00;128248102.391;99933650.075;-148.28382406520933;319.058252098481;9.489377783176206;50.457742071340036;66.90384528236768;-37.818715348662806;;;;;
2022-06-20 01:58:30;128148729.188;99856216.442;-148.35744806660082;319.0123967204366;9.675937214494551;50.38342442545895;67.01829936103152;-37.98664015822755;;;;;
2022-06-20 01:59:00;128049588.39;99778963.892;-148.4036328592883;318.9656453912122;9.862387662405208;50.30985292510053;67.13080946800893;-38.149846724028606;;;;;
2022-06-20 01:59:30;127950682.417;99701894.347;-148.50671853768497;318.9179937876746;10.048725493525188;50.23702306171507;67.24141001073052;-38.329985994099225;;;;;
2022-06-20 02:00:00;127852014.334;99625010.146;-148.55208825873436;318.8694375635035;10.234947035694269;50.16493010141847;67.35013486624929;-38.49750026245617;;;;;
2022-06-20 02:00:30;127753587.113;99548313.64;-148.6214560388581;318.81997234939104;10.421048577672012;50.09356909875376;67.45701738240984;-38.673437344548404;;;;;
2022-06-20 02:01:00;127655401.71;99471805.57;-148.7056752978728;318.7695937532517;10.607026368835026;50.02293491004862;67.56209037942065;-38.85545099412984;;;;;
2022-06-20 02:01:30;127557461.151;99395488.337;-148.90487365794496;318.71829736044384;10.792876618874608;49.95302220636658;67.66538615181048;-39.069828456056364;;;;;
2022-06-20 02:02:00;127459768.725;99319364.382;-148.93581450489083;318.6660787340026;10.97859549749466;49.88382548605145;67.76693647074813;-39.242289471637754;;;;;
2022-06-20 02:02:30;127362326.842;99243435.726;-149.13105841308408;318.6129334148842;11.16417913411029;49.81533908686406;67.86677258670753;-39.4602383832084;;;;;
2022-06-20 02:03:00;127265138.049;99167704.274;-149.3054136108762;318.5588569222231;11.349623617546817;49.747557197713135;67.96492523245843;-39.67498616534225;;;;;
2022-06-20 02:03:30;127168205.15;99092172.195;-149.42184149574274;318.5038447536005;11.534924995739688;49.680473869981284;68.06142462636502;-39.876548302207226;;;;;
2022-06-20 02:04:00;127071530.354;99016841.193;-149.44013430154544;318.4478923853268;11.720079275435006;49.61408302844955;68.15630047597345;-40.053918178778716;;;;;
2022-06-20 02:04:30;126975116.411;98941713.515;-149.6023546540744;318.3909952727358;11.905082421891157;49.54837848182331;68.24958198187117;-40.271882466721955;;;;;
2022-06-20 02:05:00;126878965.827;98866791.089;-149.85102801858474;318.33314885049305;12.08993035858127;49.48335393286427;68.34129784180044;-40.5153754361333;;;;;
2022-06-20 02:05:30;126783081.197;98792075.917;-150.13948675718422;318.27434853291794;12.274618966896973;49.41900298813297;68.43147625500922;-40.772002666035156;;;;;
2022-06-20 02:06:00;126687465.673;98717570.369;-150.26759674458958;318.2145897143191;12.459144085853374;49.3553191673476;68.52014492682287;-40.98729153908269;;;;;
2022-06-20 02:06:30;126592121.49;98643276.231;-150.3386549438631;318.15386776934463;12.643501511795282;49.292295912364814;68.60733107342068;-41.18893379713574;;;;;
2022-06-20 02:07:00;126497051.044;98569195.448;-150.5339290963624;318.09217805334725;12.82768699810518;49.22992659578919;68.69306142680192;-41.426573338666905;;;;;
2022-06-20 02:07:30;126402257.023;98495330.065;-150.73825898975775;318.0295159027637;13.011696254912534;49.168204529218386;68.77736223992582;-41.66880307805266;;;;;
2022-06-20 02:08:00;126307742.574;98421682.497;-150.86516154504366;317.96587663551065;13.195524948805163;49.10712297113094;68.86025929201178;-41.89161353554646;;;;;
