;svs_x;epoch_h_x;Vtec
208;G32;18.658333333333335;359560.6203005698
209;G32;18.666666666666668;360467.0965398377
210;G32;18.675;361335.2133224769
211;G32;18.683333333333334;362180.4401161419
212;G32;18.691666666666666;363007.19319313165
213;G32;18.7;363956.0282393517
214;G32;18.708333333333332;364843.04177349317
215;G32;18.716666666666665;365624.79807893344
216;G32;18.725;366457.44828950346
217;G32;18.733333333333334;367273.7065825917
218;G32;18.741666666666667;368078.4191035052
219;G32;18.75;368885.53463954263
220;G32;18.758333333333333;369729.6375912409
221;G32;18.766666666666666;370495.97757462267
222;G32;18.775;371282.6452587924
223;G32;18.783333333333335;372084.39577960275
224;G32;18.791666666666668;372987.0692948593
225;G32;18.8;373779.73062717327
226;G32;18.808333333333334;374552.25658265565
227;G32;18.816666666666666;375254.219570275
228;G32;18.825;376052.78166914784
229;G32;18.833333333333332;376778.4538828417
230;G32;18.841666666666665;377636.9903497809
231;G32;18.85;378405.09839811065
232;G32;18.858333333333334;379156.57364051224
233;G32;18.866666666666667;379912.4924642731
234;G32;18.875;380759.4478000392
235;G32;18.883333333333333;381560.8941798364
236;G32;18.891666666666666;382365.3301309816
237;G32;18.9;383130.41854372254
238;G32;18.908333333333335;383904.73947105114
239;G32;18.916666666666668;384657.22490597446
240;G32;18.925;385410.1312289991
241;G32;18.933333333333334;386181.66507388005
242;G32;18.941666666666666;386884.00169184414
243;G32;18.95;387618.0940979322
244;G32;18.958333333333332;388447.77982052794
245;G32;18.966666666666665;389111.1994278666
246;G32;18.975;389855.2989371135
247;G32;18.983333333333334;390675.6228974206
248;G32;18.991666666666667;391317.891392718
249;G32;19.0;392061.82192356285
250;G32;19.008333333333333;392697.4529268271
251;G32;19.016666666666666;393426.9929049901
252;G32;19.025;394175.81953540165
253;G32;19.033333333333335;394825.3176309534
254;G32;19.041666666666668;395544.0488126309
255;G32;19.05;396290.48563093256
256;G32;19.058333333333334;396926.7199140932
257;G32;19.066666666666666;397626.5897878147
258;G32;19.075;398298.8269603219
259;G32;19.083333333333332;399006.203592737
260;G32;19.091666666666665;399736.0204281087
261;G32;19.1;400473.54769016325
262;G32;19.108333333333334;401103.161794216
263;G32;19.116666666666667;401738.02134675067
264;G32;19.125;402426.6317035399
265;G32;19.133333333333333;403120.701050973
266;G32;19.141666666666666;403814.1868993765
267;G32;19.15;404540.4789688988
268;G32;19.158333333333335;405249.81766569853
269;G32;19.166666666666668;405951.4535775596
270;G32;19.175;406638.5318020743
271;G32;19.183333333333334;407346.79178434086
272;G32;19.191666666666666;408056.25734241516
273;G32;19.2;408763.94079793955
274;G32;19.208333333333332;409428.7576482484
275;G32;19.216666666666665;410196.5257808291
276;G32;19.225;410811.172072725
277;G32;19.233333333333334;411526.8135439156
278;G32;19.241666666666667;412250.9802502387
279;G32;19.25;412945.3684000381
280;G32;19.258333333333333;413620.5282022713
281;G32;19.266666666666666;414270.75848759006
282;G32;19.275;415010.2077418564
283;G32;19.283333333333335;415703.43250231893
284;G32;19.291666666666668;416350.33969401976
285;G32;19.3;417037.31898308656
286;G32;19.308333333333334;417710.6905406729
287;G32;19.316666666666666;418426.2634823843
288;G32;19.325;419073.2789172738
289;G32;19.333333333333332;419702.7804241785
290;G32;19.341666666666665;420373.77018652565
291;G32;19.35;421077.8298034424
292;G32;19.358333333333334;421721.6113551329
293;G32;19.366666666666667;422442.75874055136
294;G32;19.375;422983.0899327095
295;G32;19.383333333333333;423606.62090274575
296;G32;19.391666666666666;424285.19251342415
297;G32;19.4;424846.5400063329
298;G32;19.408333333333335;425364.458145668
299;G32;19.416666666666668;425961.89768399135
300;G32;19.425;426484.0573695854
301;G32;19.433333333333334;427083.850674174
302;G32;19.441666666666666;427577.5291113431
303;G32;19.45;428154.6216905749
304;G32;19.458333333333332;428676.8346840233
305;G32;19.466666666666665;429177.80532941356
306;G32;19.475;429627.786504311
307;G32;19.483333333333334;430136.51300304366
308;G32;19.491666666666667;430662.705749027
309;G32;19.5;431167.00180668884
310;G32;19.508333333333333;431694.73570706625
311;G32;19.516666666666666;432125.59390478855
312;G32;19.525;432643.5279735644
313;G32;19.533333333333335;433046.62360475736
314;G32;19.541666666666668;433445.61034074257
315;G32;19.55;433846.6829863583
316;G32;19.558333333333334;434354.675601443
317;G32;19.566666666666666;434761.16622935585
318;G32;19.575;435160.83304463886
319;G32;19.583333333333332;435541.9138799451
320;G32;19.591666666666665;435932.58240905567
321;G32;19.6;436376.4987298103
322;G32;19.608333333333334;436723.08034522395
323;G32;19.616666666666667;437011.3541065147
324;G32;19.625;437357.98897350894
325;G32;19.633333333333333;437653.0838536289
326;G32;19.641666666666666;437949.76531757304
327;G32;19.65;438219.6118733768
328;G32;19.658333333333335;438486.1584263059
329;G32;19.666666666666668;438722.1292519842
330;G32;19.675;438960.3395891444
331;G32;19.683333333333334;439204.1567731353
332;G32;19.691666666666666;439423.8622938034
333;G32;19.7;439542.4074735163
334;G32;19.708333333333332;439787.69284890185
335;G32;19.716666666666665;439919.25275956426
336;G32;19.725;440014.2742368448
337;G32;19.733333333333334;440090.7425477866
338;G32;19.741666666666667;440293.2550421137
339;G32;19.75;440340.7953133276
340;G32;19.758333333333333;440409.432325421
341;G32;19.766666666666666;440468.5308502282
342;G32;19.775;440414.56783190585
343;G32;19.783333333333335;440343.8020461933
344;G32;19.791666666666668;440292.872703125
345;G32;19.8;440159.8809527295
346;G32;19.808333333333334;440065.45254995534
347;G32;19.816666666666666;439993.0777440648
348;G32;19.825;439796.2382255014
349;G32;19.833333333333332;439662.1556435727
350;G32;19.841666666666665;439454.1368859266
351;G32;19.85;439162.89508038055
352;G32;19.858333333333334;438928.28506240295
353;G32;19.866666666666667;438665.4645518229
354;G32;19.875;438227.83731399657
355;G32;19.883333333333333;437942.5690655264
356;G32;19.891666666666666;437545.9679471481
357;G32;19.9;437139.48247743235
358;G32;19.908333333333335;436718.49054634216
359;G32;19.916666666666668;436296.3155386546
360;G32;19.925;435844.50354660075
361;G32;19.933333333333334;435270.0127782737
362;G32;19.941666666666666;434839.9907877948
363;G32;19.95;434284.5162275901
364;G32;19.958333333333332;433795.16840888694
365;G32;19.966666666666665;433313.5590753514
366;G32;19.975;432756.1499371044
367;G32;19.983333333333334;432179.0446957552
368;G32;19.991666666666667;431582.53292840876
369;G32;20.0;431020.21121124405
370;G32;20.008333333333333;430362.4051620707
371;G32;20.016666666666666;429751.091081316
372;G32;20.025;429030.22449556063
373;G32;20.033333333333335;428417.6287008373
374;G32;20.041666666666668;427678.3383346745
375;G32;20.05;426995.8337423299
376;G32;20.058333333333334;426229.00444104703
377;G32;20.066666666666666;425514.7756856637
378;G32;20.075;424885.01271962427
379;G32;20.083333333333332;424138.81563072576
380;G32;20.091666666666665;423413.14048131794
381;G32;20.1;422686.5828826026
382;G32;20.108333333333334;421897.71213764267
383;G32;20.116666666666667;421204.2709295655
384;G32;20.125;420391.31379738194
385;G32;20.133333333333333;419637.920026496
386;G32;20.141666666666666;418869.3867435445
387;G32;20.15;418087.934079051
388;G32;20.158333333333335;417212.47821635794
389;G32;20.166666666666668;416380.0645977105
390;G32;20.175;415614.1255439601
391;G32;20.183333333333334;414855.8114297071
392;G32;20.191666666666666;414015.4645008368
393;G32;20.2;413211.77040715865
394;G32;20.208333333333332;412333.4934673998
395;G32;20.216666666666665;411463.3910154078
396;G32;20.225;410598.5065197
397;G32;20.233333333333334;409803.2735323765
398;G32;20.241666666666667;408996.04914836027
399;G32;20.25;408122.327058896
400;G32;20.258333333333333;407387.3648407646
401;G32;20.266666666666666;406535.16963409405
402;G32;20.275;405666.86938041466
403;G32;20.283333333333335;404844.9549529591
404;G32;20.291666666666668;404095.8025714797
405;G32;20.3;403260.58687836514
406;G32;20.308333333333334;402413.83458499756
407;G32;20.316666666666666;401638.10371012054
408;G32;20.325;400724.3119062368
409;G32;20.333333333333332;399913.3510717709
410;G32;20.341666666666665;399020.17836693773
411;G32;20.35;398170.1528022039
412;G32;20.358333333333334;397294.8103571986
413;G32;20.366666666666667;396469.29602283804
414;G32;20.375;395643.3456957792
415;G32;20.383333333333333;394824.5352509329
416;G32;20.391666666666666;393887.140743341
417;G32;20.4;393020.5442795368
418;G32;20.408333333333335;392170.1611819791
419;G32;20.416666666666668;391303.5073300495
420;G32;20.425;390452.8457098853
421;G32;20.433333333333334;389600.87982107676
422;G32;20.441666666666666;388784.7580196512
423;G32;20.45;387912.5861794916
424;G32;20.458333333333332;387063.9944794143
425;G32;20.466666666666665;386261.1200788962
426;G32;20.475;385437.4847516093
427;G32;20.483333333333334;384463.86040981044
428;G32;20.491666666666667;383657.82843288785
429;G32;20.5;382853.8916641032
430;G32;20.508333333333333;381942.4690439227
431;G32;20.516666666666666;381047.37478976493
432;G32;20.525;380182.13599087886
433;G32;20.533333333333335;379307.56866142596
434;G32;20.541666666666668;378395.31084479776
435;G32;20.55;377471.9968853057
436;G32;20.558333333333334;376613.2787232651
437;G32;20.566666666666666;375671.01568647695
438;G32;20.575;374825.8027544601
439;G32;20.583333333333332;373856.33929243137
440;G32;20.591666666666665;373019.48378901917
441;G32;20.6;372053.0862657639
442;G32;20.608333333333334;371152.6262478665
443;G32;20.616666666666667;370279.5166563113
444;G32;20.625;369484.2501417914
445;G32;20.633333333333333;368649.6655032392
446;G32;20.641666666666666;367765.72721381334
447;G32;20.65;366853.38232705754
448;G32;20.658333333333335;365927.3680597561
449;G32;20.666666666666668;365051.9420081473
450;G32;20.675;364171.30257768417
451;G32;20.683333333333334;363435.8972787344
452;G32;20.691666666666666;362523.26694825676
453;G32;20.7;361615.21333622537
454;G32;20.708333333333332;360810.61757641495
455;G32;20.716666666666665;359899.3066966122
456;G32;20.725;358999.51514687063
457;G32;20.733333333333334;358156.5980941791
458;G32;20.741666666666667;357262.47627782944
459;G32;20.75;356452.42295287177
460;G32;20.758333333333333;355588.3749193473
461;G32;20.766666666666666;354723.6046788898
462;G32;20.775;353836.694114789
463;G32;20.783333333333335;352923.49023672263
464;G32;20.791666666666668;352130.5796070813
465;G32;20.8;351270.5009815956
466;G32;20.808333333333334;350455.89695686026
467;G32;20.816666666666666;349582.5226490517
468;G32;20.825;348825.38941024034
469;G32;20.833333333333332;348028.128518364
470;G32;20.841666666666665;347255.68205834547
471;G32;20.85;346358.7146750581
472;G32;20.858333333333334;345425.8275564362
473;G32;20.866666666666667;344586.5148247608
474;G32;20.875;343683.2570729559
475;G32;20.883333333333333;342768.00092036155
476;G32;20.891666666666666;341996.8571968825
477;G32;20.9;341116.1631557061
478;G32;20.908333333333335;340302.76367833844
479;G32;20.916666666666668;339518.3301425293
480;G32;20.925;338757.2280541662
481;G32;20.933333333333334;337902.1704649806
482;G32;20.941666666666666;337116.8101046112
483;G32;20.95;336311.423448177
484;G32;20.958333333333332;335499.7804527543
485;G32;20.966666666666665;334708.33537040505
486;G32;20.975;333901.57315477054
487;G32;20.983333333333334;333030.5278880307
488;G32;20.991666666666667;332139.1456680359
489;G32;21.0;331365.19304494356
490;G32;21.008333333333333;330596.5720740264
491;G32;21.016666666666666;329728.4550599008
492;G32;21.025;328908.3471148965
493;G32;21.033333333333335;328041.6061538921
494;G32;21.041666666666668;327155.74751614686
495;G32;21.05;326288.6813586672
496;G32;21.058333333333334;325330.001629127
497;G32;21.066666666666666;324495.8698113175
498;G32;21.075;323734.2377782933
499;G32;21.083333333333332;322819.607446753
500;G32;21.091666666666665;321919.45356165984
501;G32;21.1;321122.56776010507
502;G32;21.108333333333334;320280.5674012184
503;G32;21.116666666666667;319391.7568788687
504;G32;21.125;318527.50115222426
505;G32;21.133333333333333;317730.97836362896
506;G32;21.141666666666666;316980.1016840424
507;G32;21.15;316165.30160009663
508;G32;21.158333333333335;315212.6961369344
509;G32;21.166666666666668;314440.2864218659
510;G32;21.175;313579.1159496129
511;G32;21.183333333333334;312736.8352832663
512;G32;21.191666666666666;311899.47953755327
513;G32;21.2;311045.8653699784
514;G32;21.208333333333332;310083.98919554555
515;G32;21.216666666666665;309246.8637042314
516;G32;21.225;308460.60745964973
517;G32;21.233333333333334;307757.2935771945
518;G32;21.241666666666667;306968.53212733526
519;G32;21.25;306165.75401854835
520;G32;21.258333333333333;305513.30603106145
521;G32;21.266666666666666;304838.0251362835
522;G32;21.275;304050.62786988396
523;G32;21.283333333333335;303263.910733243
524;G32;21.291666666666668;302567.90166795516
525;G32;21.3;301860.1248912956
526;G32;21.308333333333334;301199.67242474505
527;G32;21.316666666666666;300423.3928447045
528;G32;21.325;299572.8984794846
529;G32;21.333333333333332;298783.7884726552
530;G32;21.341666666666665;298043.1946465482
531;G32;21.35;297219.050811939
532;G32;21.358333333333334;296523.93333489285
533;G32;21.366666666666667;295728.0041877499
534;G32;21.375;294946.6810941288
535;G32;21.383333333333333;294160.53727846994
536;G32;21.391666666666666;293381.2931116934
537;G32;21.4;292531.53484310186
538;G32;21.408333333333335;291745.29669369344
539;G32;21.416666666666668;290860.445396852
540;G32;21.425;290020.1806208012
541;G32;21.433333333333334;289224.1166800105
542;G32;21.441666666666666;288394.2103262784
543;G32;21.45;287535.1706974411
544;G32;21.458333333333332;286763.17966933094
545;G32;21.466666666666665;285979.65104343934
546;G32;21.475;285083.26003956917
547;G32;21.483333333333334;284199.9483291358
548;G32;21.491666666666667;283451.4378902199
549;G32;21.5;
550;G32;21.508333333333333;
551;G32;21.516666666666666;
552;G32;21.525;
553;G32;21.533333333333335;
554;G32;21.541666666666668;
555;G32;21.55;
556;G32;21.558333333333334;
557;G32;21.566666666666666;
558;G32;21.575;
559;G32;21.583333333333332;
560;G32;21.591666666666665;
561;G32;21.6;
562;G32;21.608333333333334;
563;G32;21.616666666666667;
564;G32;21.625;
565;G32;21.633333333333333;
566;G32;21.641666666666666;
567;G32;21.65;
568;G32;21.658333333333335;
569;G32;21.666666666666668;
570;G32;21.675;
571;G32;21.683333333333334;
572;G32;21.691666666666666;
573;G32;21.7;
574;G32;21.708333333333332;
575;G32;21.716666666666665;
576;G32;21.725;
577;G32;21.733333333333334;
578;G32;21.741666666666667;
579;G32;21.75;
580;G32;21.758333333333333;
581;G32;21.766666666666666;
582;G32;21.775;
583;G32;21.783333333333335;
584;G32;21.791666666666668;
585;G32;21.8;
586;G32;21.808333333333334;
587;G32;21.816666666666666;
588;G32;21.825;
589;G32;21.833333333333332;
590;G32;21.841666666666665;
591;G32;21.85;
592;G32;21.858333333333334;
593;G32;21.866666666666667;
594;G32;21.875;
595;G32;21.883333333333333;
596;G32;21.891666666666666;
597;G32;21.9;
598;G32;21.908333333333335;
599;G32;21.916666666666668;
600;G32;21.925;
601;G32;21.933333333333334;
602;G32;21.941666666666666;
603;G32;21.95;
604;G32;21.958333333333332;
605;G32;21.966666666666665;
606;G32;21.975;
607;G32;21.983333333333334;
608;G32;21.991666666666667;
609;G32;22.0;
610;G32;22.008333333333333;
611;G32;22.016666666666666;
612;G32;22.025;
613;G32;22.033333333333335;
614;G32;22.041666666666668;
615;G32;22.05;
616;G32;22.058333333333334;
617;G32;22.066666666666666;
618;G32;22.075;
619;G32;22.083333333333332;
620;G32;22.091666666666665;
621;G32;22.1;
622;G32;22.108333333333334;
623;G32;22.116666666666667;
624;G32;22.125;
625;G32;22.133333333333333;
626;G32;22.141666666666666;
627;G32;22.15;
628;G32;22.158333333333335;
629;G32;22.166666666666668;
630;G32;22.175;
631;G32;22.183333333333334;
632;G32;22.191666666666666;
633;G32;22.2;
634;G32;22.208333333333332;
635;G32;22.216666666666665;
636;G32;22.225;
637;G32;22.233333333333334;
638;G32;22.241666666666667;
639;G32;22.25;
640;G32;22.258333333333333;
641;G32;22.266666666666666;
642;G32;22.275;
643;G32;22.283333333333335;
644;G32;22.291666666666668;
645;G32;22.3;
646;G32;22.308333333333334;
647;G32;22.316666666666666;
648;G32;22.325;
649;G32;22.333333333333332;
650;G32;22.341666666666665;
651;G32;22.35;
652;G32;22.358333333333334;
653;G32;22.366666666666667;
654;G32;22.375;
655;G32;22.383333333333333;
656;G32;22.391666666666666;
657;G32;22.4;
658;G32;22.408333333333335;
659;G32;22.416666666666668;
660;G32;22.425;
661;G32;22.433333333333334;
662;G32;22.441666666666666;
663;G32;22.45;
664;G32;22.458333333333332;
665;G32;22.466666666666665;
666;G32;22.475;
667;G32;22.483333333333334;
668;G32;22.491666666666667;
669;G32;22.5;
670;G32;22.508333333333333;
671;G32;22.516666666666666;
672;G32;22.525;
673;G32;22.533333333333335;
674;G32;22.541666666666668;
675;G32;22.55;
676;G32;22.558333333333334;
677;G32;22.566666666666666;
678;G32;22.575;
679;G32;22.583333333333332;
680;G32;22.591666666666665;
681;G32;22.6;
682;G32;22.608333333333334;
683;G32;22.616666666666667;
684;G32;22.625;
685;G32;22.633333333333333;
686;G32;22.641666666666666;
687;G32;22.65;
688;G32;22.658333333333335;
689;G32;22.666666666666668;
690;G32;22.675;
691;G32;22.683333333333334;
692;G32;22.691666666666666;
693;G32;22.7;
694;G32;22.708333333333332;
695;G32;22.716666666666665;
696;G32;22.725;
697;G32;22.733333333333334;
698;G32;22.741666666666667;
699;G32;22.75;
700;G32;22.758333333333333;
701;G32;22.766666666666666;
702;G32;22.775;
703;G32;22.783333333333335;
704;G32;22.791666666666668;
705;G32;22.8;
706;G32;22.808333333333334;
707;G32;22.816666666666666;
708;G32;22.825;
709;G32;22.833333333333332;
710;G32;22.841666666666665;
711;G32;22.85;
712;G32;22.858333333333334;
713;G32;22.866666666666667;
714;G32;22.875;
715;G32;22.883333333333333;
716;G32;22.891666666666666;
717;G32;22.9;
718;G32;22.908333333333335;
719;G32;22.916666666666668;
720;G32;22.925;
721;G32;22.933333333333334;
722;G32;22.941666666666666;
723;G32;22.95;
724;G32;22.958333333333332;
725;G32;22.966666666666665;
726;G32;22.975;
727;G32;22.983333333333334;
728;G32;22.991666666666667;
729;G32;23.0;
730;G32;23.008333333333333;
731;G32;23.016666666666666;
732;G32;23.025;
733;G32;23.033333333333335;
734;G32;23.041666666666668;
735;G32;23.05;
736;G32;23.058333333333334;
737;G32;23.066666666666666;
738;G32;23.075;
739;G32;23.083333333333332;
740;G32;23.091666666666665;
741;G32;23.1;
742;G32;23.108333333333334;
743;G32;23.116666666666667;
744;G32;23.125;
745;G32;23.133333333333333;
746;G32;23.141666666666666;
747;G32;23.15;
748;G32;23.158333333333335;
749;G32;23.166666666666668;
750;G32;23.175;
751;G32;23.183333333333334;
752;G32;23.191666666666666;
753;G32;23.2;
754;G32;23.208333333333332;
755;G32;23.216666666666665;
756;G32;23.225;
757;G32;23.233333333333334;
758;G32;23.241666666666667;
759;G32;23.25;
760;G32;23.258333333333333;
761;G32;23.266666666666666;
762;G32;23.275;
763;G32;23.283333333333335;
764;G32;23.291666666666668;
765;G32;23.3;
