;svs_x;epoch;ele;azi;Islc;Ispb;Vtec1
338;G06;81540;20.776;-177.535;-146.94383880712712;155.50752961156172;71.94109391716069
339;G06;81570;21.004;-177.551;-147.12171427752517;159.04806456742742;73.98723196809074
340;G06;81600;21.233;-177.568;-147.25165509445856;155.77402146441685;72.86708357655061
341;G06;81630;21.462;-177.585;-147.41437740118695;153.09958510124173;72.01329896348915
342;G06;81660;21.691;-177.602;-147.564089734977;160.16161994647265;75.75191188007958
343;G06;81690;21.921;-177.619;-147.77187900265363;163.5403562520651;77.77872718376774
344;G06;81720;22.151;-177.635;-148.0137476869554;164.21610354154816;78.53187371586772
345;G06;81750;22.381;-177.652;-148.18039398243116;159.31455645573826;76.60786295526941
346;G06;81780;22.611;-177.668;-148.45416875528133;167.11896151821028;80.80242934022286
347;G06;81810;22.842;-177.684;-148.6397715474251;170.49769785925844;82.88982714162127
348;G06;81840;23.073;-177.699;-148.82706465463713;159.30503886930444;77.87335862186214
349;G06;81870;23.305;-177.715;-149.00898473407588;155.25055530968467;76.30832697205561
350;G06;81900;23.536;-177.73;-149.23129300476205;166.5574250531986;82.3121876316072
351;G06;81930;23.768;-177.745;-149.47771951937003;164.76812242012602;81.87229804757251
352;G06;81960;24.0;-177.76;-149.627310736487;165.3296588851377;82.59809926315313
353;G06;81990;24.233;-177.775;-149.73657410795883;166.85246962989947;83.81257975939563
354;G06;82020;24.466;-177.789;-149.9604820334869;165.73891428630992;83.70469247273601
355;G06;82050;24.699;-177.804;-150.05006433559416;154.1750701700075;78.28517502965802
356;G06;82080;24.932;-177.818;-150.2154424515725;158.115343011523;80.71804048316564
357;G06;82110;25.165;-177.832;-150.30562831607025;156.18327686558905;80.1592012787597
358;G06;82140;25.399;-177.846;-150.45214041832838;149.83505958466498;77.31350460587453
359;G06;82170;25.633;-177.86;-150.5280786932043;149.37821635769086;77.48951609849182
360;G06;82200;25.867;-177.874;-150.64307698878494;148.826197479113;77.61388285978092
361;G06;82230;26.102;-177.888;-150.75689801328446;152.0907229956898;79.73836969260056
362;G06;82260;26.338;-177.902;-150.91303913924318;149.11172446938005;78.59249012299252
363;G06;82290;26.573;-177.916;-151.0361873885202;142.83964773810357;75.68382103466548
364;G06;82320;26.809;-177.93;-151.20573087565526;147.4842204865807;78.55694854467582
365;G06;82350;27.045;-177.944;-151.28837006520163;151.72905542031947;81.24235076834816
366;G06;82380;27.281;-177.957;-151.4860161306082;155.14586203619137;83.50614352907739
367;G06;82410;27.518;-177.971;-151.61837080709094;162.6171522825945;87.98494369866593
368;G06;82440;27.755;-177.984;-151.7979054979078;158.676879441079;86.29964702781358
369;G06;82470;27.992;-177.997;-152.01710394909847;157.44911327301807;86.07528256778528
370;G06;82500;28.23;-178.01;-152.1168581016818;156.8970943944402;86.21738541643823
371;G06;82530;28.467;-178.023;-152.31504727750945;158.89578346813224;87.76350717542483
372;G06;82560;28.705;-178.036;-152.49283102401017;145.84719895280327;80.96922262550544
373;G06;82590;28.943;-178.049;-152.66394370954038;153.47077022759015;85.63612521708635
374;G06;82620;29.182;-178.061;-152.8925296247438;158.26762407536248;88.762846579416
375;G06;82650;29.42;-178.074;-153.04764388270308;146.81799081898717;82.75724803417503
376;G06;82680;29.659;-178.086;-153.19979982337532;144.46715172090288;81.84302308212447
377;G06;82710;29.898;-178.099;-153.31745375092743;152.3857675723906;86.76242001244042
378;G06;82740;30.137;-178.111;-153.49239976497867;162.36017794526177;92.90312873944558
379;G06;82770;30.377;-178.124;-153.6217353531036;151.31028246816913;87.01230209610087
380;G06;82800;30.617;-178.136;-153.69664633451168;-2287.8994135194785;-1322.206409592029
381;G06;82830;30.857;-178.149;-153.83443381707886;154.43204450734027;89.68887139703368
382;G06;82860;31.098;-178.162;-154.0371200875976;157.7060876103508;92.04197164928523
383;G06;82890;31.339;-178.174;-154.10457512519199;150.75826358959125;88.41856335861031
384;G06;82920;31.581;-178.187;-154.16822672342087;149.8255419982312;88.3019592364642
385;G06;82950;31.822;-178.2;-154.28237865597362;142.1639004486205;84.19294424131684
386;G06;82980;32.064;-178.212;-154.33126940785945;149.63519065956794;89.04697135018446
387;G06;83010;32.306;-178.225;-154.4011390141172;148.71198665464163;88.92396869654507
388;G06;83040;32.548;-178.237;-154.56002579407112;150.34900822387476;90.3335915334699
389;G06;83070;32.791;-178.25;-154.62648442011283;139.70836814795436;84.34199646919052
390;G06;83100;33.033;-178.262;-14991.461243950815;144.50522196027097;87.65114272548833
391;G06;83130;33.276;-178.274;-154.7898586153516;-2288.6037134618955;-1394.742462384926
392;G06;83160;33.519;-178.287;-154.84137511005332;135.22559401429476;82.79802961283775
393;G06;83190;33.763;-178.299;-154.9393169799586;153.21379589025742;94.25258447161376
394;G06;83220;34.006;-178.312;18885.423263908433;-2276.6306139798767;-1407.0262549318397
395;G06;83250;34.25;-178.325;-155.21304909960097;145.99948001664274;90.65081271043549
396;G06;83280;34.494;-178.337;-155.29568669364082;140.4221856768055;87.5901175517782
397;G06;83310;34.738;-178.35;-155.3938999769338;146.70377995906009;91.92802030056983
398;G06;83340;34.983;-178.363;-155.4765677083191;148.04575695159238;93.19360482888796
399;G06;83370;35.227;-178.376;-155.58748895289312;144.10548414553256;91.1243281026471
400;G06;83400;35.472;-178.389;-155.71247667937052;147.0749650854085;93.42272288732914
401;G06;83430;35.718;-178.402;-155.84431643271418;155.0982741749338;98.96389828248505
402;G06;83460;35.964;-178.415;-155.9673117615547;147.113035395688;94.28989817997446
403;G06;83490;36.21;-178.428;-156.03452417579018;-2288.7464769747567;-1473.479235070348
404;G06;83520;36.456;-178.442;-156.2070236755918;140.9456518669934;91.14198750229015
405;G06;83550;36.702;-178.455;-156.35157128384932;139.71788569893243;90.74599794105946
406;G06;83580;36.949;-178.469;-156.4638203089534;144.3624584828653;94.17471220793624
407;G06;83610;37.196;-178.482;-156.6572683839587;147.8934758877529;96.8995452501444
408;G06;83640;37.443;-178.496;-156.83495952016958;156.37362820425233;102.90040546095564
409;G06;83670;37.69;-178.51;-157.07320285908978;148.854750167503;98.37512747710379
410;G06;83700;37.938;-178.524;-157.20329127810453;142.72543691363217;94.73026169688282
411;G06;83730;38.186;-178.538;-157.36927026184017;135.77761289287264;90.504134126029
412;G06;83760;38.433;-178.552;-157.47907387182133;140.8219234915439;94.26363645764783
413;G06;83790;38.681;-178.567;-157.6022193910094;-2296.3700482849995;-1543.6367671541511
414;G06;83820;38.93;-178.581;-157.73010402550057;-2297.302769840904;-1550.7662545224653
415;G06;83850;39.178;-178.596;-157.86164098716145;139.29911274678213;94.42396596509502
416;G06;83880;39.427;-178.611;-158.00947810440496;146.665709719692;99.83062009027002
417;G06;83910;39.675;-178.627;-158.162084474297;152.69032973552524;104.35880155392813
418;G06;83940;39.924;-178.642;-158.32060712420622;143.13469227934868;98.22913330445442
419;G06;83970;40.173;-178.658;-158.4842008965985;143.81043956883173;99.09505391189714
420;G06;84000;40.422;-178.674;-158.60034288671193;143.5439476805209;99.31182292753633
421;G06;84030;40.672;-178.69;-158.73049090675934;146.1517610804822;101.52429390670925
422;G06;84060;40.923;-178.707;-158.86993604969447;144.91447736144318;101.07012575170639
423;G06;84090;41.173;-178.723;-158.97518083660987;146.1422435295041;102.33243030666958
424;G06;84120;41.424;-178.74;-159.08169334209856;144.51473951124908;101.59477648910067
425;G06;84150;41.674;-178.757;-159.19828778240674;155.36476609870033;109.6516156294875
426;G06;84180;41.925;-178.774;-159.3445545666727;151.16751899076348;107.10739615550654
427;G06;84210;42.177;-178.791;-159.42945398621796;147.37000969756502;104.82471160219747
428;G06;84240;42.428;-178.809;-159.55302107368558;144.61943278474234;103.26580020204888
429;G06;84270;42.679;-178.827;-159.64368583833075;144.21017738357014;103.36882024425552
430;G06;84300;42.931;-178.846;-159.72297052859201;-2296.2272847366826;-1652.2181906819908
431;G06;84330;43.183;-178.865;-159.83132385859776;143.80092201785365;103.86316492185071
432;G06;84360;43.434;-178.884;-159.96470086475028;139.4609113970554;101.1071304059835
433;G06;84390;43.686;-178.904;-160.02303662525085;141.75464508290398;103.1551843848945
434;G06;84420;43.939;-178.924;-160.1180175186915;141.08841537985475;103.05393203440086
435;G06;84450;44.191;-178.944;-160.18770286167347;-2298.8255805856656;-1685.3142631715866
436;G06;84480;44.443;-178.965;-160.2480305588869;142.0592072105829;104.52847221214434
437;G06;84510;44.696;-178.986;-160.37881125045496;135.77761289287264;100.27177133997075
438;G06;84540;44.948;-179.008;-160.44342522276398;142.46846261175514;105.5934614345003
439;G06;84570;45.201;-179.03;-160.52153196828579;143.28697337864384;106.58294624081991
440;G06;84600;45.454;-179.053;-160.6109582653106;139.56560459963728;104.18636485991486
441;G06;84630;45.708;-179.076;-160.70992306763253;145.7329881283319;109.17838903524849
442;G06;84660;45.961;-179.099;-160.79554581892475;140.16521133947276;105.37754988332917
443;G06;84690;46.215;-179.122;-160.91917204650093;149.41628663251467;112.72745353946638
444;G06;84720;46.47;-179.146;-161.0134578663879;147.1130353602323;111.37855234606963
445;G06;84750;46.724;-179.17;-161.08688538128482;147.8934758877529;112.35721635681722
446;G06;84780;46.978;-179.195;-161.1718437282044;143.5439476805209;109.42770452906659
447;G06;84810;47.233;-179.221;-161.2259221100053;145.96140977727464;111.6517797749242
448;G06;84840;47.487;-179.247;-161.32337710223058;150.90102710245264;115.82122015764911
449;G06;84870;47.742;-179.274;-161.37078431669386;-2289.936172867994;-1763.5281675314852
450;G06;84900;47.997;-179.301;-161.44593203581454;144.91447736144318;111.97546218832825
451;G06;84930;48.252;-179.329;-161.5733609581865;155.507529576106;120.56010003875659
452;G06;84960;48.507;-179.358;-82.55201106982531;142.43039233693133;110.78603020190931
453;G06;84990;48.762;-179.387;-82.6313542619925;148.3027312534694;115.73127453298392
454;G06;85020;49.017;-179.417;-82.69641962082527;147.33193942274124;115.34715663998014
455;G06;85050;49.272;-179.448;-78.12285286926434;141.34538968173177;111.01693188307105
456;G06;85110;49.783;-179.512;-80.55656300172086;145.03820573689265;114.64582703091025
457;G06;85140;50.038;-179.545;-80.61068967418595;139.56560463509297;110.66736532781792
458;G06;85170;50.294;-179.579;-73.70045940363477;138.78516414302806;110.39367312663664
459;G06;85200;50.549;-179.614;-78.3955533698434;142.02113697121484;113.31780304196917
460;G06;85260;51.062;-179.684;-76.18863835606672;143.65815846953654;115.33133011802268
461;G06;85320;51.575;-179.757;-73.94745115302094;134.5783994486574;108.69803925642562
462;G06;85350;51.832;-179.795;-76.33513124133512;140.9456518669934;114.18245803675327
463;G06;85380;52.089;-179.833;-78.7505137194286;-2292.2489416912545;-1862.5171941141841
464;G06;85410;52.346;-179.873;-76.46541066020876;144.21017741902583;117.52079320236363
465;G06;85440;52.603;-179.914;-74.12792772452302;141.35490726816556;115.53126079696372
466;G06;85470;52.86;-179.956;-71.86945927120463;141.90692614674344;116.3192518830055
467;G06;85530;53.374;-180.043;-78.94265518095712;142.86820042649356;117.7799038519565
468;G06;85560;53.63;-180.088;-74.32158271899677;137.96665334068365;114.05998097902982
469;G06;85590;53.887;-180.134;-72.0811457940304;138.7470938327486;115.02735071642131
470;G06;85650;54.401;-180.23;-74.57631040586394;139.4513938106216;116.25335138041709
471;G06;85680;54.658;-180.281;-72.31352472462333;136.7388871726227;114.30417118090418
472;G06;85740;55.172;-180.385;-70.0611059356676;134.69261023767308;113.20308105916135
473;G06;85770;55.429;-180.439;-72.42110455306577;134.95910212598392;113.7296633136005
474;G06;85830;55.944;-180.55;-72.57919336702302;138.2331452289945;117.10414908251087
475;G06;85860;56.202;-180.606;-74.99115224267106;142.1734180350543;120.75633218048526
476;G06;85890;56.46;-180.664;-70.44253517120985;-2300.0533467537266;-1958.6228760713857
477;G06;86040;57.748;-180.978;-72.95047337282612;137.81437227684418;118.83850857950554
478;G06;86130;58.521;-181.187;-66.11616988950387;130.45729285491242;113.31413106310767
479;G06;86160;58.778;-181.26;-66.15276673177976;131.31387389662495;114.32869706503942
480;G06;86220;59.293;-181.413;-61.577144329612125;127.74478625236922;111.74312085210067
481;G06;86310;60.063;-181.659;-68.69444783996725;141.2026261688704;124.36223842072212
482;G06;86340;60.32;-181.745;-68.72609361276214;138.6328830437329;122.37247353800508
483;G06;86370;60.577;-181.834;-64.13828295897221;136.4438425959219;120.70735198946915
484;G06;86400;60.833;-181.926;-59.53395285609176;132.19900766218313;117.2079805095343
485;G06;86460;61.348;-182.11;-66.5903594634168;138.33783846703204;123.1831676034521
486;G06;86580;62.375;-182.51;-64.42667186247652;139.19441950874457;124.9892237528809
487;G06;86610;62.631;-182.617;-62.139583674038406;135.51112104001749;121.92988333413243
488;G06;86700;63.4;-182.956;-66.93984059540556;140.68867756511634;127.34930149821706
489;G06;86730;63.655;-183.076;-64.66229069953035;138.109416853545;125.25802850039788
490;G06;86880;64.929;-183.728;-69.54337197495532;-2294.6949564409424;-2100.8490815201044
491;G06;86910;65.183;-183.87;-67.26487449002711;138.78516410757237;127.29211016118474
492;G06;86970;65.69;-184.167;-62.702539714388834;132.50356978986207;121.96464234662123
493;G06;87000;65.943;-184.322;-62.74313709426958;132.91282519103427;122.55548322924346
494;G06;87060;66.451;-184.637;-58.149982238190915;131.0188293199241;121.22679822061093
495;G06;87150;67.209;-185.145;-65.26875595462519;132.09431442414555;122.83491085036857
496;G06;87240;67.964;-185.7;-63.034899324035976;136.8530979970941;127.87356542415722
497;G06;87300;68.465;-186.099;-65.41830565311682;139.30863029776023;130.57155045449338
498;G06;87420;69.461;-186.973;-58.54541924099648;130.86654825608463;123.38840019268028
499;G06;87480;69.956;-187.452;-60.910984616115776;134.80682106214445;127.46453485944633
500;G06;87510;70.202;-187.703;-60.954308007533584;134.80682102668874;127.64086566556884
501;G06;87540;70.447;-187.962;-65.66576573685161;137.6716087994385;130.53062929468118
502;G06;87570;70.692;-188.229;-63.36764525899633;133.46484406961216;126.71188907523072
503;G06;87780;72.394;-190.32;-65.92991145054542;137.55739793951145;131.75538850556129
504;G06;87810;72.635;-190.658;-61.2874105204744;135.62533182903317;130.05837108843917
505;G06;87840;72.874;-191.008;-61.326767305392785;139.86064921179383;134.27481917607903
506;G06;88020;74.285;-193.371;-61.557972616841695;137.97617092711744;133.3267575283881
507;G06;88110;74.973;-194.745;-61.64863493504351;136.58660610878326;132.37408672727094
508;G06;88200;75.648;-196.271;-61.7745227753909;135.77761289287264;131.95416549382668
509;G06;88260;76.094;-197.366;-59.54125396486115;132.50356978986207;128.99842420423326
510;G06;88440;77.383;-201.162;-57.41289499124367;131.17111041921927;128.30948876354825
511;G06;88560;78.195;-204.192;-59.847765446956515;-2299.339529224875;-2255.375201509672
512;G06;88740;79.32;-209.644;-57.780102874382486;136.47239531976757;134.33309254073444
513;G06;88800;79.665;-211.736;-57.87374332960799;-2297.8167184801137;-2264.068577246405
514;G06;88830;79.834;-212.83;-53.266876619542835;132.50356982531775;130.62011569368747
515;G06;88890;80.157;-215.135;-51.02154007131698;133.87409947078436;132.08925688360063
516;G06;89040;80.874;-221.604;-55.878463498802674;133.98831029525576;132.45090504513234
517;G06;89130;81.232;-225.977;-51.35078620953141;133.88361702176243;132.4646955068106
518;G06;89310;81.754;-235.728;-51.523210685070666;133.46484410506787;132.21257743128766
519;G06;89460;81.969;-244.593;-51.69529939512569;134.13107377266138;132.93683644510517
520;G06;89580;81.99;-251.876;-51.79331061638124;132.50356978986207;131.32993668786082
521;G06;89670;81.912;-257.276;-51.855762464614806;135.11138322527907;133.89141560365385
522;G06;89700;81.868;-259.042;-49.60143332251324;131.68505902297335;130.48315827479894
523;G06;89820;81.612;-265.843;-47.37142225266175;130.90461849545272;129.63404464714097
524;G06;89850;81.528;-267.463;-52.02835638294701;134.02638053462383;132.69952650749576
525;G06;89940;81.234;-272.097;-49.81170601382373;136.17735074306674;134.73477308094346
526;G06;90000;81.004;-274.984;-49.88665294731218;131.53277795913388;130.06591338321164
527;G06;90120;80.483;-280.314;-52.305834539175684;136.48191287074567;134.77994064566298
528;G06;90270;79.717;-286.056;-52.40024147573576;136.22493856886862;134.24412013148066
529;G06;90570;77.905;-294.823;-50.1066185889514;134.80682106214445;132.10218992081437
530;G06;90930;75.44;-301.893;-47.5638543800234;132.64633330272343;128.8031322883332
531;G06;90960;75.225;-302.35;-47.54856414461537;128.4110159554185;124.580997237962
532;G06;91020;74.791;-303.213;-47.54071645076625;129.38180778614668;125.29530325569354
533;G06;91080;74.352;-304.013;-47.5630729363832;128.85834156050308;124.55270886574476
534;G06;91110;74.132;-304.391;-47.58009188538311;128.820271321135;124.3954162536846
535;G06;91140;73.91;-304.754;-47.60881164103412;129.79106315186317;125.20870232893489
536;G06;91170;73.688;-305.104;-47.59975015673224;-2306.8584072616245;-2223.176962517979
537;G06;91290;72.795;-306.412;-54.6639397867086;133.43629138122216;128.05838433632988
538;G06;91350;72.344;-307.002;-47.712286266643666;130.6095739542076;125.06969175771466
539;G06;91380;72.118;-307.28;-52.382164989555434;135.3588399407223;129.47157471795936
540;G06;91440;71.665;-307.806;-52.41502377277765;131.8278225358347;125.80405347214803
541;G06;91530;70.98;-308.523;-47.77657138733006;129.93382666472453;123.55135313182893
542;G06;91590;70.522;-308.957;-47.7384328957384;131.4280847210963;124.66235910078544
543;G06;91620;70.293;-309.161;-52.3590670897842;133.57905489408353;126.54248241254012
544;G06;91650;70.063;-309.357;-54.69597567857667;134.43563593579603;127.1903035530198
545;G06;91920;67.986;-310.845;-54.39350735183824;132.23707793700694;123.57741696424587
546;G06;91980;67.523;-311.117;-56.60159392832831;138.5281898056953;129.07839937505838
547;G06;92040;67.059;-311.366;-54.22162790132788;138.08086416515502;128.27655296264146
548;G06;92130;66.363;-311.701;-54.12458589710266;136.03458719474966;125.7931683306917
549;G06;92160;66.131;-311.802;-54.073140987460356;132.91282519103427;122.71327470563095
550;G06;92190;65.899;-311.899;-51.7173201861698;-2305.3355964814073;-2125.0470303262264
551;G06;92220;65.667;-311.992;-54.0197138559672;132.24659548798502;121.70863650770255
552;G06;92250;65.435;-312.079;-51.663885112599715;130.6000563677738;119.99841898024683
553;G06;92310;64.971;-312.242;-51.61221942031006;130.35259961687484;119.37697886064515
554;G06;92370;64.506;-312.387;-51.594481996994126;-2302.366115576987;-2101.414087331968
555;G06;92430;64.043;-312.526;-53.87821111236181;129.6387820880237;117.91949206515254
556;G06;92520;63.348;-312.719;-53.80815181810607;-2302.7277831169017;-2083.5629979559276
557;G06;92550;63.117;-312.775;-51.49701587167889;133.169799528367;120.28044979525431
558;G06;92580;62.886;-312.829;-53.81060744447072;133.61712513345162;120.46733589636091
559;G06;92640;62.423;-312.925;-53.79084620976718;134.29287245839035;120.63414315053868
560;G06;92670;62.192;-312.969;-49.16670108588546;130.9046185309084;117.37290620594999
561;G06;92730;61.73;-313.046;-51.44914184746213;130.19080100205727;116.29526241472828
562;G06;92760;61.499;-313.08;-49.111502445769844;132.08479683771176;117.76269728974735
563;G06;92820;61.038;-313.139;-56.0268998882969;134.1405913590952;119.13588770138008
564;G06;92850;60.807;-313.165;-51.3597209042481;129.90527397633454;115.14889960109359
565;G06;92880;60.577;-313.187;-48.99743862063296;133.42677383024406;118.03825110117452
566;G06;92910;60.347;-313.207;-48.9708345420897;131.41856717011822;116.03145858568605
567;G06;92970;59.887;-313.238;-55.86103748290469;140.831441042522;123.84385474812791
568;G06;93000;59.658;-313.25;-55.79880308448263;134.84489133696823;118.33949811965675
569;G06;93030;59.428;-313.267;-53.43944061326378;133.7218184069449;117.11336200592903
570;G06;93090;58.97;-313.294;-53.32682642989974;-2301.909272350013;-2007.6835680289098
571;G06;93120;58.742;-313.304;-50.9523296574439;130.6095739187519;113.67791575799222
572;G06;93210;58.056;-313.319;-53.153274994918384;131.30435631019114;113.55562194650989
573;G06;93360;56.918;-313.299;-55.30475253898051;128.85834156050308;110.22791874778194
574;G06;93390;56.691;-313.289;-57.606056726011296;132.95089546585808;113.47488787518232
575;G06;93420;56.464;-313.277;-57.56632077783121;135.0637953640215;115.01888959010101
576;G06;93480;56.011;-313.246;-57.542722066289656;133.21738735416892;112.931679417477
577;G06;93510;55.784;-313.228;-52.865972773180324;129.1248334842696;109.21019182005332
578;G06;93540;55.558;-313.209;-57.49856677776976;131.39001444627252;110.86920844909166
579;G06;93600;55.107;-313.164;-62.13739690825106;140.93613431601528;118.37025638032524
580;G06;93630;54.882;-313.145;-52.795882526098005;-2305.7353343316017;-1931.995742676773
581;G06;93660;54.657;-313.125;-55.12511892675909;131.31387389662495;109.76807570152343
582;G06;93720;54.208;-313.079;-55.076767101521675;131.00931176894602;108.9899318995924
583;G06;93750;53.983;-313.054;-57.341927251028345;132.3512887260226;109.83930066699568
584;G06;93780;53.759;-313.027;-55.00455731266026;132.94137787942427;110.06063713506943
585;G06;93810;53.535;-312.998;-61.968893691370205;137.3004236376344;113.39089566577735
586;G06;93840;53.312;-312.967;-57.259282814038315;136.3391493578843;112.32032066701083
587;G06;93870;53.088;-312.935;-59.58763225489436;133.6266427198854;109.81195782272782
588;G06;93900;52.865;-312.902;-59.51758902207098;136.32963177145052;111.75389470130531
589;G06;93930;52.642;-312.867;-57.167480453240906;136.17735070761105;111.34873492079701
590;G06;93960;52.42;-312.83;-59.44987615062217;132.94137787942427;108.42905673341136
591;G06;94020;51.975;-312.752;-57.062214782917884;133.32208059220648;108.18556488881737
592;G06;94050;51.754;-312.711;-57.017195084418496;131.31387389662495;106.28316343376785
593;G06;94080;51.532;-312.669;-56.94051064432442;128.97255238497448;104.11777452833529
594;G06;94110;51.311;-312.625;-56.90267501532689;133.47436165604594;107.47225933540574
595;G06;94140;51.09;-312.58;-56.85086338737376;135.51112104001749;108.8269730180196
596;G06;94170;50.869;-312.533;-56.79998750626963;135.62533182903317;108.6319627072647
597;G06;94200;50.649;-312.485;-56.762423326115545;137.82388986327797;110.10165342912995
598;G06;94230;50.429;-312.442;-56.67961100638339;140.11762351367085;111.63664175140859
599;G06;94260;50.209;-312.397;-56.60796723232562;139.4513938106216;110.8086427830233
600;G06;94290;49.989;-312.352;-56.53888924549411;135.77761292832835;107.59889421902972
601;G06;94320;49.77;-312.304;-56.457374710769315;136.7103344842327;108.04565020536309
602;G06;94350;49.55;-312.256;-56.40776626459288;136.17735074306674;107.33066515409185
603;G06;94380;49.332;-312.206;-56.394259663656904;136.99586147449978;107.68179767669862
604;G06;94410;49.113;-312.155;-56.31458634346186;139.86064921179383;109.63089122228006
605;G06;94440;48.895;-312.102;-56.252541278480756;134.29287242293466;104.9761109512263
606;G06;94470;48.677;-312.049;-56.21222981336926;133.32208059220648;103.92781381683025
607;G06;94500;48.459;-311.994;-56.14864519095872;141.35490726816556;109.88156809617564
608;G06;94530;48.241;-311.938;-56.06616438202674;135.24462911625096;104.83595752195075
609;G06;94560;48.024;-311.881;-56.03499892760726;134.84489133696823;104.23142883277987
610;G06;94590;47.807;-311.823;-55.992936447268235;133.87409947078436;103.18742257878968
611;G06;94620;47.59;-311.763;-55.98323286022933;128.71557808309743;98.9280278462106
612;G06;94650;47.374;-311.703;-55.96972583382495;135.10186563884528;103.53934328911822
613;G06;94680;47.158;-311.641;-55.89062554866226;138.37590874185585;105.74319250433416
614;G06;94710;46.942;-311.578;-55.87880883732606;137.96665334068365;105.12498856860876
615;G06;94740;46.727;-311.514;-55.79831996510689;140.67915997868252;106.88072466055843
616;G06;94770;46.512;-311.45;-55.73376896212205;141.60236398360883;107.26794732823963
617;G06;94800;46.297;-311.384;-55.72143892315325;136.99586147449978;103.4734152921275
618;G06;94830;46.083;-311.322;-55.720518954090984;141.90692611128776;106.8672911921763
619;G06;94860;45.868;-311.259;-55.64742532552617;138.22362767801638;103.78375544431647
620;G06;94890;45.654;-311.196;-55.59911402615449;134.1405913236395;100.41792090498434
621;G06;94920;45.44;-311.131;-55.51989262431869;132.8081319529967;99.12235081854725
622;G06;94950;45.227;-311.065;-55.506596417509805;133.05558870389564;99.00886696487954
623;G06;94980;45.014;-310.998;-55.451100800446355;132.3512887260226;98.18727723941905
624;G06;95010;44.801;-310.93;-55.40810197051141;127.22132002672565;94.09466863781947
625;G06;95040;44.588;-310.862;-55.34448635981858;133.2078697677351;98.2211602693091
626;G06;95070;44.376;-310.792;-55.25889558956825;131.31387393208064;96.52817691075278
627;G06;95100;44.164;-310.721;-55.22757842020609;133.7218184069449;97.99548897662217
628;G06;95130;43.952;-310.649;-55.168943271770026;135.81568316769642;99.22155680098203
629;G06;95160;43.74;-310.577;-55.11960524622171;127.59250515307407;92.92349631366014
630;G06;95190;43.529;-310.503;-55.0389346280815;132.50356978986207;96.19901102750148
631;G06;95220;43.318;-310.428;-54.983106613825356;142.43039233693133;103.08140708052026
632;G06;95250;43.108;-310.353;-54.91933974911396;138.9279276204337;100.2306061287972
633;G06;95280;42.898;-310.277;-54.84856981625203;135.77761289287264;97.64817205723644
634;G06;95310;42.688;-310.2;-54.79156446000331;136.59612365976136;97.92452377390968
635;G06;95340;42.478;-310.121;-54.6815532568954;134.69261023767308;96.25116143311703
636;G06;95370;42.269;-310.043;-54.60142567826487;-2307.933892330391;-1643.9678518492497
637;G06;95400;42.06;-309.963;-54.58302750251341;-2309.009377434612;-1639.4395280596184
638;G06;95430;41.852;-309.887;-54.521011192105455;122.83372158012554;86.93322748862106
639;G06;95460;41.643;-309.81;-54.445049090998765;126.5170200843083;89.2484897913326
640;G06;95490;41.435;-309.733;-54.378987887904536;133.87409947078436;94.13063403770398
641;G06;95520;41.227;-309.654;-54.30882134015464;132.24659548798502;92.68157689594305
642;G06;95550;41.019;-309.575;-54.24112995486036;130.45729285491242;91.1263005113946
643;G06;95580;40.812;-309.495;-54.19197254065067;132.09431442414555;91.96548506468633
644;G06;95610;40.605;-309.414;-54.096027429433484;135.11138318982339;93.75405278244575
645;G06;95640;40.398;-309.332;-54.05019029975783;140.93613428055957;97.46974299287777
646;G06;95670;40.192;-309.25;-53.96408563458367;140.67915997868252;96.96737055399899
647;G06;95700;39.985;-309.166;-53.90116346648226;138.37590870640017;95.05821249160513
648;G06;95730;39.78;-309.082;-53.83685267586868;140.26990457751032;96.0358040435249
649;G06;95760;39.574;-308.997;-53.78241246864361;132.7605441271948;90.58621117818223
650;G06;95790;39.369;-308.912;-53.69256470970632;129.89575642535644;88.33068886568431
651;G06;95820;39.164;-308.825;-53.65976751303595;134.1405913236395;90.90598489534041
652;G06;95850;38.96;-308.738;-53.58422758295575;142.05920724603862;95.9437208178582
653;G06;95880;38.755;-308.65;-53.494772070433676;138.6424006301667;93.3131556577802
654;G06;95910;38.552;-308.561;-53.4195037310197;139.86064921179383;93.80990742620696
655;G06;95940;38.348;-308.472;-53.36298060775422;143.40118420311524;95.85106826574831
656;G06;95970;38.145;-308.381;-53.251912151111505;134.43563593579603;89.54660936201529
657;G06;96000;37.942;-308.291;-53.166199519618374;141.49767074557124;93.92184733513017
658;G06;96030;37.739;-308.203;-53.14460097051215;136.58660610878326;90.34416379789432
659;G06;96060;37.536;-308.116;-52.9838470224557;137.55739797496713;90.6656202442313
660;G06;96090;37.334;-308.027;-52.93127798982733;139.60367487446106;91.68997849137567
661;G06;96120;37.132;-307.937;-52.853172024330966;138.4901195308715;90.63631428422876
662;G06;96150;36.93;-307.847;-52.78083140393451;134.80682106214445;87.91152565090415
663;G06;96180;36.729;-307.756;-52.72512308812344;139.60367487446106;90.71541577115367
664;G06;96210;36.528;-307.665;-52.64430029411645;139.97486000080949;90.63098699221078
665;G06;96240;36.327;-307.573;-52.583792304665735;142.87771801292735;92.17766679398352
666;G06;96270;36.127;-307.48;-52.47719105355858;142.72543691363217;91.7480990802796
667;G06;96300;35.927;-307.386;-52.40026211095348;140.12714106464895;89.75209868838824
668;G06;96330;35.727;-307.292;-52.346877880857996;138.9279276204337;88.66061187555353
