;svs_x;epoch;ele;azi;Islc;Ispb;Vtec1
177;G06;10380;34.337;53.373;-88.7177211603652;138.08086416515502;85.87524585383674
178;G06;10410;34.139;53.47;-88.62476344010956;141.24069644369422;87.51187147605748
179;G06;10440;33.942;53.567;-88.46980465539718;139.19441950874457;85.92154746727485
180;G06;10470;33.745;53.666;-88.41744647782002;142.5826734007708;87.68241057080516
181;G06;10500;33.548;53.765;-88.26695504046599;147.8934758877529;90.60507375608006
182;G06;10530;33.352;53.864;-88.15778761211986;140.57446674064497;85.79627371057762
183;G06;10560;33.156;53.964;-88.04442435617021;140.12714110010464;85.19911977833858
184;G06;10590;32.96;54.065;-87.90812005646859;144.51473954670476;87.53227992873022
185;G06;10620;32.765;54.166;-87.84329512274128;144.21969497000393;87.02114905189488
186;G06;10650;32.57;54.268;-87.7017989029848;141.08841537985475;84.80631713616575
187;G06;10680;32.375;54.37;-87.5627476019714;148.8642677539368;89.13666556788404
188;G06;10710;32.181;54.473;-87.44331698926453;150.09203388654203;89.52693661912909
189;G06;10740;31.987;54.577;-87.30182069859663;151.01523789146833;89.73039138852222
190;G06;10770;31.793;54.681;-87.15211386044017;-2288.6037134973512;-1354.5799687788503
191;G06;10800;31.6;54.786;-87.05345078612994;150.91054465343072;88.97545027931265
192;G06;10830;31.406;54.887;-86.92152324447174;148.8642677184811;87.42617729622415
193;G06;10860;31.213;54.989;-86.81576654815177;149.26400553321952;87.31883225723226
194;G06;10890;31.02;55.092;-86.63185942488693;144.92399494787696;84.44765263479717
195;G06;10920;30.827;55.195;-86.4915704008229;137.67160876398282;79.90589012386361
196;G06;10950;30.635;55.299;-86.35762032418234;143.39166661668145;82.89857146432881
197;G06;10980;30.443;55.403;-86.19647303058393;-2295.6752658581045;-1321.9501522539158
198;G06;11010;30.251;55.508;-86.0583875428536;142.31618154791568;81.62687531931131
199;G06;11040;30.06;55.614;-85.9485556392234;138.4901195308715;79.11772272866314
200;G06;11070;29.869;55.72;-85.84457974091943;134.5403291738336;76.55550981560535
201;G06;11100;29.678;55.827;-85.6858774015198;138.93744517141184;78.7417660748898
202;G06;11130;29.488;55.934;-85.57598511683156;143.80092201785365;81.17297424625077
203;G06;11160;29.298;56.041;-85.42944755738046;141.23117889271612;79.4030760032302
204;G06;11190;29.108;56.15;-85.2858077214242;146.81799078353146;82.2121492668728
205;G06;11220;28.918;56.258;-85.14144349004995;148.04575695159238;82.56495048229002
206;G06;11250;28.729;56.368;-84.97329302193391;149.53049745698604;83.05675303009457
207;G06;11280;28.54;56.477;-84.78289576813845;143.28697341409955;79.26664267980706
208;G06;11310;28.351;56.588;-84.69633677361739;136.48191287074567;75.19529004283305
209;G06;11340;28.163;56.698;-84.53386113219776;136.22493856886862;74.74920519512449
210;G06;11370;27.975;56.809;-84.4216746154938;136.8816506854841;74.80367618287484
211;G06;11400;27.787;56.921;-84.28280399673041;140.0129302756333;76.20210388967044
212;G06;11430;27.599;57.03;-84.14459749869408;145.02868818591458;78.60808904891707
213;G06;11460;27.412;57.139;-83.98695145552536;139.60367490991678;75.35770291191331
214;G06;11490;27.225;57.249;-83.84527359621494;139.60367490991678;75.04792117880234
215;G06;11520;27.038;57.359;-83.66867102092245;143.39166661668145;76.76624830307175
216;G06;11550;26.851;57.47;-83.4898950466417;-2288.451432398056;-1220.0743712613328
217;G06;11580;26.665;57.581;-83.37004130560443;138.88985734560993;73.7422998859238
218;G06;11610;26.479;57.693;-83.20925583743018;139.19441950874457;73.59753673554948
219;G06;11640;26.293;57.806;-83.02836688067497;152.13831082149164;80.10675979605183
220;G06;11670;26.108;57.918;-82.86157454316863;151.27221219334535;79.3199624075291
221;G06;11700;25.923;58.032;-82.6994307671062;-2290.354945820144;-1195.949593092966
222;G06;11730;25.738;58.145;-82.52506179458146;136.7484047590565;71.10712525326493
223;G06;11760;25.553;58.26;-82.41525974465112;145.7329881283319;75.46117660352125
224;G06;11790;25.369;58.374;-82.26733331449793;146.665709719692;75.62635898144761
225;G06;11820;25.185;58.49;-82.08922131912148;142.02113693575913;72.92404471160394
226;G06;11850;25.001;58.605;-81.87186808895474;151.42449329264053;77.42502815844095
227;G06;11880;24.818;58.721;-81.71953455067846;148.71198665464163;75.71868881572219
228;G06;11910;24.635;58.838;-81.5413923115894;144.50522196027097;73.26676650872119
229;G06;11940;24.452;58.954;-81.40243096168831;142.2114883098781;71.79911889003245
230;G06;11970;24.269;59.072;-81.24701837946455;156.18327686558905;78.51896347383047
231;G06;12000;24.087;59.189;-81.0498592981051;140.57446674064497;70.37313617996577
232;G06;12030;23.905;59.305;-80.87899171783286;141.7641626338821;70.66790251858703
233;G06;12060;23.723;59.42;-80.73314795553019;146.665709719692;72.80053024150723
234;G06;12090;23.541;59.536;-80.51654932903833;147.77926506328154;73.0406574579139
235;G06;12120;23.36;59.653;-80.26360722670674;146.5514989306763;72.12602110925783
236;G06;12150;23.179;59.769;-80.08920793955805;154.02278914162372;75.48009896388447
237;G06;12180;22.998;59.887;-79.81148350803333;158.63880916625521;77.41016672338087
238;G06;12210;22.817;60.005;-79.64052537390187;157.29683224463432;76.42668646522517
239;G06;12240;22.637;60.123;-79.35625064352269;159.86657533431614;77.34371952422934
240;G06;12270;22.457;60.241;-79.18073446635084;143.27745582766576;69.02131352441997
241;G06;12300;22.277;60.361;-78.99401939342496;145.59022461547053;69.83470448826286
242;G06;12330;22.098;60.48;-78.77403988860682;-2297.71202520662;-1097.424520328844
243;G06;12360;21.918;60.6;-78.56172746629917;145.44746110260917;69.16888322815637
244;G06;12390;21.739;60.72;-78.38962223388769;140.2794221639441;66.4248615589471
245;G06;12420;21.561;60.841;-78.24386891907716;145.99948001664274;68.8377647204183
246;G06;12450;21.382;60.962;-77.96765365944651;154.95551069752813;72.74566697274975
247;G06;12480;21.204;61.083;-77.74417258509739;150.49177170128044;70.34682127725596
248;G06;12510;21.027;61.205;-77.4919548781838;155.92630252825631;72.57547156261913
249;G06;12540;20.849;61.328;-77.32851282073419;152.80454052454093;70.81605769869516
250;G06;12570;20.672;61.45;-77.06237949592305;142.31618151245996;65.67229658065322
251;G06;12600;20.495;61.573;-76.81342179885257;146.1517611159379;67.15238608238992
252;G06;12630;20.318;61.694;-76.7070002372358;139.60367490991678;63.86764410505196
253;G06;12660;20.141;61.815;-76.45327321660537;144.73364360921371;65.92915449491524
254;G06;12690;19.965;61.936;-76.21418610292339;150.2062447110134;68.12837704798943
255;G06;12720;19.788;62.058;-75.99538372736363;157.43959572204;71.1005670777044
256;G06;12750;19.612;62.18;-75.85376575273145;145.18096924975404;65.28241896364675
257;G06;12780;19.437;62.303;-75.60906415795542;-2281.351327313457;-1021.4444708480531
258;G06;12810;19.261;62.426;-75.41736841003858;-2291.4685011991896;-1021.5508198840938
259;G06;12840;19.086;62.549;-75.14664683393019;130.86654825608463;58.09077412174206
260;G06;12870;18.911;62.673;-74.94776691014438;138.08086416515502;61.02993251266542
261;G06;12900;18.736;62.797;-74.77535970153129;143.5439476805209;63.17187566171172
262;G06;12930;18.562;62.921;-74.53258991059992;141.24069644369422;61.89245627485752
263;G06;12960;18.388;63.046;-74.44747931690219;163.02640764831102;71.13343652373531
264;G06;12990;18.214;63.171;-74.12369154833229;155.1077917613676;67.38862155508214
265;G06;13020;18.041;63.297;-73.92390597958723;169.42221275503698;73.29434953097183
266;G06;13050;17.867;63.423;-73.59728076221343;173.61945986297386;74.78845566238083
267;G06;13080;17.694;63.549;-73.33329055722224;159.6000834460053;68.45666679019705
268;G06;13110;17.521;63.676;-73.26233689292005;147.6365015858759;63.055473223329535
269;G06;13140;17.349;63.802;-72.99922205371983;156.4878390287237;66.55288715518991
270;G06;13170;17.176;63.93;-72.84377908596069;147.0844826718423;62.28737994985828
271;G06;13200;17.004;64.057;-72.57103504578134;157.15406869631724;66.27000504513067
272;G06;13230;16.832;64.183;-72.36322010817753;153.2042783392793;64.33113431628085
273;G06;13260;16.661;64.308;-72.10119195074358;153.47077022759015;64.17215421048668
274;G06;13290;16.489;64.434;-71.93400672861941;155.1077917613676;64.58262729891904
275;G06;13320;16.318;64.561;-71.6090719326809;148.0457569870481;61.38345590940019
276;G06;13350;16.147;64.688;-71.38359842523919;-2277.5633356066924;-940.3743580254793
277;G06;13380;15.976;64.815;-71.11206179348649;137.55739793951145;56.55761911073682
278;G06;13410;15.805;64.943;-70.9356397586212;143.9532030816931;58.93964313020643
279;G06;13440;15.635;65.07;-70.76658311371042;145.06675842528264;59.148823009693004
280;G06;13470;15.465;65.199;-70.54116998732675;160.8373672005;65.30701165838934
281;G06;13500;15.295;65.327;-70.10038298071542;168.19444662243174;68.01145184394018
282;G06;13530;15.125;65.456;-69.8602997036707;163.28338195018807;65.75261989747789
283;G06;13560;14.956;65.585;-69.59410589143442;153.3280067147288;61.490384987177286
284;G06;13590;14.787;65.715;-69.30702370777401;149.41628659705898;59.6763084668834
285;G06;13620;14.618;65.844;-68.96606024055204;158.79109026555037;63.16148721976937
286;G06;13650;14.449;65.974;-68.72552419421125;154.69853639565108;61.282831670997325
287;G06;13680;14.281;66.105;-68.52214650207601;154.54625529635592;60.975089482724066
288;G06;13710;14.113;66.235;-68.22540494463527;165.17737778584254;64.9068577910603
289;G06;13740;13.945;66.366;-67.86192310106765;157.56332409748944;61.66606264688708
290;G06;13770;13.777;66.498;-67.69624715720464;150.34900822387476;58.606802639743044
291;G06;13800;13.61;66.629;-67.5176820025194;-2278.7911017392976;-884.757579049483
292;G06;13830;13.442;66.759;-67.26461888988183;176.0749921990957;68.09031247870111
293;G06;13860;13.275;66.889;-66.93153389205706;155.77402146441685;60.002181829826235
294;G06;13890;13.108;67.019;-66.77805297185516;160.57087531218917;61.60693785465843
295;G06;13920;12.942;67.15;-66.3876758166199;175.9607813746243;67.24910926197214
296;G06;13950;12.775;67.28;-66.23129699564466;168.19444662243174;64.03051855247655
297;G06;13980;12.609;67.412;-65.95834163949;188.4954173216549;71.48228238276772
298;G06;14010;12.443;67.543;-65.67651175694249;182.25189327876842;68.84931203595538
299;G06;14040;12.277;67.675;-65.32009329167202;173.91450447513037;65.44874630224194
300;G06;14070;12.111;67.807;-65.08825066400567;168.33721009983742;63.10910142078002
301;G06;14100;11.946;67.939;-64.84554121867664;167.64242770839817;62.612458410104495
302;G06;14130;11.781;68.072;-64.45842414419587;167.92795469866522;62.484703771902296
303;G06;14160;11.616;68.205;-64.33473622370074;185.4783485205214;68.75861938922706
304;G06;14190;11.451;68.338;-63.89334558378749;178.55907722360755;65.9490790155895
305;G06;14220;11.287;68.471;-63.51860453431916;-2273.470781736793;-836.6209312087545
306;G06;14250;11.122;68.605;-63.290444512990796;174.43797062986258;63.95781178112726
307;G06;14280;10.958;68.739;-63.127756952848955;172.83901937090891;63.14338506651659
308;G06;14310;10.795;68.873;-62.77906605751414;-2271.9765236449657;-827.0730018204066
309;G06;80670;14.294;-176.951;-143.84665962337783;147.8934758877529;58.368549120547605
310;G06;80700;14.513;-176.974;-143.9268854497546;145.7329881283319;57.8204724115751
311;G06;80730;14.733;-176.997;-143.95286784804435;157.41104303365;62.78714219169645
312;G06;80760;14.952;-177.02;-144.20599648281654;163.29289953662186;65.48032242658817
313;G06;80790;15.172;-177.043;-144.43464455186304;153.50884050241396;61.887308450846476
314;G06;80820;15.393;-177.065;-144.52809163169772;151.72905545577515;61.500386862749295
315;G06;80850;15.613;-177.087;-144.62168957553828;150.91054465343072;61.49842606061294
316;G06;80880;15.834;-177.109;-144.62246697722864;149.14979474420383;61.1107327591437
317;G06;80910;16.055;-177.13;-144.69961375965792;164.25417381637195;67.66523615274751
318;G06;80940;16.277;-177.151;-144.87081873637663;160.42811183478352;66.45047589855325
319;G06;80970;16.499;-177.172;-145.03975976024793;154.73660667047488;64.44393262700011
320;G06;81000;16.721;-177.192;-145.05831635206943;137.3004236376344;57.495596165640514
321;G06;81030;16.943;-177.214;-145.06220279322991;153.50884050241396;64.63559221759918
322;G06;81060;17.166;-177.235;-145.11921573699854;162.36017794526177;68.73938209489424
323;G06;81090;17.39;-177.255;-145.22884213938838;154.84129990851247;65.91926391626384
324;G06;81120;17.613;-177.276;-145.30064596047845;158.89578350358795;68.01851356228902
325;G06;81150;17.837;-177.296;-145.2938164125264;153.7753323552691;66.19137926314764
326;G06;81180;18.062;-177.316;-145.39185146001273;156.0690660765734;67.55257570396364
327;G06;81210;18.286;-177.336;-145.42694962528194;157.97257946320596;68.75520819736097
328;G06;81240;18.511;-177.355;-145.4810948056227;160.0093388471775;70.02893587274572
329;G06;81270;18.736;-177.374;-145.5410960622011;157.41104303365;69.27460891931077
330;G06;81300;18.962;-177.393;-145.7353323174297;160.68508613666054;71.10986099690192
331;G06;81330;19.188;-177.412;-145.88109059603832;166.40514398935915;74.051521981018
332;G06;81360;19.414;-177.43;-145.9950634773033;166.03395886301075;74.29753290981677
333;G06;81390;19.64;-177.448;-146.13952372271464;162.05561578212715;72.92033919731986
334;G06;81420;19.867;-177.466;-146.30103879829488;165.8911953501494;75.06236507493898
335;G06;81450;20.094;-177.483;-146.47058320727817;163.5879441133227;74.43217606702251
336;G06;81480;20.321;-177.501;-146.59312870964578;164.35886705440953;75.19846217036323
337;G06;81510;20.549;-177.518;-146.8036650140899;157.97257949866164;72.67919026174287
