Time;L1C;L2C;sTec;Azimuth;Elevation;Lat;Lon;vTec;sTec Trend;sTec-Trend;vTec Trend;vTec-Trend;
2022-06-19 11:18:00;110756723.875;86144167.68;-115.03950124159334;225.8445664958823;40.89424162754493;40.09721826957377;75.40132871501467;-61.246588460362275;-114.88279065816432;-0.15671058342901745;-61.05263450227696;-0.19395395808531646;
2022-06-19 11:18:30;110669673.436;86076461.84;-115.17302141229608;226.0639762597438;41.13086781991751;40.12477170130806;75.4129212504463;-61.59492377778179;-115.06185001975115;-0.11117139254493225;-61.42415882271626;-0.17076495506552902;
2022-06-19 11:19:00;110583086.452;86009116.502;-115.39321263517381;226.28496712235892;41.36730850886025;40.152121633614044;75.42446279868251;-61.99030786744737;-115.24147330567813;-0.15173932949568325;-61.796600350420114;-0.19370751702725642;
2022-06-19 11:19:30;110496963.776;85942132.268;-115.55614374783613;226.50755561855772;41.60355845136789;40.17927097753653;75.43595466321499;-62.35568630243715;-115.42139156915964;-0.13475217867649292;-62.169847019807726;-0.1858392826294235;
2022-06-19 11:20:00;110411306.089;85875509.658;-115.63917095110955;226.73175855360972;41.83961233131983;40.20622259146202;75.44739813030337;-62.67836016571382;-115.59902810209718;-0.0401428490123692;-62.54259227435809;-0.13576789135572653;
2022-06-19 11:20:30;110326116.408;85809251.131;-115.90569077371556;226.9575930076464;42.07546475819718;40.23297928217804;75.45879446928507;-63.101139020148295;-115.77592719356282;-0.1297635801527406;-62.91568409983441;-0.18545492031388733;
2022-06-19 11:21:00;110241395.421;85743357.092;-116.05092323310464;227.18507634014293;42.31111026577171;40.25954380590898;75.47014493287958;-63.45867246309079;-115.95326875015304;-0.09765448295159729;-63.28957540165107;-0.16909706143972159;
2022-06-19 11:21:30;110157145.186;85677829.202;-116.21619686145232;227.41422619445834;42.546543310765855;40.28591886932874;75.4814507574876;-63.82769452991358;-116.12835460576099;-0.08784225569132786;-63.66286953449188;-0.16482499542169649;
2022-06-19 11:22:00;110073367.488;85612668.892;-116.50145641114806;227.64506050243418;42.78175827148313;40.31210713055081;75.4927131634849;-64.26346715829304;-116.29811353407635;-0.20334287707170517;-64.03390341912463;-0.22956373916841244;
2022-06-19 11:22:30;109990062.375;85547876.082;-116.63185332418378;227.87759748905057;43.01674944640817;40.33811120009612;75.5039333555109;-64.61457172946203;-116.46954688840721;-0.16230643577657133;-64.40645199264513;-0.20811973681689722;
2022-06-19 11:23:00;109907232.095;85483452.592;-116.77500359972234;228.11185567713844;43.25151105277611;40.363933641839495;75.51511252275232;-64.97314431186228;-116.6386117542318;-0.13639184549053596;-64.77823840119389;-0.19490591066839613;
2022-06-19 11:23:30;109824878.031;85419399.522;-116.98790719723205;228.34785389214747;43.486037225110046;40.38957697393488;75.52625183922164;-65.37111423779656;-116.80469215412283;-0.18321504310921455;-65.1490171464861;-0.2220970913104594;
