PRN#;G01;;;;;;G06;;;;;;G07;;;;;;G08;;;;;;G13;;;;;;G14;;;;;;G15;;;;;;G17;;;;;;G19;;;;;;G21;;;;;;G24;;;;;;G30;;;;;;R01;;;;;;R02;;;;;;R07;;;;;;R08;;;;;;R09;;;;;;R11;;;;;;R12;;;;;;R18;;;;;;R19;;;;;;R20;;;;;;R21;;;;;;A(t)S(t);S(t);Wtec(t);Sats;Wtec N-E;Wtec S-E;Wtec S-W;Wtec N-W;Wtec NW-NE;Wtec NE-SE;Wtec SE-SW;Wtec SW-NW;
Time;Lat;Lon;Azimuth;vTec-Trend;A(t);S(t);Lat;Lon;Azimuth;vTec-Trend;A(t);S(t);Lat;Lon;Azimuth;vTec-Trend;A(t);S(t);Lat;Lon;Azimuth;vTec-Trend;A(t);S(t);Lat;Lon;Azimuth;vTec-Trend;A(t);S(t);Lat;Lon;Azimuth;vTec-Trend;A(t);S(t);Lat;Lon;Azimuth;vTec-Trend;A(t);S(t);Lat;Lon;Azimuth;vTec-Trend;A(t);S(t);Lat;Lon;Azimuth;vTec-Trend;A(t);S(t);Lat;Lon;Azimuth;vTec-Trend;A(t);S(t);Lat;Lon;Azimuth;vTec-Trend;A(t);S(t);Lat;Lon;Azimuth;vTec-Trend;A(t);S(t);Lat;Lon;Azimuth;vTec-Trend;A(t);S(t);Lat;Lon;Azimuth;vTec-Trend;A(t);S(t);Lat;Lon;Azimuth;vTec-Trend;A(t);S(t);Lat;Lon;Azimuth;vTec-Trend;A(t);S(t);Lat;Lon;Azimuth;vTec-Trend;A(t);S(t);Lat;Lon;Azimuth;vTec-Trend;A(t);S(t);Lat;Lon;Azimuth;vTec-Trend;A(t);S(t);Lat;Lon;Azimuth;vTec-Trend;A(t);S(t);Lat;Lon;Azimuth;vTec-Trend;A(t);S(t);Lat;Lon;Azimuth;vTec-Trend;A(t);S(t);Lat;Lon;Azimuth;vTec-Trend;A(t);S(t);;;;;;;;;;;;;
2022-06-20 00:32:00;40.64588341821523;84.13626646134738;111.54708068052196;-0.1701423311351533; ; ;;;;;;;40.681382417488926;80.55494092964267;138.9500387247592;0.14939858766302905; ; ;46.22548933048025;84.75357966325525;47.65630616096277;0.07571783579638947;0.09301500985996837;0.909103259739401;44.05772760776908;73.38645007884269;294.80259536445595; ; ; ;43.21192767554098;76.94116200324379;303.25717759789285; ; ; ;50.35124436633145;67.37544918738402;319.664866791383; ; ; ;39.58170441629308;76.39417269902945;209.90441213566032; ; ; ;;;;;;;43.597735663370656;84.49343882730938;73.39880065339213; ; ; ;;;;;;;42.049070101012504;78.6182820804631;170.92383669362187; ; ; ;46.371498290441934;69.9327883260074;305.4329076949211;-0.06416711838240019; ; ;;;;;;;;;;;;;40.05292644777866;68.57881824988091;255.46456920563278; ; ; ;42.7299778062357;82.30701284722817;83.25735091149771;0.04678258515932754;0.05496323324248162;0.45932066266607063;46.549950588720485;68.84653215236837;303.9491805484964; ; ; ;;;;;;;;;;;;;45.02168100228671;81.92859177816236;42.6716587204622;0.031784110944133914; ; ;40.647958609475246;80.37895056110247;142.06395714586083; ; ; ;28.586389445404635;77.14732723995978;185.04866220196467; ; ; ;0.10980599738359623;1.3684239224054715;0.08024267596153592;2;0.08024267596153592;;;;;0.08024267596153592;;;
2022-06-20 00:32:30;40.672452620537356;84.11863366263275;111.31606258135258;-0.17996777417346266; ; ;;;;;;;40.66281507530812;80.56516454417978;139.0932674769982;0.1791006721270847; ; ;46.252839023913815;84.80374489179304;47.65422003927753;0.09778724635859781;0.09301301421385672;0.9201405325955221;44.037361071386584;73.38783699011876;294.5397109291164; ; ; ;43.21555679543628;76.95936459366185;303.67974962554933; ; ; ;50.29226582987415;67.40236752923629;319.49245802425486; ; ; ;39.60706388927787;76.40369354326222;210.00339147506958; ; ; ;;;;;;;43.61769604752555;84.48710375585033;73.1379828369769; ; ; ;;;;;;;42.03728454789885;78.62633063631384;170.3865139114286; ; ; ;46.34751889344096;69.89645737625096;305.1709842633782;-0.06696998690709677; ; ;;;;;;;;;;;;;40.00509864333647;68.51590917828132;255.26669959638429; ; ; ;42.71480784056114;82.32888573008434;83.59002377681303;0.09421967638404993;0.05461576253753352;0.4709275855447621;46.54205096336487;68.94391680541732;304.1195713909026; ; ; ;;;;;;;;;;;;;45.04744393262087;81.9339889100326;42.42200595445566;0.027004743404985376; ; ;40.670492831734784;80.37165885118615;141.83500227868996; ; ; ;28.76172706910919;77.16058724783888;185.05443065991656; ; ; ;0.11130511362153972;1.3910681181402842;0.08001413602257183;2;0.08001413602257183;;;;;0.08001413602257183;;;
2022-06-20 00:33:00;40.69885099997313;84.10116164812113;111.083894642922;-0.18667006858906632; ; ;;;;;;;40.644135953013134;80.57541366295152;139.23543395292887;0.19696569267506447; ; ;46.280362160448874;84.8545474982816;47.65309013380175;0.1043126896730211;0.09326155742320612;0.9305218058836777;44.01705087535151;73.38906548375617;294.2759379742175; ; ; ;43.219124780508785;76.97755276445798;304.1057014471406; ; ; ;50.2338589408032;67.42860980798591;319.3193649098791; ; ; ;39.63223542281393;76.41316345424988;210.1030431038892; ; ; ;35.250363935865664;72.85267583437187;213.32184094791376; ; ; ;43.63766189142418;84.48092130649586;72.87741326279308; ; ; ;;;;;;;42.02546189959154;78.63434385471763;169.88350056429982; ; ; ;46.32360946259201;69.85972713537303;304.9092223533165;-0.07414474137353722; ; ;;;;;;;;;;;;;39.95667246483575;68.45233556453613;255.06964642920272; ; ; ;42.699530418169914;82.35078366586251;83.92128680268733;0.07284055192746663;0.05367747299204702;0.48255025164874965;46.53397033319633;69.0403203821195;304.28982202308373; ; ; ;;;;;;;;;;;;;45.07337167367221;81.93958406397125;42.174972605112465;0.0157078845774814; ; ;40.69289755174063;80.36444633642921;141.60238416111767; ; ; ;28.934656658292386;77.17358298378464;185.06073180037393; ; ; ;0.11268399093314731;1.4130720575324274;0.0797439807350811;2;0.0797439807350811;;;;;0.0797439807350811;;;
2022-06-20 00:33:30;40.72508116148003;84.08384938606326;110.8505723114443;-0.20558635041773243; ; ;;;;;;;40.62534380661677;80.58568901652532;139.37655174196948;0.194532703490637; ; ;46.30806040329818;84.90599692632397;47.65290888536311;0.0949481125911813;0.09460517715883494;0.94023087047796;43.99679565892392;73.39013651244514;294.01129159572037; ; ; ;43.22263174167509;76.99572660889551;304.53508072006605; ; ; ;50.17601581241009;67.45418461353162;319.145590650539; ; ; ;39.6572214953113;76.42258348411437;210.20337221534422; ; ; ;35.322327836040685;72.88735963067157;213.39832812520763; ; ; ;43.65763447925035;84.4748915970191;72.61710633902563; ; ; ;;;;;;;42.01360189721871;78.64232204141042;169.41210928453634; ; ; ;46.299766744583565;69.82259393187348;304.6476338194931;-0.06159062066814158;0.04928262577372197;0.7145203706069182;;;;;;;;;;;;;39.907636726502766;68.38809081521586;254.8734016820639; ; ; ;42.68414485061927;82.37270738692652;84.25114796102639;0.08680567498980096;0.053666215398089176;0.4941823670993015;46.52571356990626;69.13575293634342;304.45993216537266; ; ; ;;;;;;;;;;;;;45.099466996545964;81.94537950856406;41.930549842696415;0.011195626723564445; ; ;40.71517487027555;80.35731263192424;141.36602526791188; ; ; ;29.105194016541162;77.18631866876817;185.06756437478552; ; ; ;0.15068504546278355;2.14893360818418;0.07012084733046285;3;0.08050093404428865;;;0.04928262577372197;;0.08050093404428865;;0.04928262577372197;
2022-06-20 00:34:00;40.75114567605674;84.06669585798693;110.61609119627184;-0.2048219187999223; ; ;;;;;;;40.60643737254831;80.59599134405117;139.51663411242555;0.1874785508967136; ; ;46.33593541639175;84.95810277992598;47.653668825243145;0.11078909469776299;0.09570478899086078;0.9492525668265399;43.97659407080396;73.39105100681427;293.745787106475; ; ; ;43.226077788329235;77.01388621811088;304.96793565882365; ; ; ;50.11872863573476;67.47910035960251;318.97113851969243; ; ; ;39.68202454435786;76.43195467090132;210.30438411633796; ; ; ;35.39341778043817;72.9216756723684;213.47532941882145; ; ; ;43.67761509461743;84.46901476131958;72.35707646475446; ; ; ;;;;;;;42.00170427808316;78.65026550213348;168.96991254410395; ; ; ;46.27598748187703;69.78505402671816;304.38623040543814;-0.09193541616354395;0.04891652061296862;0.7279991622874318;;;;;;;;;;;;;39.85798006060897;68.3231683455392;254.67795731054176; ; ; ;42.668650436410466;82.39465763701808;84.57961518942543;0.07441695491102962;0.053934146858658494;0.5058176329006985;46.517285427009476;69.23022447873122;304.6299015466744; ; ; ;;;;;;;;;;;;;45.12573271334356;81.95137756327038;41.68872842487659;0.029094094333883547; ; ;40.73732685686871;80.35025736219664;141.12584649301854; ; ; ;29.273355902022008;77.19879849536117;185.07492715678694; ; ; ;0.1537400451319893;2.1830693620146704;0.07042380228821889;3;0.08118430239714634;;;0.048916520612968625;;0.08118430239714634;;0.048916520612968625;
2022-06-20 00:34:30;40.77704708130867;84.04970005868289;110.38044707491123;-0.2399417444354981; ; ;;;;;;;40.58741536731679;80.6063213934039;139.6556940204054;0.21011844054690698; ; ;46.363988863557985;85.01087482601743;47.655362573998225;0.12567905982452743;0.09623007171482396;0.9575728086215093;43.95644476886675;73.39180987573438;293.4794400325285; ; ; ;43.229463028364854;77.03203168114845;305.4043150259443; ; ; ;50.06198967982332;67.50336528688754;318.79601186207975; ; ; ;39.70664696747028;76.44127803882385;210.406084230114; ; ; ;35.46364669221465;72.95562839360551;213.5528456358361; ; ; ;43.69760502079549;84.4632909495084;72.09733802543086; ; ; ;;;;;;;41.989768775621464;78.65817454265463;168.55471353397843; ; ; ;46.2522684115508;69.7471036127098;304.12502374043345;-0.12551579042453298;0.048514112069540025;0.7412719062986629;;;;;;;;;;;;;39.8076909161182;68.25756158438465;254.48330524977416; ; ; ;42.653046460760386;82.41663517139922;84.90669639009462;0.07177819496336468;0.0535732363204359;0.5174497483512506;46.50869054224999;69.32374497346316;304.799729904554; ; ; ;;;;;;;;;;;;;45.152171678047104;81.95758059952709;41.449498714097686;-0.01136195491550307; ; ;40.75935555042618;80.3432801611059;140.88176712820197; ; ; ;29.43915998519826;77.21102662730955;185.0828189422613; ; ; ;0.15583090603435978;2.2162944632714225;0.07031146294718495;3;0.08126571158626597;;;0.048514112069540025;;0.08126571158626597;;0.048514112069540025;
2022-06-20 00:35:00;40.80278788200612;84.03286099618735;110.14363589809885;-0.24147985167778074; ; ;;;;;;;40.56827648716739;80.61667992132831;139.7937441184415;0.21062294645702906; ; ;46.392222407660284;85.0643229969884;47.65798284029388;0.11451666159848628;0.09690837461768596;0.9651786047929772;43.93634641990026;73.39241400661471;293.2122661092637; ; ; ;43.23278756819695;77.05016308499506;305.84426812165935; ; ; ;50.00579129191535;67.5269874661057;318.62021409381214; ; ; ;39.731091122830094;76.45055459850224;210.5084780989964; ; ; ;35.533027348538326;72.98922221649637;213.63087760682376; ; ; ;43.71760554093851;84.45772032799717;71.83790538836604; ; ; ;;;;;;;41.977795119362284;78.66604946878977;168.1645206337296; ; ; ;46.22860626413688;69.70873881385126;303.86402533656474;-0.07814801014954398;0.047760795608833104;0.7543266077808892;;;;;;;;;;;;;39.75675755744786;68.19126397954778;254.2894374163744; ; ; ;42.63733219536876;82.43864075699722;85.2323994288362;0.047415012947471524;0.05445017234923526;0.529072414455238;46.49993343998444;69.41632433519672;304.96941698532726; ; ; ;;;;;;;;;;;;;45.1787867874212;81.96399104188278;41.21285069463684;-0.007760432606970902; ; ;40.78126295984839;80.33638067174887;140.63370484266378; ; ; ;29.60262480577129;77.22300719905111;185.0912385494029; ; ; ;0.1583692128950945;2.2485776270291042;0.0704308408086125;3;0.08187511494562641;;;0.047760795608833104;;0.08187511494562641;;0.047760795608833104;
2022-06-20 00:35:30;40.828370550635114;84.01617769176154;109.90565379493441;-0.23462279222142968; ; ;;;;;;;40.54901940773118;80.62706769358674;139.93079676382902;0.20111872347511195; ; ;46.42063770968751;85.11845739323884;47.66152241975193;0.1296011617168631;0.09645583252978428;0.9720580797930845;43.91629769934584;73.3928642656926;292.94428127737154; ; ; ;43.236051512783206;77.06828051461426;306.2878447722226; ; ; ;49.9501258975639;67.54997480101788;318.4437487024384; ; ; ;39.755359330004964;76.45978534719917;210.61157138721055; ; ; ;35.60157237883533;73.02246154908639;213.7094261860758; ; ; ;43.73761793831126;84.4523030795905;71.57879289823603; ; ; ;;;;;;;41.96578303488407;78.67389058642432;167.79752500916507; ; ; ;46.20499776244924;69.66995568470189;303.6032465858494;-0.07888847630725948;0.04638027813951287;0.7671514689240364;;;;;;;;;;;;;39.70516806335286;68.12426900325015;254.0963457102885; ; ; ;42.62150689818111;82.46067517255197;85.55673213406955;0.02454615160923268;0.055328249371651005;0.540679337333929;46.49101853354184;69.50797242617482;305.13896254415147; ; ; ;;;;;;;;;;;;;45.20558098193203;81.97061136916312;40.978773989339224;0.016676241966763428; ; ;40.80305106463452;80.32955854636528;140.38157566378362; ; ; ;29.763769729017735;77.23474431518427;185.10018481878382; ; ; ;0.15925621106368876;2.27988888605105;0.06985261958951572;3;0.081756100668641;;;0.04638027813951287;;0.081756100668641;;0.04638027813951287;
2022-06-20 00:36:00;40.85379752794078;83.99964917986874;109.66649707806961;-0.24228329157914175; ; ;;;;;;;40.52964278366759;80.63748548510935;140.06686402669172;0.19041359526496393; ; ;46.44923642779644;85.1732882857405;47.66597419381095;0.11781989172506258;0.09613354862000817;0.9782004921382611;43.896297291041726;73.39316149831551;292.6755016786568; ; ; ;43.23925496564486;77.08638405298043;306.7350953168084; ; ; ;49.89498600069142;67.57233503138089;318.2666192469918; ; ; ;39.77945387065583;76.46897126905138;210.71536988378762; ; ; ;35.66929426326105;73.05535078341565;213.78849225183578; ; ; ;43.75764349651637;84.44703940358221;71.32001487260612; ; ; ;;;;;;;41.95373224377191;78.68169820153503;167.45208093326957; ; ; ;46.18143962040374;69.63075020972708;303.3426987574399;-0.07596614302491744;0.04499096100376813;0.7797348996296113;;;;;;;;;;;;;39.652910325941406;68.05657015790659;253.90402201659944; ; ; ;42.605569813147085;82.48273920876551;85.8797022959055;0.030774583119971055;0.053875670704728054;0.5522642316338265;46.481950127558044;69.59869905349859;305.3083663451189; ; ; ;;;;;;;;;;;;;45.232557246684216;81.97744411566852;40.747257876025316;0.010557560918358355; ; ;40.82472181547438;80.32281344624482;140.1252939591358; ; ; ;29.92261490169361;77.24624204989352;185.10965661342323; ; ; ;0.15887251291910603;2.310199623401699;0.06877003671447711;3;0.08088490282316876;;;0.044990961003768135;;0.08088490282316876;;0.044990961003768135;
2022-06-20 00:36:30;40.879071223463775;83.98327450814855;109.42616224895005;-0.23786948411992626; ; ;;;;;;;40.51014524829993;80.6479340801472;140.2019576977858;0.16695709841901163; ; ;46.47802021630438;85.22882611860835;47.671331128599526;0.1333830990093574;0.09674116402050743;0.9835962511807785;43.876343886969;73.39330652921687;292.4059436516803; ; ; ;43.24239802888732;77.10447378111266;307.1860705929021; ; ; ;49.84036418358447;67.59407573584564;318.0888293580145; ; ; ;39.80337698922966;76.4781133352968;210.8198795055555; ; ; ;35.73620533138583;73.08789429368053;213.8680767065369; ; ; ;43.777683499721206;84.44192951585546;71.06158559747811; ; ; ;;;;;;;41.94164246357383;78.68947262021177;167.1266884775616; ; ; ;46.1579285418286;69.5911183026418;303.08239299490594;-0.0759689084066153;0.04480169312497147;0.7920655279849173;;;;;;;;;;;;;39.59997204983208;67.98816098215654;253.71245820727924; ; ; ;42.58952016997428;82.50483366845427;86.20131766526652;0.03419870823902471;0.053025286708018746;0.5638208239302972;46.47273242028396;69.68851396655921;305.47762816135173; ; ; ;;;;;;;;;;;;;45.25971861237589;81.98449187240477;40.51829130356536;0.030580812300335047; ; ;40.84627713482799;80.31614504163662;139.86477241994936; ; ; ;30.079181207669254;77.25750444633788;185.1196528188603; ; ; ;0.16053688382594006;2.339482603095993;0.0686206786122243;3;0.08081273569849613;;;0.04480169312497147;;0.08081273569849613;;0.04480169312497147;
2022-06-20 00:37:00;40.9041940160691;83.96705273738905;109.18464600310783;-0.22236338961729984; ; ;;;;;;;40.49052541324349;80.65841427242795;140.33608929605077;0.17518132113672635; ; ;46.50699072463005;85.28508151168032;47.67758627382271;0.11067969128150246;0.09784615849153067;0.9882369320834068;43.85643618700029;73.39330016278475;292.13562372723925; ; ; ;43.24548080322025;77.12254977810818;307.6408219200962; ; ; ;49.78625310683036;67.61520433479961;317.9103827375614; ; ; ;39.82713089363878;76.48721250449803;210.9251063002191; ; ; ;35.80231776108583;73.1200964344921;213.94818047704473; ; ; ;43.797739232885064;84.43697364898655;70.8035193228637; ; ; ;;;;;;;41.929513407756204;78.69721414867956;166.81997826716838; ; ; ;46.13446121926521;69.55105580574846;302.82234031359457;-0.07665298576063861;0.04492066253203374;0.8041322105400924;;;;;;;;;;;;;39.54634075146196;67.9190350571652;253.5216461428897; ; ; ;42.57335718387726;82.52695936670355;86.52158595305177;0.06491620218130123;0.052719094805064634;0.5753428561247416;46.46336950586626;69.77742685462358;305.6467477750988; ; ; ;;;;;;;;;;;;;45.287068156272106;81.99175728834773;40.291862907614764;0.016078571114474194; ; ;40.86771891749306;80.30955301166046;139.59992204619112; ; ; ;30.23349022345422;77.26853551600865;185.13017234323; ; ; ;0.16314889372208374;2.3677119987482405;0.06890571733738611;3;0.08124097217120319;;;0.04492066253203374;;0.08124097217120319;;0.04492066253203374;
2022-06-20 00:37:30;40.92916825446814;83.95098294149629;108.94194523550223;-0.22962771952731487; ; ;;;;;;;40.47078186802614;80.66892686531457;140.46927007591756;0.1548006611295989;0.1468347339268045;0.7143462807015272;46.536149596180685;85.34206526310257;47.68473276166139;0.12489825499714868;0.09879779469339821;0.9921152889737983;43.83657289865088;73.39314318332433;291.8645586236883; ; ; ;43.24850338797727;77.14061212117593;308.09940108220263; ; ; ;49.73264550919828;67.63572809315487;317.73128315918103; ; ; ;39.85071775592628;76.4962697227619;211.0310564495331; ; ; ;35.86764357762897;73.15196153922857;214.028804514905; ; ; ;43.817811981986296;84.4321720523527;70.54583025838761; ; ; ;;;;;;;41.91734478565848;78.70492309332067;166.53069803360677; ; ; ;46.11103433275848;69.51055848926974;302.562551598071;-0.04027563572088866;0.045077777397853444;0.8159240423786821;;;;;;;;;;;;;39.492003758555775;67.84918601320061;253.33157767423293; ; ; ;42.55708005532188;82.54911713102491;86.84051482934633;0.04589875412017719;0.05194690145976431;0.5868240888334652;46.45386537659947;69.86544734456923;305.8157249778335; ; ; ;;;;;;;;;;;;;45.314609003197;81.99924307174292;40.06796102600781;0.015937552685971745; ; ;40.889049031160795;80.30303704421989;139.33065213346723; ; ; ;30.385564173764823;77.27933923806263;185.14121411734217; ; ; ;0.2701733841633769;3.109209700887473;0.08689455204203832;4;0.0813853258429208;0.1468347339268045;;0.045077777397853444;;0.0813853258429208;0.1468347339268045;0.045077777397853444;
2022-06-20 00:38:00;40.953996257733344;83.93506420746229;108.69805704590541;-0.20121889810531002; ; ;;;;;;;40.450913179701374;80.6794726719668;140.6015110343818;0.12829612057591788;0.1471636701717377;0.7263969301848185;46.565498467183545;85.39978835191852;47.692763805684486;0.1351369495650232;0.099161214579496;0.9952252662580577;43.81675273683229;73.3928363553137;291.59276524210287; ; ; ;43.25146588113541;77.15866088566963;308.5618603075898; ; ; ;49.67953420746781;67.65565412308267;317.5515344678749; ; ; ;39.874139712918385;76.50528592395506;211.13773627257007; ; ; ;35.93219465294691;73.18349391848008;214.10994979659645; ; ; ;43.83790303424986;84.4275249922439;70.28853256892326; ; ; ;;;;;;;41.90513630244715;78.71259976069688;166.25770073482587; ; ; ;46.087644548636334;69.46962205067683;302.3030375996403;-0.01817491388242587;0.044707679075754216;0.8274303669726425;;;;;;;;;;;;;39.436948209766506;67.77860753649087;253.14224464395235; ; ; ;42.54068796976459;82.57130780151553;87.15811192267303;0.02089447533519717;0.053103685937337865;0.598258304766415;46.44422392514877;69.95258499876289;305.98455957035446; ; ; ;;;;;;;;;;;;;45.34234432654524;82.00695199144137;39.84657371380567;0.030387812188696017; ; ;40.91026931696028;80.29659683591761;139.05687026195233; ; ; ;30.535425887278745;77.28991955863616;185.15277709476433; ; ; ;0.27434919685969905;3.1473108681819335;0.08716939900448373;4;0.08186935195334225;0.1471636701717377;;0.044707679075754216;;0.08186935195334225;0.1471636701717377;0.044707679075754216;
2022-06-20 00:38:30;40.97868031580607;83.91929563533073;108.45297874433041;-0.211479804363222; ; ;;;;;;;40.430917892453486;80.69005251550554;140.7328229178517;0.11426430743775029;0.14657163269766446;0.738284360010654;46.59503896545958;85.4582619406587;47.70167269977423;0.13476568516734133;0.09917072067483049;0.9975620080758322;43.796974423608326;73.39238042365358;291.3202606612886; ; ; ;43.25436837933399;77.17669614512076;309.02825224764496; ; ; ;49.62691209620769;67.67498938669529;317.3711405800336; ; ; ;39.89739886686379;76.51426202991594;211.24515222908786; ; ; ;35.9959827050837;73.2146978585826;214.19161732378902; ; ; ;43.85801367837503;84.4230327519786;70.03164037026482; ; ; ;;;;;;;41.892887659068876;78.72024445757205;165.9999340430048; ; ; ;46.064288518277856;69.42824211401367;302.0438089339507;0.01864128986758473;0.045600540500597475;0.8386407858128705;;;;;;;;;;;;;39.38116105449844;67.7072933763679;252.9536388880851; ; ; ;42.524180097386825;82.59353223102084;87.47438481928484;0.028647966098244382;0.05306094313277328;0.6096393120939516;46.43444894674245;70.0388493130785;306.1532513628875;-0.06539775900912126; ; ;;;;;;;;;;;;;45.37027734931272;82.01488687827208;39.62768875799688;0.02143323823066101; ; ;40.931381589991574;80.29023209197227;138.77848228757247; ; ; ;30.68309875271465;77.30028039014665;185.1648602519074; ; ; ;0.27773099729005607;3.1841264659933084;0.0872236075596376;4;0.08168048301214903;0.14657163269766446;;0.045600540500597475;;0.08168048301214903;0.14657163269766446;0.045600540500597475;
2022-06-20 00:39:00;41.0032226899973;83.903676338161;108.20670785649823;-0.21575784685673227; ; ;;;;;;;40.410794527194895;80.70066722918023;140.86321622877807;0.1175220335282674;0.14412025904948844;0.7499999999999999;46.62477270913721;85.5174973779292;47.71145281706409;0.1238584587175584;0.09971611032541763;0.9991218658821607;43.777236687953206;73.39177611391074;291.04706213263984; ; ; ;43.25721097789326;77.19471797127123;309.4986299532656; ; ; ;49.574772147506856;67.69374069867636;317.19010548335075; ; ; ;39.92049728606002;76.52319895066282;211.35331092299919; ; ; ;36.059019297812014;73.245577620239;214.2738081236073; ; ; ;43.87814520476342;84.41869563202356;69.77516772483797; ; ; ;;;;;;;41.88059855220288;78.72785749093464;165.75643102740443; ; ; ;46.040962876869095;69.38641422921827;301.7848760786804;-0.00020190314127432885;0.04546541772676053;0.8495451678065561;;;;;;;;;;;;;39.3246290529233;67.63523735270059;252.76575223756728; ; ; ;42.5075555928242;82.61579128529957;87.78934106249781;0.04499989810036453;0.05218796309327646;0.6209609477998339;46.42454414133335;70.12424971504913;306.32180017518954;-0.06121616883684311; ; ;;;;;;;;;;;;;45.39841134514722;82.02305062645304;39.41129369184797;0.015462647464120849; ; ;40.95238763984788;80.2839425261377;138.4953923356835; ; ; ;30.82860667536577;77.31042561058635;185.1774625881157; ; ; ;0.27875035345217863;3.2196279814885504;0.08657843547604598;4;0.08149906419469215;0.14412025904948844;;0.04546541772676053;;0.08149906419469215;0.14412025904948844;0.04546541772676053;
2022-06-20 00:39:30;41.0276256134816;83.8882054419908;107.95924212934051;-0.1778645579889968; ; ;;;;;;;40.39054158115514;80.71131765653932;140.99270123207486;0.14351020352093968;0.14254147280480917;0.7615354038247889;46.654701305304165;85.57750620099581;47.722097608889555;0.11644771739602788;0.09914160593393492;0.9999024041442455;43.75753826551215;73.3910241325555;290.773187074849; ; ; ;43.25999377083263;77.212726434106;309.97304684927605; ; ; ;49.523107410661;67.71191472885998;317.0084332367132; ; ; ;39.943437005467636;76.53209758459849;211.4622191059472; ; ; ;36.12131584040832;73.27613743722445;214.35652324889983; ; ; ;43.898298905747566;84.41451395011804;69.51912863745346; ; ; ;;;;;;;41.86826867421259;78.73543916802058;165.5263018827362; ; ; ;46.01766424214652;69.34413387144097;301.5262493713075;0.010904156098025197;0.04513256849578487;0.8601336584328658;;;;;;;;;;;;;39.26733877620111;67.56243336362284;252.57857651969186; ; ; ;42.49081359489038;82.6380858431912;88.10298815206235;0.03293426768273733;0.05186570492806541;0.6322170810186012;46.414513115728816;70.20879556214874;306.4902058366548;-0.039081558678883965; ; ;;;;;;;;;;;;;45.42674963941907;82.03144619504111;39.19737580890421;0.054487280073090005; ; ;40.973289231127104;80.27772786062367;138.20750279750627; ; ; ;30.971974034207427;77.32035906281428;185.19058312575987; ; ; ;0.2792927340075984;3.253788547420501;0.08583616603759107;4;0.08082883385556408;0.14254147280480917;;0.04513256849578487;;0.08082883385556408;0.14254147280480917;0.04513256849578487;
2022-06-20 00:40:00;41.05189129178416;83.87288208579699;107.71057953653457;-0.18776548840747864; ; ;;;;;;;40.37015752746187;80.7220046516037;141.12128796133746;0.1377755093269073;0.14070818191692472;0.7728822550972522;46.68482634859496;85.63830013836072;47.73360060375164;0.10836309375051734;0.09906267722295574;0.9999024041442455;43.737877898363955;73.3901251671932;290.49865306847227; ; ; ;43.26271685088849;77.23072160188534;310.45155670666355; ; ; ;49.471911011816324;67.72951800476015;316.826127970068; ; ; ;39.96622002731186;76.540958818711;211.57188368099077; ; ; ;36.182883587578566;73.30638151517368;214.43976377851345; ; ; ;43.91847607581982;84.41048804140193;69.26353705110576; ; ; ;;;;;;;41.85589771309621;78.74298979633615;165.30872657350076; ; ; ;45.9943892131271;69.30139644036103;301.2679390069635;0.021055340457831306;0.043137984268699255;0.8703966886486817;;;;;;;;;;;;;39.209276606917385;67.48887539355952;252.39210355952153; ; ; ;42.47395322629586;82.66041679678683;88.4153335435723;0.03325940253780857;0.05380022640928897;0.643401616355545;46.40435938568828;70.2924961401982;306.65846818642274;-0.06883794925642128; ; ;;;;;;;;;;;;;45.455295610312405;82.04007660942243;38.98592217663905; ; ; ;40.99408810393291;80.27158782601876;137.91471432959682; ; ; ;31.11322563969073;77.33008455385095;185.2042209103342; ; ; ;0.27996617736127155;3.2865829642457243;0.08518457632348989;4;0.08134110309519971;0.14070818191692472;;0.043137984268699255;;0.08134110309519971;0.14070818191692472;0.043137984268699255;
2022-06-20 00:40:30;41.07602190326112;83.85770542145521;107.46071828406676;-0.18594729497628748; ; ;;;;;;;40.34964081471302;80.7327290790434;141.248986224866;0.14730767794667798;0.138071886951404;0.784032373365578;46.71514941971194;85.69989111232871;47.74595540629288;0.1088968823572003;0.09832596963932734;0.9991218658821607;43.71825433478563;73.38907988679001;290.22347785035385; ; ; ;43.26538030953175;77.24870354117692;310.9342136125258; ; ; ;49.42117615357338;67.74655691405063;316.6431938842658; ; ; ;39.98884832167233;76.54978352877107;211.68231170640317; ; ; ;36.24373363952598;73.33631403044762;214.5235308175737; ; ; ;43.93867801186186;84.40661825854829;69.00840684281988; ; ; ;;;;;;;41.843485352436865;78.75050968368123;165.10294828197482; ; ; ;45.971134368824764;69.25819725950207;301.009955036373;0.034719897595376636;0.04117515207369067;0.8803249835363486;;;;;;;;;;;;;39.1504287397484;67.4145575215532;252.2063251812561; ; ; ;42.456973593360914;82.68278505160227;88.7263846479099;0.0446011697499209;0.05428057917100908;0.6545084971874737;46.39408637798831;70.37536066189212;306.8265870734882;-0.02958423397104326; ; ;;;;;;;;;;;;;45.48405268993712;82.0489449628442;38.77691964975318; ; ; ;41.01478597436565;80.2655221612149;137.6169258566508; ; ; ;31.252386692324166;77.33960585418116;185.21837501055745; ; ; ;0.27826707084335167;3.317987719971561;0.08386621480495918;4;0.0808927614887822;0.138071886951404;;0.04117515207369067;;0.0808927614887822;0.138071886951404;0.04117515207369067;
