# Created on 2022-09-13 07:27:41 
# Sources: obs\TPKL1681.22O, nav\TPKL1681.22N
# Satellite: G30
# Interval: 30.0
# Sampling interval: 0.0 (not used).
# Site: TPKL
# Position (L, B, H): 78.5290569025, 42.4638637031, 1886.01891334
# Position (X, Y, Z): 937429.6846, 4619604.6444, 4285027.6573
# datetime format: %Y-%m-%dT%H:%M:%S
# Columns: tsn, hour, el, az, tec.l1l2, tec.p1p2, validity
# (I11,1X,F14.11,1X,F10.5,1X,F11.5,1X,F21.3,1X,F10.3,1X,I7)
       2846 23.71666666667   69.52583   311.43294               -74.017    116.745    4098
       2847 23.72500000000   69.75487   311.45010               -76.305    121.608    4096
       2848 23.73333333333   69.98411   311.46492               -76.305    121.608    4096
       2849 23.74166666667   70.21355   311.47731               -76.305    121.608    4096
       2850 23.75000000000   70.44319   311.48719               -76.169    121.056    4096
       2851 23.75833333333   70.67303   311.49449               -71.458    117.259    4096
       2852 23.76666666667   70.90307   311.49910               -73.713    120.238    4096
       2853 23.77500000000   71.13329   311.50094               -73.713    120.238    4096
       2854 23.78333333333   71.36370   311.49990               -80.576    123.921    4096
       2855 23.79166666667   71.59430   311.49588               -75.896    122.722    4096
       2856 23.80000000000   71.82508   311.48877               -75.857    122.313    4096
       2857 23.80833333333   72.05603   311.47846               -73.469    119.971    4096
       2858 23.81666666667   72.28716   311.46482               -78.095    126.776    4098
       2859 23.82500000000   72.51846   311.44773               -78.095    126.776    4098
       2860 23.83333333333   72.74992   311.42705               -77.966    123.540    4096
       2861 23.84166666667   72.98154   311.40264               -77.966    123.540    4096
       2862 23.85000000000   73.21331   311.37434               -77.966    123.540    4096
       2863 23.85833333333   73.44524   311.34201               -77.881    120.266    4096
       2864 23.86666666667   73.67731   311.30546               -77.881    120.266    4096
       2865 23.87500000000   73.90952   311.26453               -77.849    119.305    4098
       2866 23.88333333333   74.14186   311.21902               -70.812    116.707    4096
       2867 23.89166666667   74.37433   311.16873               -70.812    116.707    4096
       2868 23.90000000000   74.60693   311.11346               -70.812    116.707    4096
       2869 23.90833333333   74.83963   311.05297               -73.072    116.707    4096
       2870 23.91666666667   75.07245   310.98703               -73.072    116.707    4096
       2871 23.92500000000   75.30536   310.91539               -74.072    116.707    4096
       2872 23.93333333333   75.53837   310.83777               -74.072    126.520    4096
       2873 23.94166666667   75.77146   310.75388               -74.072    126.520    4096
       2874 23.95000000000   76.00463   310.66342               -80.006    126.520    4096
       2875 23.95833333333   76.23786   310.56606               -80.006    126.520    5200
       2876 23.96666666667   76.47115   310.46144               -80.006    126.520    5200
       2877 23.97500000000   76.70449   310.34920               -82.310    125.177    4096
       2878 23.98333333333   76.93785   310.22893               -82.310    125.177    5200
       2879 23.99166666667   77.17124   310.10019               -82.310    125.177    5200
