Time;L1C;L2C;sTec;Azimuth;Elevation;Lat;Lon;vTec;sTec Trend;sTec-Trend;vTec Trend;vTec-Trend;
2022-06-17 04:56:00;125525719.942;97631133.12;-41.38021261515067;74.91451119407483;11.97520596752787;44.28418008114173;92.08442554464182;-11.157689792691563;;;;;
2022-06-17 04:56:30;125455419.145;97576454.672;-41.26193567361436;74.69390358717824;12.104488969994307;44.31592806595662;91.9940313027695;-11.159882790606297;;;;;
2022-06-17 04:57:00;125385622.455;97522168.517;-41.63660985727919;74.4726581786228;12.232986079728194;44.3473347238018;91.90462034313919;-11.295659272310916;;;;;
2022-06-17 04:57:30;125316333.022;97468276.812;-41.81572230354261;74.250774530973;12.360688322573544;44.378408948639745;91.81618253263186;-11.378876153908733;;;;;
2022-06-17 04:58:00;125247554.588;97414782.494;-41.861675416542816;74.02825232859493;12.487586712238901;44.40915947470194;91.72870775831464;-11.426071188497692;;;;;
2022-06-17 04:58:30;125179290.788;97361688.534;-42.112328442096114;73.80509137934874;12.613672251443083;44.43959487909257;91.64218593276455;-11.52940215717422;;;;;
2022-06-17 04:59:00;125111545.729;97308997.939;-42.12747208699179;73.58129161627272;12.738935933087326;44.469723584415085;91.55660699912612;-11.568484529711744;;;;;
2022-06-17 04:59:30;125044322.613;97256713.368;;73.35685309925697;12.863368741453778;44.499553861417645;91.47196093590996;;;;;;
2022-06-17 05:00:00;124977626.128;97204838.409;-42.50266841252266;73.13177601670601;12.986961653430232;44.52909383165314;91.38823776154088;-11.741997726565607;;;;;
2022-06-17 05:00:30;124911459.457;97153375.514;-42.67029264431854;72.90606068718868;13.109705639761202;44.55835147014991;91.30542753866166;-11.823660721150063;;;;;
2022-06-17 05:01:00;124845826.627;97102327.84;-42.86454877192478;72.67970756107434;13.231591666325242;44.587334608089606;91.22352037820113;-11.912973385941296;;;;;
2022-06-17 05:01:30;124780730.774;97051697.782;-42.9817813568347;72.45271722215364;13.35261069543833;44.61605093548883;91.1425064432136;-11.981098302020705;;;;;
2022-06-17 05:02:00;124716175.963;97001488.563;-43.16611576846584;72.22509038924304;13.472753687183507;44.64450800388103;91.0623759524967;-12.068128491697195;;;;;
2022-06-17 05:02:30;124652164.906;96951702.312;-43.46376633654005;71.99682791777113;13.592011600766295;44.67271322899614;90.98311918399578;-12.187178693666166;;;;;
2022-06-17 05:03:00;124588701.998;96902342.337;-43.61546363774688;71.76793080134588;13.710375395896115;44.700673893434626;90.90472647800183;-12.265606512592841;;;;;
2022-06-17 05:03:30;124525790.909;96853411.6;-43.87394970246964;71.53840017330103;13.827836034193359;44.72839714933381;90.8271882401499;-12.374325740833656;;;;;
2022-06-17 05:04:00;124463434.778;96804912.405;-43.91624734859457;71.3082373082202;13.944384480621933;44.755890021023745;90.75049494422562;-12.422230889306123;;;;;
2022-06-17 05:04:30;124401637.35;96756847.81;-44.08361050945743;71.07744362343757;14.060011704947263;44.78315940767053;90.67463713478674;-12.505587846405488;;;;;
2022-06-17 05:05:00;124340402.531;96709220.869;-44.41363708057576;70.84602068051326;14.17470868321934;44.81021208590493;90.59960542960657;-12.63538926064112;;;;;
2022-06-17 05:05:30;124279733.189;96662033.696;-44.6321752104651;70.61397018668207;14.288466399280717;44.83705471243442;90.52539052194604;-12.73380408589335;;;;;
2022-06-17 05:06:00;124219632.854;96615289.059;-44.79196654888012;70.38129399627417;14.401275846299114;44.86369382663698;90.45198318266127;-12.815640124502115;;;;;
2022-06-17 05:06:30;124160105.576;96568990.133;-44.951757887295145;70.14799411210588;14.513128028324436;44.8901358531348;90.3793742621531;-12.897600082683365;;;;;
2022-06-17 05:07:00;124101153.936;96523138.938;-45.14105315691383;69.91407268683935;14.624013961869828;44.916387104346676;90.30755469216504;-12.98816252752454;;;;;
2022-06-17 05:07:30;124042782.257;96477738.817;-45.31442160528493;69.67953202430921;14.733924677516457;44.94245378301778;90.23651548743601;-13.07427992438063;-45.37418666208611;0.059765056801182936;-13.079898790238103;0.005618865857472954;
2022-06-17 05:08:00;123984993.543;96432792.159;-45.59536192062957;69.44437458081508;14.842851221541661;44.968341984725264;90.16624774721349;-13.191634003731464;-45.57464820485466;-0.020713715774910213;-13.173635444183105;-0.017998559548358273;
2022-06-17 05:08:30;123927791.151;96388301.499;-45.80528387144468;69.20860296637763;14.950784657570187;44.99405770035901;90.09674265663382;-13.288658572542921;-45.77858233728036;-0.02670153416431731;-13.268538764592394;-0.020119807950527147;
