0;;0
0;;0.5
0;;1
0;;1.5
0;;2
0;;2.5
16.802;;3
13.972;;3.5
13.898;;4
13.065;;4.5
15.298;;5
17.463;;5.5
18.713;;6
19.366;;6.5
18.62;;7
19.855;;7.5
22.344;;8
21.295;;8.5
20.497;;9
22.385;;9.5
22.725;;10
20.576;;10.5
17.746;;11
13.046;;11.5
10.983;;12
10.136;;12.5
9.194;;13
10.698;;13.5
10.92;;14
11.798;;14.5
14.116;;15
14.803;;15.5
10.61;;16
5.319;;16.5
4.325;;17
6.694;;17.5
12.083;;18
14.958;;18.5
17.937;;19
21.94;;19.5
23.042;;20
22.678;;20.5
