sutv	Sutherland                                   	South Africa                    	20.8105	-32.3802	1799.7659	HRAO               
suva	Suva                                         	Fiji                            	178.4252	-18.1459	73	PGPSF              
suwn	Suwon-shi                                    	Korea                           	127.0542	37.2755	83.9322	NGII               
svtl	Svetloe                                      	Russia                          	29.7809	60.5329	77.1	IAA                
sydn	Sydney                                       	Australia                       	151.1504	-33.7809	85.613	GA                 
syog	East Ongle Island                            	Antarctica                      	39.5837	-69.007	50.0902	GSI                
tabl	Wrightwood                                   	USA                             	242.32	34.38	2228.03	USGS               
tah1	Papeete                                      	Tahiti                          	210.3938	-17.577	99.927	NGA                
tah2	Papeete                                      	Tahiti                          	210.3938	-17.577	99.927	NGA                
tcms	Hsinchu                                      	Republic of China               	120.9874	24.798	77.2607	NML                
tehn	TEHRAN                                       	IRAN                            	51.3341	35.6973	1194.57	NCC                
tgcv	Palmeira                                     	Republic of Cape Verde          	337.0172	16.7548	35	PGPSF              
thti	Papeete                                      	"Tahiti, French Polynesia        "	210.3937	-17.5769	98.04	CNES               
thu2	Thule Airbase                                	Greenland(Denmark)              	291.175	76.537	36.1	NSI                
thu3	Thule Airbase                                	Greenland                       	291.175	76.537	36.1	DNSC               
tid1	(Near) Canberra                              	Australia                       	148.98	-35.3992	665.44	GA                 
tid2	Tidbinbilla                                  	Australia                       	148.98	-35.3992	665.3719	JPL                
tidb	Tidbinbilla                                  	Australia                       	148.98	-35.3992	665.3719	JPL                
titz	Titz                                         	Germany                         	6.4316	51.0353	155.6	BKG                
tixi	Tixi                                         	Russian Federation              	128.8664	71.6345	46.9847	SST YEMSP GS SB RAS
tixj	Tixi                                        	Russian Federation              	128.8664	71.6345	47.0509	SST YEMSP GS SB RAS        
tlse	Toulouse                                     	France                          	1.4808	43.5607	211.6	CNES               
tnml	Hsinchu                                      	Republic of China               	120.9873	24.798	75.8599	NML                
torp	Torrance                                     	USA                             	241.67	33.8	-5.2	USGS               
tow2	Cape Ferguson                                	Australia                       	147.0557	-19.2693	88.2349	GA                 
trab	Trabzon                                      	Turkey                          	39.7756	40.9947	99.2	BKG                
trak	Irvine                                       	USA                             	242.2	33.62	116.27	SIO                
tro1	Tromsoe                                      	Norway                          	18.9396	69.6627	138	Kartverket         
trom	Tromsoe                                     	Norway                          	18.9383	69.6639	132	NMA                        
tsk2	Tsukuba                                      	Japan                           	140.0871	36.1056	69.93	GSI                
tskb	Tsukuba                                      	Japan                           	140.0875	36.1057	67.3	GSI                
tubi	Gebze                                        	TURKEY                          	29.4507	40.7867	221.831	TUBITAK            
tukt	Tuktoyaktuk                                  	Canada                          	227.0057	69.4382	1.54	NRCan/GSD          
twtf	Taoyuan                                      	Republic of China               	121.1645	24.9536	203.122	TL                 
uclp	Los Angeles                                  	USA                             	241.56	34.07	111.56	USGS               
uclu	Ucluelet                                     	Canada                          	234.4584	48.9256	10	GSC                
ufpr	Curitiba                                     	Brasil                          	310.769	-25.4484	925.8	IBGE               
ulab	Ulaanbataar                                  	Mongolia                        	107.05	47.67	1611.7	GFZ                
unbj	Fredericton                                  	Canada                          	293.3583	45.9502	22.75	UNB                
unfe	FERRARA                                      	ITALY                           	11.5995	44.833	81.01	ASI                
unsa	Salta                                        	Argentina                       	294.5924	-24.7275	1257.8	GFZ Potsdam        
urum	Urumqi                                       	China                           	87.63	43.59	856.1	GFZ                
usc1	Los Angeles                                  	USA                             	241.71	34.02	21.93	USGS               
usn3	Washington                                   	U.S.A.                          	282.9337	38.9206	57.519	USNO               
usno	Washington                                   	USA                             	282.9338	38.919	48.888	USNO               
usud	Usuda                                        	Japan                           	138.362	36.1331	1508.6193	JPL                
uzhl	Uzhgorod                                     	Ukraine                         	22.2976	48.632	232	MAO                
vacs	Vacoas                                       	Mauritius                       	57.497	-20.2971	420.4	JPL                
vald	VAL D'OR                                     	CANADA                          	282.4358	48.0971	312.8	NRCan/GFZ          
valp	Valparaiso                                   	Chile                           	288.3739	-33.0272	31	G2                 
vesl	Vesleskarvet                                 	Antarctica                      	357.1583	-71.6738	862.4	HartRAO            
vill	Villafranca                                  	Spain                           	356.048	40.4436	647.5	ESOC               
vis0	Visby                                        	Sweden                          	18.3673	57.6539	79.8	LMV                
vndp	Vandenberg Air Force Base                    	USA                             	239.38	34.56	-11.51	UNAVCO             
wab2	Wabern                                       	Switzerland                     	7.4642	46.9237	611	METAS              
warn	Rostock-Warnemuende                          	Germany                         	12.1014	54.1698	50.7	BKG                
wdc3	Washington D.C.                              	USA                             	282.9337	38.9206	57.872	NGA                
wdc4	Washington D.C.                              	USA                             	282.9337	38.9206	57.872	NGA                
wel1	Wellington                                   	New Zealand                     	174.7787	-41.2726	46.9	NGA                
wel2	Wellington                                   	New Zealand                     	174.7787	-41.2726	46.9	NGA                
wes2	Westford                                     	USA                             	288.506	42.613	86.017	NOAA-NGS           
wgtn	Wellington                                   	New Zealand                     	174.8059	-41.3235	26.06	GNS                
whc1	Whittier                                     	USA                             	241.97	33.98	94.28	USGS               
whit	WHITEHORSE                                   	CANADA                          	224.7779	60.7505	1427	NRCan              
widc	Sky Valley                                   	USA                             	243.61	33.93	445.04	USGS               
will	Williams Lake                                	Canada                          	237.8322	52.2369	1096	GSC                
wind	Windhoek                                     	Namibia                         	17.0894	-22.5749	1734.7	GFZ                
wlsn	Mt. Wilson                                   	USA                             	241.94	34.23	1705.27	USGS               
wroc	Wroclaw                                      	Poland                          	17.0619	51.1131	181	IGG WUELS          
wslr	Whistler                                     	Canada                          	237.0788	50.1265	909	GSC                
wsrt	Westerbork                                   	The Netherlands                 	6.6045	52.9146	86	DUT                
wtza	Bad Koetzting                                	Germany                         	12.8789	49.1442	666	BKG                
wtzj	Bad Koetzting                               	Germany                         	12.8789	49.1442	665.9	BKG                        
wtzr	Bad Koetzting                                	Germany                         	12.8789	49.1442	666	BKG                
wtzs	Bad Koetzting                                	Germany                         	12.8786	49.1448	663.4	BKG                
wtzz	Bad Koetzting                                	Germany                         	12.8789	49.1442	665.9	BKG                
wuhn	Wuhan City                                   	P.R. China                      	114.3573	30.5317	25.8	WHU                
xian	Lintong                                      	P.R.C.                          	109.2215	34.3687	81.5686	CAS-JPL            
xmis	Christmas Island Indian Ocean                	Australia                       	105.6885	-10.45	261.5919	GA                 
yakt	Yakutsk                                      	Russian Federation              	129.6803	62.031	103.37	RDAAC-IRIS         
yakz	Yakutsk                                      	Russian Federation              	129.681	62.031	100.0644	RDAAC-IRIS         
yar2	Dongara                                      	Australia                       	115.347	-29.0466	241.2967	GA                 
yarr	Dongara                                      	Australia                       	115.347	-29.0466	241.382	GA                 
yebe	Yebes                                        	Spain                           	356.9114	40.5249	973	IGN-E              
yell	YELLOWKNIFE                                  	CANADA                          	245.5193	62.4809	181	NRCan              
yibl	Yibal                                        	Oman                            	56.1123	22.1865	95.1	PDO                
ykro	Yamoussoukro                                 	Cote d'Ivorie                   	354.7599	6.8706	270	JPL                
yssk	Yuzhno-Sakhalinsk                            	Russian Federation              	142.7167	47.0297	91.2887	RDAAC-IRIS         
zamb	Lusaka                                       	Zambia                          	28.311	-15.4255	1324.9144	HRAO               
zeck	Zelenchukskaya                               	Russian Federation              	41.5651	43.2884	1166.8	BKG                
zim2	Zimmerwald                                   	Switzerland                     	7.465	46.8771	956.4	swisstopo          
zimj	Zimmerwald                                   	Switzerland                     	7.4651	46.8771	954.3	AIUB               
zimm	Zimmerwald                                   	Switzerland                     	7.4653	46.8771	956.7	AIUB               
zwe2	Zwenigorod                                   	Russia                          	36.76	55.7	272	GFZ                
bdry	BoundaryLake	WA	-0.0215	0.0136 	10	GARNER 
cncr	Concrete	USA	-121.7492 	48.5387	10	GARNER 
cwak	Chilliwak	Canada	-0.0228	0.0137	10	GARNER 
ephr	Ephrata	WA	-0.0221	0.0131	10	GARNER 
geti	Tumpat	Malaysia	102.1055	6.2262	-0.5000	GARNER 	
