;epoch_h;svs;Ispb;Vtec;Vtec2;Vtec3
1927;1.85;G32;287811.2305117824;302392.7666120512;101748.81662802948;286253.707928898
1935;1.8583333333333334;G32;302944.16244961903;318292.3864687786;107098.70486571017;301304.7463172837
1943;1.8666666666666667;G32;352149.98432727996;369991.14952450496;124494.25311571719;350244.28540032415
1951;1.875;G32;266016.0015434533;279493.3141655409;94043.6316992793;264576.42627366347
1959;1.8833333333333333;G32;424102.79168930784;445589.34089812764;149931.45717871567;421807.71211807
1967;1.8916666666666666;G32;420581.2921544996;441889.4297269751;148686.5147566088;418305.269570862
1975;1.9;G32;361477.2002408809;379790.915224705;127791.66850828356;359521.02604444016
1983;1.9083333333333334;G32;387460.15837615606;407090.26202684204;136977.32550317852;385363.3745030399
1991;1.9166666666666667;G32;349294.7144246096;366991.22153782664;123484.84033764826;347404.4671092735
1999;1.925;G32;410492.6710989799;431289.68340417027;145119.9226817185;408271.24421369703
2007;1.9333333333333333;G32;362809.65950515657;381190.88159365347;128262.72779635938;360846.27455675456
2015;1.9416666666666667;G32;316363.931665828;332392.0487139547;111842.94516079004;314651.8929552348
2023;1.95;G32;337968.80961459514;355091.50628420385;119480.83601296815;336139.8536966858
2031;1.9583333333333333;G32;408969.8604605852;429689.72178644047;144581.56919172537;406756.67443496076
2039;1.9666666666666666;G32;364998.70013024606;383490.8267683776;129036.6110557356;363023.46894428635
2047;1.975;G32;401736.50930773583;422089.9034503139;142024.389894904;399562.4673688465
2055;1.9833333333333334;G32;370138.18616778695;388890.69736791064;130853.55413146682;368135.1420797606
2063;1.9916666666666667;G32;372232.05092853843;391090.64473198407;131593.79022721178;370217.67565776233
2071;2.0;G32;315507.3510141282;331492.07065321936;111540.12144018004;313799.94778529403
2079;2.0083333333333333;G32;349580.24130850955;367291.2142247385;123585.7815778516;347688.44883258705
2087;2.0166666666666666;G32;336445.99862164346;353491.5442939539;118942.48239762984;334625.2835653112
2095;2.025;G32;353672.79532023164;371591.1115147548;125032.60673105551;351758.85553169873
2103;2.033333333333333;G32;370043.01065800595;388790.69992978004;130819.90709318077;368040.48162286886
2111;2.0416666666666665;G32;357194.29485503986;375291.0226859074;126277.54915316237;355261.29807890666
2119;2.05;G32;408779.50873190927;429489.7261651392;144514.2748644629;406567.3528159007
2127;2.058333333333333;G32;379275.0510618259;398490.46819184953;134083.67544746108;377222.56181009306
2135;2.066666666666667;G32;363095.1863890565;381490.8742805653;128363.66903656271;361130.2562800682
2143;2.075;G32;350531.99782454735;368291.19009612454;123922.25246209285;348635.0548120579
2151;2.0833333333333335;G32;360715.794744405;378990.93422958;127522.4917006144;358763.74097875284
2159;2.091666666666667;G32;382415.84784839617;401790.3888654396;135194.02946573336;380346.36182445736
2167;2.1;G32;349009.1871861527;366691.22847839474;123383.89897209973;347120.4850333216
2175;2.1083333333333334;G32;347962.25480577693;365591.25479635806;123013.78092422725;346079.2182443208
2183;2.1166666666666667;G32;349865.7681924095;367591.20691165025;123686.72281805493;347972.4305559006
2191;2.125;G32;353767.9708300126;371691.1089528854;125066.25376934155;351853.5159885904
2199;2.1333333333333333;G32;379655.7534555068;398890.4583168919;134218.26372595047;377601.20399029844
2207;2.1416666666666666;G32;378323.2941912311;397490.49194794334;133747.20443787464;376275.9554779839
2215;2.15;G32;383462.7805833289;402890.36291999643;135564.14763895105;381387.62896609644
2223;2.158333333333333;G32;364998.70013024606;383490.8267683776;129036.6110557356;363023.46894428635
2231;2.1666666666666665;G32;344916.6335289876;362391.3315608985;121937.07394424101;343050.07868684817
2239;2.175;G32;352245.16019161796;370091.14733515563;124527.90027934844;350338.9462098542
2247;2.183333333333333;G32;347486.376193201;365091.2664881449;122845.54535676142;345605.914901947
2255;2.191666666666667;G32;331116.1608554267;347891.67807311966;117058.24499463616;329324.2888107769
2264;2.2;G32;345106.9849031065;362591.3268096797;122004.36814615829;343239.39995327
2273;2.2083333333333335;G32;350722.3495532233;368491.1857174259;123989.54678935533;348824.37643111794
2281;2.216666666666667;G32;375277.6725598848;394290.56833996373;132670.49733254322;373246.8155678731
2289;2.225;G32;341585.48501374136;358891.41526600707;120759.42559870626;339736.9570534238
2298;2.2333333333333334;G32;362714.4839953756;381090.8841555229;128229.08075807332;360751.6140998628
2307;2.2416666666666667;G32;346439.44416738226;363991.29317862826;122475.42743423412;344564.64846558444
2316;2.25;G32;384129.0098609098;403590.3457319506;135799.67715764375;382050.25286961545
2325;2.2583333333333333;G32;365569.7542526029;384090.8125147213;129238.49366148746;363591.4327435518
2334;2.2666666666666666;G32;361382.0243765429;379690.9174140543;127758.02134465231;359426.3652349101
2343;2.275;G32;313603.83762749564;329492.1185379271;110867.17954635236;311906.7354737142
2352;2.283333333333333;G32;360335.09199616715;378590.9437320176;127387.90329677983;358385.0984459093
2361;2.2916666666666665;G32;352530.6870755179;370391.1400220674;124628.84151955177;350622.92793316784
2370;2.3;G32;378703.996584912;397890.48207298573;133881.79271636403;376654.5976581893
2379;2.308333333333333;G32;356242.53833900206;374291.0468145213;125941.07826892112;354314.69209943584
2388;2.316666666666667;G32;367378.09177489753;385990.7668193629;129877.78839168392;365389.98424560163
2397;2.325;G32;367473.2672846785;386090.7642574935;129911.43542996996;365484.64470249345
2406;2.3333333333333335;G32;351674.1060692611;369491.16158881196;124326.01767359658;349770.98241058877
2415;2.341666666666667;G32;350817.5247084473;368591.1827830363;124023.19370229618;348919.03653537144
2424;2.35;G32;358717.1058479915;376890.98467615724;126815.90276850066;356775.8682102812
2433;2.3583333333333334;G32;365284.227014146;383790.8194552894;129137.55229593893;363307.4506675999
2442;2.3666666666666667;G32;363666.2408659704;382090.8603994291;128565.55176765978;361698.2204319719
2451;2.375;G32;361191.67300242395;379490.9221652731;127690.72714273504;359237.0439684883
2460;2.3833333333333333;G32;353672.79532023164;371591.1115147548;125032.60673105551;351758.85553169873
2469;2.3916666666666666;G32;347200.84966385807;364791.27417375316;122744.60424190327;345321.9335312717
2478;2.4;G32;354339.02495236945;372291.09469922906;125268.13637509341;352421.47978785593
2487;2.408333333333333;G32;354624.5518362694;372591.08738614083;125369.07761529674;352705.4615111695
2496;2.4166666666666665;G32;375182.4966955468;394190.57052931306;132636.85016891197;373152.15475834307
2505;2.425;G32;344250.4035422927;361691.3480039041;121701.54417485789;342387.45407805266
2514;2.433333333333333;G32;407922.92772565247;428589.74773188366;144211.4510185077;405715.4072933217
2523;2.441666666666667;G32;360620.6192346241;378890.9367914495;127488.84466232837;358669.0805218611
2532;2.45;G32;357003.94348092086;375091.02743712615;126210.25495124506;355071.97681248485
2541;2.4583333333333335;G32;356147.36247466406;374191.04900387063;125907.43110528986;354220.0312899058
2550;2.466666666666667;G32;356908.76797113987;374991.02999899554;126176.607912959;354977.31635559304
2559;2.475;G32;384224.1853706908;403690.34317008115;135833.3241959298;382144.9133265072
2568;2.4833333333333334;G32;389363.6721173456;409090.21451465436;137650.2675223514;387256.587167258
2577;2.4916666666666667;G32;349770.5926826285;367491.20947351964;123653.07577976887;347877.77009900886
2586;2.5;G32;377086.0100821794;396190.5226446053;133309.79206273967;375045.367069923
2595;2.5083333333333333;G32;333495.55285463517;350391.61849662504;117899.42245592967;331690.8044647305
2604;2.5166666666666666;G32;359288.15961579134;377490.9700499808;127017.78524890733;357343.8316569083
2613;2.525;G32;338539.863382395;355691.4916580274;119682.71849337482;336707.81714331295
2622;2.533333333333333;G32;353672.79532023164;371591.1115147548;125032.60673105551;351758.85553169873
2631;2.5416666666666665;G32;348723.66030225274;366391.23579148296;123282.9577318964;346836.503310008
2640;2.55;G32;384795.23949304764;404290.3289164249;136035.20680168166;382712.87712577265
2649;2.558333333333333;G32;360430.2678605051;378690.9415426682;127421.55046041106;358479.7592554393
2658;2.566666666666667;G32;351388.57883080415;369191.16852938005;124225.07630804804;349487.0003346369
2667;2.575;G32;372232.05128309544;391090.6451045042;131593.79035255697;370217.6760104006
2676;2.5833333333333335;G32;360049.5651122672;378290.9510451058;127286.96205657649;358101.11672259565
2685;2.591666666666667;G32;341775.8360333033;359091.41014226817;120826.71967527833;339926.2779672073
2694;2.6;G32;354814.9032103884;372791.0826349221;125436.37181721405;352894.7827775914
2703;2.6083333333333334;G32;358050.87621585367;376191.001491683;126580.37312446277;356113.243954124
2712;2.6166666666666667;G32;323977.9859214723;340391.8579201639;114534.71298679122;322224.742906831
2721;2.625;G32;363475.88913729443;381890.86477812775;128498.2574403973;361508.8988129118
2730;2.6333333333333333;G32;348818.83616659074;366491.23360213364;123316.60489552765;346931.1641195381
2739;2.6416666666666666;G32;346249.09279326326;363791.297929847;122408.13323231682;344375.3271991626
2748;2.65;G32;373183.80779913324;392090.62097589026;131930.26123679822;371164.2819898714
2757;2.658333333333333;G32;357765.34897739673;375891.0084322511;126479.43175891423;355829.2618781721
2766;2.6666666666666665;G32;376324.6049402605;395390.5420220004;133040.6153804157;374288.082356874
2775;2.675;G32;340348.2012592466;357591.4463351891;120322.01334891647;338506.3689980011
2784;2.683333333333333;G32;338063.98476981913;355191.5033498143;119514.482925909;336234.5138009393
2793;2.691666666666667;G32;381749.6182162583;401090.40568096534;134958.49982169544;379683.7375683001
2802;2.7;G32;352530.6870755179;370391.1400220674;124628.84151955177;350622.92793316784
2811;2.7083333333333335;G32;350627.1736888853;368391.18790677516;123955.89962572408;348729.7156215879
2820;2.716666666666667;G32;338730.214756514;355891.4869068087;119750.01269529213;336897.1384097348
2829;2.725;G32;352721.03844963684;370591.13527084864;124696.13572146907;350812.2491995896
2839;2.7333333333333334;G32;373278.98366347124;392190.61878654093;131963.9084004295;371258.94279940147
2849;2.7416666666666667;G32;343488.9984003739;360891.3673812993;121432.36749253394;341630.1693650037
2859;2.75;G32;341204.7822655034;358491.4247684446;120624.83719487167;339358.31452058017
2869;2.7583333333333333;G32;369947.83514822496;388690.7024916495;130786.26005489472;367945.82116597705
2879;2.7666666666666666;G32;363856.5918855323;382290.8552756902;128632.84584423187;361887.5413457554
2888;2.775;G32;347200.84930930106;364791.2738012331;122744.60411655808;345321.93317863345
2897;2.783333333333333;G32;351198.22745668516;368991.17328059877;124157.78210613075;349297.6790682151
2906;2.7916666666666665;G32;334161.782486773;351091.6016810993;118134.95209996757;332353.4287208877
2915;2.8;G32;357860.5248417347;375991.0062429017;126513.07892254546;355923.9226877021
2924;2.808333333333333;G32;357670.17346761574;375791.0109941205;126445.78472062817;355734.60142128036
2933;2.816666666666667;G32;344916.6331744306;362391.3311883784;121937.0738188958;343050.0783342099
2943;2.825;G32;390029.9017494835;409790.19769912865;137885.79716638933;387919.2114234153
2953;2.8333333333333335;G32;357574.99795783474;375691.01355598995;126412.13768234213;355639.94096438854
2963;2.841666666666667;G32;368044.3214070354;386690.75000383717;130113.31803572184;366052.6085017589
2973;2.85;G32;355481.1328425262;373491.06581939635;125671.90146125194;353557.4070337485
2983;2.8583333333333334;G32;329402.9988429131;346091.72120660864;116452.59730272576;327620.3977656188
2993;2.8666666666666667;G32;366902.21316232166;385490.77851114975;129709.5528242181;364916.680903228
3003;2.875;G32;365664.9297623839;384190.8099528519;129272.14069977352;363686.09320044355
3013;2.8833333333333333;G32;353196.9167076557;371091.12320654164;124864.37116358968;351285.552189325
3023;2.8916666666666666;G32;353101.74119787477;370991.12576841115;124830.72412530365;351190.8917324333
3033;2.9;G32;352435.5112111799;370291.14221141674;124595.19435592052;350528.2671236378
3043;2.908333333333333;G32;369567.1320454301;388290.7116215669;130651.67152571495;367567.17828049517
3052;2.9166666666666665;G32;348247.78204423387;365891.24785578996;123114.72228977577;346363.2003202726
3061;2.925;G32;335874.9444992866;352891.55854761024;118740.59979187798;334057.3197660458
3070;2.933333333333333;G32;347200.84930930106;364791.2738012331;122744.60411655808;345321.93317863345
3079;2.941666666666667;G32;360144.74062204815;378390.9484832363;127320.60909486254;358195.7771794874
3088;2.95;G32;367473.26763923554;386090.76463001355;129911.43555531517;365484.6450551317
3097;2.9583333333333335;G32;342251.71464587917;359591.3984504813;120994.95524274415;340399.581309581
3107;2.966666666666667;G32;320742.012916007;336991.939063403;113390.7116795425;319006.28173029836
3117;2.975;G32;345773.2145352444;363291.30999415397;122239.8977901962;343902.02420942724
3127;2.9833333333333334;G32;341966.18776197924;359291.4057635695;120894.01400254082;340115.59958626743
3137;2.9916666666666667;G32;364713.1728917891;383190.8337089457;128935.66969018706;362739.48686833447
3147;3.0;G32;373183.80779913324;392090.62097589026;131930.26123679822;371164.2819898714
3157;3.0083333333333333;G32;351103.0519469042;368891.1758424682;124124.13506784472;349203.0186113233
3167;3.0166666666666666;G32;350722.3491986663;368491.18534490577;123989.54666401012;348824.3760784797
3177;3.025;G32;353958.3222041316;371891.1042016666;125133.54797125884;352042.8372550123
3187;3.033333333333333;G32;355957.0111005451;373991.0537550894;125840.13690337258;354030.71002348396
3196;3.0416666666666665;G32;357955.70035151567;376091.00368103234;126546.7259608315;356018.5831445939
3205;3.05;G32;369471.9568902061;388190.7145559565;130618.0246127741;367472.51817624166
3214;3.058333333333333;G32;329117.47195901314;345791.72851969686;116351.65606252242;327336.41604230524
3223;3.066666666666667;G32;342251.71429132216;359591.3980779612;120994.95511739896;340399.5809569427
3232;3.075;G32;341014.4308913845;358291.4295196634;120557.54299295439;339168.99325415835
3241;3.0833333333333335;G32;346724.9710512822;364291.28586554003;122576.36867443746;344848.63018889807
3250;3.091666666666667;G32;350817.5250630043;368591.18315555644;124023.19382764139;348919.03688800975
3259;3.1;G32;354529.37632648845;372491.08994801034;125335.43057701072;352610.80105427775
3268;3.1083333333333334;G32;347771.90343165793;365391.2595475768;122946.48672230994;345889.8969778989
3277;3.1166666666666667;G32;334352.133860892;351291.5969298805;118202.24630188486;332542.74998730957
3286;3.125;G32;356528.065222902;374591.03950143314;126042.01950912445;354598.6738227494
3295;3.1333333333333333;G32;349580.24095395254;367291.21385221835;123585.7814525064;347688.44847994874
3304;3.1416666666666666;G32;371851.34853485756;390690.65460694174;131459.20194872242;369839.033477557
3313;3.15;G32;344535.93078074965;361991.341063336;121802.48554040643;342671.43615400454
3322;3.158333333333333;G32;346534.6196771632;364091.2906167588;122509.07447252015;344659.3089224762
3331;3.1666666666666665;G32;329783.701591151;346491.71170417115;116587.18570656034;327999.0402984625
3340;3.175;G32;329117.47160445614;345791.72814717673;116351.65593717722;327336.415689667
3349;3.183333333333333;G32;344821.4576646496;362291.3337502478;121903.42678060976;342955.4178773181
3358;3.191666666666667;G32;331020.9853456457;347791.68063498905;117024.5979563501;329229.62835388514
3367;3.2;G32;340633.72814314655;357891.4390221009;120422.9545891198;338790.3507213147
3376;3.2083333333333335;G32;338159.16063415713;355291.501160465;119548.13008954025;336329.1746104694
3385;3.216666666666667;G32;341299.9581298414;358591.4225790953;120658.48435850293;339452.97533011023
3395;3.225;G32;328831.9447205562;345491.73546026496;116250.71469697388;327052.43396635336
3404;3.2333333333333334;G32;347771.90343165793;365391.2595475768;122946.48672230994;345889.8969778989
3413;3.2416666666666667;G32;353767.9708300126;371691.1089528854;125066.25376934155;351853.5159885904
3422;3.25;G32;329117.47160445614;345791.72814717673;116351.65593717722;327336.415689667
3431;3.2583333333333333;G32;346724.9710512822;364291.28586554003;122576.36867443746;344848.63018889807
3440;3.2666666666666666;G32;346153.9172834823;363691.3004917165;122374.48619403079;344280.66674227087
3449;3.275;G32;341490.30914940336;358791.4174553564;120725.778435075;339642.29624389374
3458;3.283333333333333;G32;354434.20046215045;372391.09213735966;125301.78341337947;352516.1402447477
3467;3.2916666666666665;G32;349294.7140700526;366991.2211653066;123484.84021230307;347404.46675663517
3476;3.3;G32;333210.02597073524;350091.6258097132;117798.48121572634;331406.8227414169
3486;3.308333333333333;G32;346915.32242540113;364491.28111432126;122643.66287635475;345037.9514553198
3496;3.316666666666667;G32;333019.67459661624;349891.630560932;117731.18701380903;331217.50147499505
3505;3.325;G32;347391.20068342006;364991.2690500143;122811.89831847537;345511.25444505527
3514;3.3333333333333335;G32;349485.06579872855;367191.21678660787;123552.13453956554;347593.78837569524
3523;3.341666666666667;G32;340348.2012592466;357591.4463351891;120322.01334891647;338506.3689980011
3532;3.35;G32;342537.2415297791;359891.3911373931;121095.89648294749;340683.56303289457
3542;3.3583333333333334;G32;351103.0519469042;368891.1758424682;124124.13506784472;349203.0186113233
3552;3.3666666666666667;G32;347676.72756732;365291.26173692616;122912.83955867871;345795.2361683689
3562;3.375;G32;367853.97038747347;386490.75512757606;130046.02395914975;365863.2875879754
3572;3.3833333333333333;G32;352149.98468183697;369991.1498970251;124494.2532410624;350244.28575296246
3581;3.3916666666666666;G32;351674.1060692611;369491.16158881196;124326.01767359658;349770.98241058877
3590;3.4;G32;343298.64702625497;360691.3721325181;121365.07329061665;341440.8480985819
3599;3.408333333333333;G32;344440.7549164117;361891.3432526854;121768.8383767752;342576.77534447453
3608;3.4166666666666665;G32;355100.4300942883;373091.0753218339;125537.31305741738;353178.76450090494
3619;3.425;G32;337873.6333957002;354991.5081010331;119447.18872399173;336045.1925345175
3629;3.433333333333333;G32;354434.20046215045;372391.09213735966;125301.78341337947;352516.1402447477
3639;3.441666666666667;G32;352245.16019161796;370091.14733515563;124527.90027934844;350338.9462098542
3648;3.45;G32;355005.2545845073;372991.07788370334;125503.66601913133;353084.10404401313
3657;3.4583333333333335;G32;344250.4035422927;361691.3480039041;121701.54417485789;342387.45407805266
3666;3.466666666666667;G32;335494.2417510487;352491.5680500478;118606.01138804341;333678.6772332022
3676;3.475;G32;333019.67459661624;349891.630560932;117731.18701380903;331217.50147499505
3686;3.4833333333333334;G32;350246.4709406474;367991.19740921276;123821.31122188951;348351.0730887443
3696;3.4916666666666667;G32;358621.92998365354;376790.9868655066;126782.25560486944;356681.2074007512
3707;3.5;G32;349009.1871861527;366691.22847839474;123383.89897209973;347120.4850333216
3717;3.5083333333333333;G32;339491.6202529898;356691.4679019336;120019.18950296128;337654.4234754221
3727;3.5166666666666666;G32;349865.7685469665;367591.2072841704;123686.72294340012;347972.4309085389
3737;3.525;G32;337112.22825378133;354191.5274784282;119178.01204166775;335287.9078214685
3747;3.533333333333333;G32;350531.99782454735;368291.19009612454;123922.25246209285;348635.0548120579
3757;3.5416666666666665;G32;334352.133860892;351291.5969298805;118202.24630188486;332542.74998730957
3767;3.55;G32;341966.18776197924;359291.4057635695;120894.01400254082;340115.59958626743
3777;3.558333333333333;G32;357955.70035151567;376091.00368103234;126546.7259608315;356018.5831445939
3787;3.566666666666667;G32;343203.47116191697;360591.37432186736;121331.4261269854;341346.1872890518
3797;3.575;G32;344345.5794066307;361791.3458145548;121735.19133848914;342482.1148875827
3808;3.5833333333333335;G32;343013.11978779803;360391.3790730862;121264.13192506813;341156.86602263
3819;3.591666666666667;G32;341109.60675572243;358391.427330314;120591.19015658562;339263.65406368836
3830;3.6;G32;347581.552057539;365191.26429879555;122879.19252039267;345700.5757114771
3841;3.6083333333333334;G32;327785.0123401804;344391.76177822816;115880.59664910138;326011.1671773525
3852;3.6166666666666667;G32;354053.4977139125;371991.10163979715;125167.19500954488;352137.49771190406
3863;3.625;G32;335874.9444992866;352891.55854761024;118740.59979187798;334057.3197660458
3874;3.6333333333333333;G32;338444.6878726141;355591.4942198969;119649.0714550888;336613.15668642125
3886;3.6416666666666666;G32;347391.20068342006;364991.2690500143;122811.89831847537;345511.25444505527
3898;3.65;G32;344535.93078074965;361991.341063336;121802.48554040643;342671.43615400454
3910;3.658333333333333;G32;331211.3367197647;347991.67588377034;117091.89215826741;329418.94962030696
3922;3.6666666666666665;G32;336160.47173774353;353191.55160704214;118841.5411574265;334341.30184199766
3934;3.675;G32;332258.26910014043;349091.649565807;117462.01020613988;330460.2164093078
