;id;epoch;svs;Ispb;Vtec;Vtec2;Vtec3
8095;13443;42420;G07;110023.0761583503;115597.23479702765;106133.30646475076;47149.116697072655
8096;13446;42420;G30;448372.5881666264;471088.7312062738;432520.7672051656;192144.88652190167
8097;13447;42450;G27;353863.1463397936;371791.1063910159;341352.6240895952;151643.95837792574
8098;13450;42450;G04;335399.0662412677;352391.57061191724;323541.3254047073;143731.39041794126
8099;13451;42450;G07;116114.31906648594;121997.0816404668;112009.19880382653;49759.44839051265
8100;13454;42450;G30;452465.1418237914;475388.62812377006;436468.6322048152;193898.7030548351
8101;13455;42480;G27;373945.212941052;392890.60159849504;360724.7067785879;160249.89573908775
8102;13458;42480;G04;323787.6345473533;340191.8626713826;312340.4057295378;138755.4456700548
8103;13459;42480;G07;111355.53577718302;116997.20153849629;107418.6581383755;47720.12685472413
8104;13462;42480;G30;460269.5470989977;483588.4322062404;443997.119552837;197243.19066525556
8105;13463;42510;G27;367949.1458972544;386590.75256570656;354940.62544435344;157680.35056145067
8106;13466;42510;G04;290761.67627879075;305492.6924093801;280482.0513497289;124602.5532514135
8107;13467;42510;G07;112021.76505476383;117697.1843504504;108061.33346215491;48005.63170563791
8108;13471;42510;G30;416774.26538123447;437889.52549639065;402039.5755038228;178603.79077671477
8109;13472;42540;G27;368425.0245098304;387090.7408739198;355399.67978451616;157884.28283658257
8110;13475;42540;G04;313984.5403757335;329892.1090354896;302883.8913841118;134554.44305106907
8111;13476;42540;G07;111831.4140352019;117497.1894741893;107877.7121365162;47924.05897791473
8112;13480;42540;G30;412015.4817373745;432889.6450219;397449.03449634975;176564.46908898494
8113;13481;42570;G27;383082.077480534;402490.37204991386;369538.54545821255;164165.39335521837
8114;13484;42570;G04;314936.2968917713;330892.0849068756;303801.99938039324;134962.30729745026
8115;13485;42570;G07;113354.22467359656;119097.15109191906;109346.68513577964;48576.64186328939
8116;13488;42570;G30;450847.1556756158;473688.66906790977;434907.8485427324;193205.33380559884
8117;13490;42600;G27;355861.8355907641;373891.05631695886;343280.6514290213;152500.4735384323
8118;13494;42600;G04;313127.9590149197;328992.1302297139;302057.5937086278;134187.36501660818
8119;13495;42600;G07;115448.08943434808;121297.09845599251;111366.52313802512;49473.94338765756
8120;13498;42600;G30;419344.0084000049;440589.46079615713;404518.46750420897;179705.02442427352
8121;13499;42630;G27;400118.5228050032;420389.9440219336;385972.6821486784;171466.16494563108
8122;13502;42630;G04;322645.5263026396;338991.8911786952;311238.6757235737;138266.0083920678
8123;13503;42630;G07;107929.21139759876;113397.28743295417;104113.46846250528;46251.8151727045
8124;13506;42630;G30;464647.6283491767;488188.3225556886;448220.4175670106;199119.36674559768
8125;13507;42660;G27;332543.7959840404;349391.64225271886;320787.0007318191;142507.79737491513
8126;13510;42660;G04;311414.7970024061;327192.1733632029;300404.99904170365;133453.209251569
8127;13511;42660;G07;133436.29127485506;140196.6462993982;128718.76782477237;57182.57922445142
8128;13514;42660;G30;415917.68437497766;436989.54706313513;401213.2781703607;178236.71289419517
8129;13515;42690;G27;357860.52448717767;375991.0058703816;345208.6784264255;153356.98854699754
8130;13518;42690;G04;281434.4603651898;295692.92670918006;271484.59100244363;120605.48275561836
8131;13519;42690;G07;111736.23817086392;117397.19166353862;107785.90113167488;47883.27246211182
8132;13522;42690;G30;495579.7211478738;520687.5447085775;478058.9332605301;212374.9573359882
8133;13524;42720;G27;362714.4839953756;381090.8841555229;349891.03043873975;155437.09675053024
8134;13527;42720;G04;307702.94609347894;323292.2669432692;296824.3773773754;131862.53847796458
8135;13528;42720;G07;106025.6980109662;111397.33531766194;102277.2521279205;45436.08652800084
8136;13531;42720;G30;419058.48151610495;440289.46810924535;404243.0351737289;179582.66518074743
8137;13533;42750;G27;385651.8208538615;405190.30772220046;372017.4378006207;165266.62715471844
8138;13536;42750;G04;248694.0296896412;261293.7498791296;239901.66963715875;106574.94988438576
8139;13537;42750;G07;109452.02203599345;114997.24905068392;105582.44146176871;46904.39805807917
8140;13540;42750;G30;404782.1305845252;425289.8266857735;390471.41215131;173464.70011755798
8141;13542;42780;G27;369471.9565356491;388190.7141834364;356409.59844361694;158332.93344682534
8142;13545;42780;G04;255737.0291138146;268693.57259395486;246695.66997251596;109593.14582420696
8143;13546;42780;G07;110689.30614504516;116297.218354022;106775.9824725741;47434.62185186905
8144;13549;42780;G30;435714.2240923362;457789.04958370246;420309.92852887337;186720.2910118311
8145;13550;42810;G27;382796.5505966341;402190.3793630021;369263.1131277325;164043.0341116923
8146;13553;42810;G04;270203.73106495634;283893.2088936878;260650.9143205736;115792.68361511956
8147;13554;42810;G07;116590.19767906184;122497.06994867994;112468.25314398918;49963.38066564454
8148;13557;42810;G30;424388.3189277648;445889.3339575596;409384.440842162;181866.70535552944
8149;13558;42840;G27;358146.0517256346;376290.9989298135;345484.11109892745;153479.34794246496
8150;13561;42840;G04;288096.75739568233;302692.75929896295;277911.34834450146;123460.53308805184
8151;13562;42840;G07;118779.23794959436;124797.01475088396;114579.90180905402;50901.46855387429
8152;13565;42840;G30;423912.44066974585;445389.34602186654;408925.38684402127;181662.77323233883
8153;13567;42870;G27;354243.8490880315;372191.0968885784;341719.8674249166;151807.10413725473
8154;13570;42870;G04;262304.15027996915;275593.407373087;253030.6163097324;112407.40964083752
8155;13571;42870;G07;126298.11598634363;132696.82577392232;121832.95648457384;54123.59676882735
8156;13573;42870;G30;435999.7509762361;458089.04227061424;420585.3608593534;186842.6502553572
8157;13575;42900;G27;329593.350217032;346291.71645538986;317940.8653961116;141243.41796802738
8158;13578;42900;G04;252881.75921114424;265693.64460727654;243941.34564164968;108369.5529331221
8159;13579;42900;G07;98887.5227224548;103897.51479218603;95391.44078772198;42377.10407237676
8160;13581;42900;G30;437237.03473073087;459389.01120143227;421778.9015281368;187372.87389720575
8161;13583;42930;G27;327023.6071982616;343591.7811556234;315461.97339572536;140142.18432046863
8162;13586;42930;G04;256783.9614941904;269793.54627599154;247705.58897363863;110041.79658639102
8163;13587;42930;G07;109356.84652621244;114897.25161255336;105490.63079894937;46863.611694217565
8164;13589;42930;G30;429147.1025716247;450889.2144320502;413974.98184963496;183906.02704325924
8165;13591;42960;G27;364142.1191239893;382590.8483351221;351268.1927751838;156048.89327204332
8166;13594;42960;G04;276770.85258566786;290793.0440453401;266985.860999812;118606.94758369144
8167;13595;42960;G07;118588.88657547538;124597.01950210272;114396.28014139332;50819.895674209794
8168;13597;42960;G30;419439.1842643429;440689.4586068078;404610.2785090503;179745.81094007642
8169;13599;42990;G27;296472.21643868845;311492.5487552568;285990.7003534833;127049.7391855245
8170;13602;42990;G04;287430.52776354447;301992.77611448866;277268.6726787;123175.02808519675
8171;13603;42990;G07;112021.76540932084;117697.18472297052;108061.33380417687;48005.63185757922
8172;13606;42990;G30;417250.1436392533;438389.51343208365;402498.6295019634;178807.72289990535
8173;13608;43020;G27;336826.7010153244;353891.5344189963;324918.48739912943;144343.18678751303
8174;13611;43020;G04;248979.5565735411;261593.7425660414;240177.1019676388;106697.30912791188
8175;13612;43020;G07;116209.49493082392;122097.07945111746;112101.00980866782;49800.23490631554
8176;13615;43020;G30;407447.0494676336;428089.7597961906;393042.1151565375;174606.72028091963
8177;13617;43050;G27;319599.9046712933;335791.9675707156;308300.7293830249;136960.84246937715
8178;13620;43050;G04;279816.4742170142;293992.96765331976;269923.8073403609;119912.11350638211
8179;13621;43050;G07;116019.14355670496;121897.08420233623;111917.38814100716;49718.66202665104
8180;13623;43050;G30;451132.6829140728;473988.66212734167;435183.2812152344;193327.69320106623
8181;13625;43080;G27;350722.3491986663;368491.18534490577;338322.867086227;150298.00609137348
8182;13628;43080;G04;272583.1230641648;286393.1493171932;262946.18499532103;116812.34453495512
8183;13629;43080;G07;115352.91392456712;121197.10101786196;111274.71247520576;49433.15702379596
8184;13631;43080;G30;412396.1844856125;433289.63551946246;397816.2778316711;176727.61484831394
8185;13633;43110;G27;367949.1458972544;386590.75256570656;354940.62544435344;157680.35056145067
8186;13636;43110;G04;270013.3800453944;283693.2140174267;260467.2929949349;115711.1108873964
8187;13637;43110;G07;126583.6432248006;132996.81883335422;122108.38915707584;54245.956164294745
8188;13639;43110;G30;446088.37238631287;468688.78896593925;430317.3078772814;191166.0122698103
8189;13641;43140;G27;367187.7404007786;385790.77157058165;354206.1387737108;157354.05904279268
8190;13644;43140;G04;355385.95733274525;373391.06838126585;342821.59743088065;152296.5414152417
8191;13645;43140;G07;108785.7927584126;114297.2662387298;104939.7661379893;46618.89320716538
8192;13647;43140;G30;450085.75017914;472888.6880727848;434173.3618720897;192879.0422869408
8193;13649;43170;G27;364617.9973820082;383090.8362708152;351727.2467733246;156252.82539523393
8194;13652;43170;G04;155326.69610752215;163196.09655655915;149835.25652755244;66563.45901839682
8195;13653;43170;G07;116399.84630494288;122297.0746998987;112284.6314763285;49881.80778598004
8196;13655;43170;G30;465980.0872588954;489588.288552117;449505.7685565914;199690.37659936651
8197;13657;43200;G27;347581.552412096;365191.2646713157;335293.11042488075;148952.05395676254
8198;13660;43200;G04;258877.8262549419;271993.493640065;249725.42697588413;110939.0981107592
8199;13661;43200;G07;126107.7646122247;132496.8305251411;121649.33481691318;54042.02388916285
8200;13663;43200;G30;441519.9397620149;463888.9033677097;425910.3881954471;189208.2633098037
8201;13665;43230;G27;360906.146118524;379190.9294783613;348146.6247669744;154662.1544696882
8202;13668;43230;G04;323882.8100571343;340291.8601095132;312432.21639235714;138796.23203391637
8203;13669;43230;G07;108119.56277171773;113597.2826817354;104297.09013016596;46333.38805236899
8204;13671;43230;G30;458651.5609508221;481888.4731503801;442436.33589075424;196549.8214160193
8205;13673;43260;G27;356432.889713121;374491.04206330254;343831.5164320033;152745.19217742578
8206;13676;43260;G04;404020.7254426063;424489.8460631686;389736.9258226892;173138.40875084128
8207;13677;43260;G07;99173.04960635476;104197.50747909784;95666.87311820204;42499.46331590286
8208;13680;43260;G30;433810.7107057037;455789.0974684103;418473.71219428856;185904.56236712745
8209;13682;43290;G27;382415.84784839617;401790.3888654396;368895.8697924111;163879.88835236328
8210;13685;43290;G04;364427.6460078892;382890.8410220339;351543.6251056639;156171.25251556942
8211;13686;43290;G07;113449.40053793456;119197.14890256977;109438.49614062096;48617.4283790923
8212;13689;43290;G30;431240.9676869332;453089.1621686438;415994.8201939024;184803.3287195687
8213;13691;43320;G27;385746.9967181994;405290.3055328512;372109.2488054619;165307.41367052132
8214;13694;43320;G04;334637.6610993489;351591.58998931246;322806.83907608653;143405.0990512246
8215;13695;43320;G07;108214.7382814987;113697.28011986596;104388.90079298533;46374.17441623058
8216;13698;43320;G30;397263.25290233287;417390.0160352552;383218.3578178121;170242.57205454624
8217;13700;43350;G27;362524.13262125663;380890.8889067417;349707.4087710791;155355.52387086576
8218;13703;43350;G04;287049.8250153066;301592.7856169262;276901.4293433787;123011.88232586776
8219;13704;43350;G07;106216.04938508516;111597.33056644318;102460.87379558117;45517.65940766533
8220;13707;43350;G30;442186.1693941528;464588.886552184;426553.06386124855;189493.7683126588
8221;13709;43380;G27;346439.44416738226;363991.29317862826;334191.3804189167;148462.61667877558
8222;13712;43380;G04;332734.1473581593;349591.6375015;320970.62239947973;142589.3702545796
8223;13713;43380;G07;93176.98220800007;97897.65807378924;89882.79144194564;39929.91798632447
8224;13716;43380;G30;428766.3998233868;450489.2239344877;413607.7385143136;183742.8812839302
8225;13718;43410;G27;318267.44540701754;334392.001201767;307015.37805142207;136389.83246366697
8226;13721;43410;G04;403830.3740684874;424289.8508143874;389553.3041550285;173056.8358711768
8227;13722;43410;G07;92510.75257586224;97197.674889315;89240.11577614424;39644.41298346938
8228;13725;43410;G30;398215.0094183706;418389.9919066412;384136.4658140935;170650.4363009274
8229;13727;43440;G27;356528.065222902;374591.03950143314;343923.3270948227;152785.9785412874
8230;13730;43440;G04;334637.6607447919;351591.58961679233;322806.8387340646;143405.0988992833
8231;13731;43440;G07;106406.40075920412;111797.3258152244;102644.49546324182;45599.23228732983
8232;13734;43440;G30;458366.03371236514;481588.4800909481;442160.9032182522;196427.4620205519
8233;13736;43470;G27;374230.740179509;393190.5946579269;361000.1394510899;160372.25513455513
8234;13739;43470;G04;380417.1589519826;399690.4393120168;366967.842795007;163023.37334379804
8235;13740;43470;G07;95080.49594918966;99897.61056160158;91719.0081185524;40745.64678296943
8236;13743;43470;G30;425625.60268225946;447189.3028883775;410577.98151094536;182396.928997378
8237;13745;43500;G27;365855.28113650286;384390.8052016331;352920.787442108;156783.0490370825
8238;13748;43500;G04;339586.7957627708;356791.4653400642;327581.0014091983;145525.9934666776
8239;13749;43500;G07;106501.5762689851;111897.32325335496;102736.3061260612;45640.01865119142
8240;13752;43500;G30;461126.1281052545;484488.4106394958;444823.4168862991;197610.26854777517
8241;13754;43530;G27;347486.376547758;365091.266860665;335201.2994200394;148911.26744095964
8242;13757;43530;G04;420295.7649160427;441589.4366675432;405436.5755004904;180112.8886706547
8243;13758;43530;G07;98316.46860009793;103297.52904584234;94840.57578473997;42132.38543338327
8244;13761;43530;G30;407066.34671939566;427689.76929862815;392674.8718212161;174443.57452159064
8245;13763;43560;G27;353672.79532023164;371591.1115147548;341169.0027639565;151562.38565020254
8246;13766;43560;G04;426672.53506263526;448289.2765704143;411587.9005120681;182845.57975956207
8247;13767;43560;G07;106977.454881561;112397.31156156812;103195.36046622384;45843.95092632331
8248;13770;43560;G30;463981.39836248185;487488.3389986942;447577.7415591873;198833.86159080127
8249;13772;43590;G27;331687.21533234057;348491.66419198347;319960.703740379;142140.71964433684
8250;13775;43590;G04;245743.58392263285;258193.82408180065;237055.5343014512;105310.57047749804
8251;13776;43590;G07;110594.13028070718;116197.22054337134;106684.17146773278;47393.83533606614
8252;13779;43590;G30;436856.3319824929;458989.02070386976;421411.6581928154;187209.7281378768
8253;13781;43620;G27;352054.808462942;369891.1517138542;339608.2184178298;150869.01609708366
8254;13784;43620;G04;374040.3888053901;392990.59940914577;360816.5177834293;160290.68225489065
8255;13785;43620;G07;105740.17077250929;111097.34225823004;102001.8194554185;45313.72713253344
8256;13788;43620;G30;453987.9528167431;476988.59011402;437937.6055461007;194551.28609215107
8257;13790;43650;G27;322835.8773222016;339191.88605495635;311422.2970492125;138347.58111979102
8258;13793;43650;G04;374421.091553628;393390.5899067082;361183.7611187506;160453.82801421965
8259;13794;43650;G07;113830.10328617244;119597.1394001322;109805.7394759423;48780.57413842129
8260;13797;43650;G30;411254.0762408987;432089.6640267751;396714.5478257071;176238.17757032695
8261;13799;43680;G27;357384.6462291588;375491.0179346886;344749.6244282848;153153.05642380696
8262;13802;43680;G04;406875.9953452767;427489.7740498469;392491.2501535554;174362.00164192612
8263;13803;43680;G07;103741.48187609571;108997.39270480724;100073.79245801432;44457.21212396817
8264;13805;43680;G30;453892.7773069621;476888.5926758894;437845.7948832812;194510.49972828943
8265;13807;43710;G27;343584.1742647119;360991.36519195;331437.0560880505;147239.02378769073
8266;13810;43710;G04;427053.23781087314;448689.2670679767;411955.14384738944;183008.72551889103
8267;13811;43710;G07;116970.90007274276;122897.06007372228;112835.49613728856;50126.52627303223
8268;13813;43710;G30;434857.6427315224;456889.0707779269;419483.6308533893;186353.21297737025
8269;13815;43740;G27;297709.5005477402;312792.5180585949;287184.2413642887;127579.96297931438
8270;13818;43740;G04;342727.5929038981;360091.3863861744;330610.75841256644;146871.94575322984
8271;13819;43740;G07;106216.04938508516;111597.33056644318;102460.87379558117;45517.65940766533
8272;13821;43740;G30;417726.0222518293;438889.5017402968;402957.68384212616;179011.65517503725
8273;13823;43770;G27;334256.958351111;351191.59949174995;322439.5957407652;143241.9532918956
8274;13827;43770;G04;317506.03991054173;333592.0202066421;306280.8913807794;136063.540945009
8275;13828;43770;G07;112497.64366733975;118197.17265866356;108520.3878023176;48209.56398076981
8276;13830;43770;G30;417345.31950359134;438489.5112427343;402590.4405068048;178848.50941570825
8277;13832;43800;G27;373850.0374312711;392790.6041603645;360632.8961157686;160209.10937522617
8278;13836;43800;G04;346534.6200317202;364091.2909892789;334283.191423758;148503.40319457845
8279;13837;43800;G07;116304.6707951619;122197.07726176817;112192.82081350914;49841.02142211844
8280;13839;43800;G30;428956.75119750574;450689.21918326896;413791.3601819743;183824.45416359472
8281;13841;43830;G27;375087.3215403228;394090.5734637026;361826.4371265739;160739.33316901603
8282;13845;43830;G04;390886.4827557403;410690.17613238416;377067.0328062344;167509.88096563885
8283;13846;43830;G07;115162.56255044816;120997.10576908074;111091.09080754509;49351.58414413146
8284;13849;43830;G30;405258.00919710106;425789.8149939866;390930.4664914727;173668.63239268988
8285;13851;43860;G27;369947.83514822496;388690.7024916495;356868.65278377954;158536.86572195723
8286;13855;43860;G04;274486.6364507974;288393.10143248545;264782.40132990584;117628.0731796588
8287;13856;43860;G07;116875.72456296175;122797.06263559172;112743.6854744692;50085.73990917063
8288;13859;43860;G30;412872.0627436313;433789.62345515547;398275.3318298118;176931.54697150452
8289;13861;43890;G27;334066.60662243504;350991.6038704486;322255.9737310826;143160.3802602898
8290;13865;43890;G04;361096.49749264296;379390.9247271425;348330.246434635;154743.7273493527
8291;13866;43890;G07;139146.83143475276;146196.5026452749;134227.41682852674;59629.76515856241
8292;13868;43890;G30;418297.07601962914;439489.4871141205;403508.5485030862;179256.37366208943
8293;13870;43920;G27;331116.1612099837;347891.6784456397;319409.838737397;141896.00100534337
8294;13874;43920;G04;298470.905689659;313592.4986811997;287918.7276929095;127906.25434603106
8295;13875;43920;G07;142192.4530660991;149396.42625325453;137165.3631690756;60934.93108125306
8296;13877;43920;G30;399737.8200567653;419989.953524371;385605.438813357;171303.01918630206
8297;13879;43950;G27;344060.0521681738;361491.3527551229;331896.1097441692;147442.95575894
8298;13883;43950;G04;334256.957996554;351191.5991192298;322439.59539874323;143241.95313995428
8299;13884;43950;G07;126298.11598634363;132696.82577392232;121832.95648457384;54123.59676882735
8300;13887;43950;G30;433525.1838218037;455489.1047814985;418198.2798638085;185782.20312360136
8301;13889;43980;G27;298280.55431554007;313392.5034324185;287735.1060252488;127824.68146636656
8302;13893;43980;G04;250502.36721193575;263193.7041837712;241646.07496690223;107349.89201328656
8303;13894;43980;G07;120111.69721387004;126196.98111983248;115865.2531406568;51472.47855958447
8304;13897;43980;G30;430669.9135645764;452489.1764223001;415443.9551909204;184558.6100805752
8305;13899;44010;G27;307988.47262282186;323592.25925766083;297099.80936583347;131984.8975695494
8306;13903;44010;G04;334637.6607447919;351591.58961679233;322806.8387340646;143405.0988992833
8307;13904;44010;G07;114401.15705397232;120197.1247739558;110356.6041369024;49025.29262547347
8308;13907;44010;G30;410683.0221185418;431489.67828043137;396163.682822725;175993.45893133347
8309;13909;44040;G27;295996.3381806696;310992.5608195638;285531.64635534264;126845.8070623339
8310;13913;44040;G04;202914.5314824505;213194.9001839051;195740.6655762164;86956.67543987103
8311;13914;44040;G07;118588.88657547538;124597.01950210272;114396.28014139332;50819.895674209794
8312;13917;44040;G30;416869.44089101546;437989.5229345212;402131.3861666421;178644.57714057635
8313;13919;44070;G27;380036.4562037447;399290.4488144543;366600.5994596856;162860.22758446904
8314;13923;44070;G04;194253.5455555444;204095.11804069945;187385.8812367544;83245.11009887229
8315;13924;44070;G07;119255.11656217024;125297.0030590971;115038.95614921668;51105.40082900619
8316;13927;44070;G30;422389.62967679417;443789.3840316166;407456.41350273584;181010.19019502285
8317;13929;44100;G27;380702.68583588256;399990.4319989286;367243.275125487;163145.73258732414
8318;13933;44100;G04;211099.63950589465;221794.69476393785;203636.39625955955;90464.30880962047
8319;13934;44100;G07;113354.22467359656;119097.15109191906;109346.68513577964;48576.64186328939
8320;13937;44100;G30;408303.6304738904;428989.7382294461;393868.4124899996;174973.7981634392
8321;13939;44130;G27;404115.9009523873;424589.8435012992;389828.7364855086;173179.1951147029
8322;13943;44130;G04;257640.5425004472;270693.52470924705;248531.8863071007;110408.8744689106
8323;13944;44130;G07;124489.77810949204;130796.87109676065;120088.5508128084;53348.65448798528
8324;13947;44130;G30;455130.06106145686;478188.56160670734;439039.3355520647;195040.7233701381
8325;13949;44160;G27;324168.33694103424;340591.852796425;312707.6487228372;138918.5912774425
8326;13953;44160;G04;434381.7644735035;456389.0828422339;419024.5768552487;186149.28085417964
8327;13954;44160;G07;124775.304993392;131096.86378367245;120363.98314328844;53471.01373151138
8328;13957;44160;G30;430098.8594422195;451889.1906759564;414893.0901879384;184313.8914415817
8329;13959;44190;G27;342822.76841367903;360191.3838243049;330702.5690753858;146912.73211709142
8330;13963;44190;G04;308845.0539836357;324492.23806343647;297926.10704131745;132351.97560401025
8331;13964;44190;G07;116209.49493082392;122097.07945111746;112101.00980866782;49800.23490631554
8332;13967;44190;G30;435523.87236366025;457589.0539624011;420126.3065191907;186638.7179802253
8333;13969;44220;G27;374421.091553628;393390.5899067082;361183.7611187506;160453.82801421965
8334;13973;44220;G04;321313.0666838069;337591.9244372265;309953.324049949;137694.99823441633
8335;13974;44220;G07;107358.1572752419;112797.30168661046;103562.60345952323;46007.096533711
8336;13977;44220;G30;423341.386547389;444789.3602755228;408374.5218410392;181418.05459334527
8337;13979;44250;G27;311700.323886306;327492.1660501147;300680.43137218367;133575.5684950951
8338;13983;44250;G04;317030.16165252286;333092.0322709491;305821.8373826387;135859.60882181843
8339;13984;44250;G07;125536.71048986782;131896.8447787974;121098.46981393117;53797.30525016937
8340;13987;44250;G30;420581.2921544996;441889.4297269751;405712.0081729924;180235.2480661221
8341;13989;44280;G27;319599.9046712933;335791.9675707156;308300.7293830249;136960.84246937715
8342;13993;44280;G04;223948.35459974676;235294.3712627703;216030.85626149047;95970.47704741424
8343;13994;44280;G07;105835.34663684724;111197.3400688807;102093.6304602598;45354.51364833633
8344;13997;44280;G30;420486.1166447186;441789.43228884455;405620.197510173;180194.46170226048
8345;13999;44310;G27;329117.47160445614;345791.72814717673;317481.8110559489;141039.48569289548
8346;14003;44310;G04;286383.5953831687;300892.802432452;276258.7536775773;122726.37732301268
8347;14004;44310;G07;92130.05018218132;96797.68476427264;88872.87278284485;39481.26737608169
8348;14007;44310;G30;406780.8198354957;427389.7766117164;392399.4394907361;174321.21527806454
8349;14009;44340;G27;316363.932020385;332392.0490864748;305179.1617168373;135574.1038189633
8350;14013;44340;G04;214716.3145504838;225594.6033732209;207125.2069190465;92014.193067422
8351;14014;44340;G07;99839.2792384926;104897.4906635721;96309.5487840034;42784.96831875794
8352;14017;44340;G30;437903.2643628688;460088.99438590655;422421.5771939382;187658.37890006087
8353;14019;44370;G27;375563.1997983417;394590.5613993957;362285.49112471467;160943.26529220663
8354;14023;44370;G04;295710.81129676965;310692.568132652;285256.2140248626;126723.44781880782
8355;14024;44370;G07;98316.46860009793;103297.52904584234;94840.57578473997;42132.38543338327
8356;14027;44370;G30;427624.29193323;449289.2528143204;412506.00885037147;183253.4441578845
8357;14029;44400;G27;372803.1050508953;391690.6304783277;359622.97711464576;159760.45861304205
8358;14033;44400;G04;310843.7428800492;326592.1876168593;299854.1340387216;133208.49061257552
8359;14034;44400;G07;99173.04960635476;104197.50747909784;95666.87311820204;42499.46331590286
8360;14038;44400;G30;417154.9681294724;438289.5159939532;402406.81883914414;178766.93653604377
8361;14040;44430;G27;401546.1579336169;421889.90820153273;387349.8444851224;172077.96146714414
8362;14044;44430;G04;249931.3134441359;262593.7188099476;241095.21030594216;107105.17352623436
8363;14045;44430;G07;110974.8330289451;116597.2110409338;107051.41480305414;47556.98109539514
8364;14048;44430;G30;416869.44089101546;437989.5229345212;402131.3861666421;178644.57714057635
8365;14050;44460;G27;387936.036988732;407590.2503350552;374220.8974705268;166245.5015587511
8366;14054;44460;G04;299232.3111861348;314392.47967632464;288653.21436355216;128232.54586468903
8367;14055;44460;G07;92225.2256919623;96897.6822024032;88964.68344566421;39522.05373994329
8368;14058;44460;G30;412776.88687929336;433689.6256445049;398183.52082497056;176890.76045570165
8369;14060;44490;G27;352625.86293985584;370491.1378327181;340159.08376283373;151113.73488801843
8370;14064;44490;G04;267253.285297948;280793.2830963589;257804.778984866;114528.30420823184
8371;14065;44490;G07;109547.1975457744;115097.24648881448;105674.25212458808;46945.184421940765
8372;14068;44490;G30;428195.3460555869;449889.2385606641;413056.8738533535;183498.16279687805
8373;14070;44520;G27;329117.47195901314;345791.72851969686;317481.8113979709;141039.4858448368
8374;14074;44520;G04;200915.8422314799;211094.9502579622;193812.63823679023;86100.16027936447
8375;14075;44520;G07;104122.18462433363;109397.38320236972;100441.03579333569;44620.35788329717
8376;14078;44520;G30;420390.9411349376;441689.43485071394;405528.3868473536;180153.6753383989
8377;14080;44550;G27;327404.30994649953;343991.7716531859;315829.21673104673;140305.33007979763
8378;14084;44550;G04;219855.80094258164;230994.474345274;212082.99126184083;94216.6605144808
8379;14085;44550;G07;97079.18484560322;101997.5601150244;93647.03511595656;41602.1617915347
8380;14088;44550;G30;412491.35999539343;433389.6329575931;397908.0884944905;176768.40121217555
8381;14090;44580;G27;341014.4308913845;358291.4295196634;328958.16374564235;146137.78998819066
8382;14094;44580;G04;148854.7500965916;156396.2588430374;143592.1205111334;63789.98141368654
8383;14095;44580;G07;104407.71186279056;109697.37626180162;100716.46846583768;44742.71727876456
8384;14098;44580;G30;407637.4008417525;428289.7550449719;393225.73682419816;174688.29316058414
8385;14100;44610;G27;327023.6071982616;343591.7811556234;315461.97339572536;140142.18432046863
8386;14104;44610;G04;224709.7604507796;236094.35263041532;216765.34327415517;96296.76871801353
8387;14105;44610;G07;97745.41447774104;102697.54329949863;94289.71078175794;41887.66679438978
8388;14108;44610;G30;424293.1434179838;445789.336519429;409292.6301793426;181825.91899166783
8389;14110;44640;G27;298566.08119944;313692.4961193303;288010.53835572884;127947.04070989264
8390;14114;44640;G04;157610.91188783562;165596.0387968937;152038.71585543663;67542.33327048818
8391;14115;44640;G07;97935.76620641704;102897.5389208;94473.33279144057;41969.23982599559
8392;14118;44640;G30;409540.9145829421;430289.7075327842;395061.9535008049;175504.0219572291
8393;14120;44670;G27;413252.7654918693;434189.613952718;398642.5751651332;177094.6927308335
8394;14124;44670;G04;341014.4308913845;358291.4295196634;328958.16374564235;146137.78998819066
8395;14125;44670;G07;115543.26529868606;121397.0962666432;111458.33414286644;49514.72990346045
8396;14128;44670;G30;419439.1842643429;440689.4586068078;404610.2785090503;179745.81094007642
8397;14130;44700;G27;299137.1353217969;314292.481865674;288561.4033587109;128191.75934888616
8398;14135;44700;G07;105644.99526272828;110997.34482009948;101910.00879259914;45272.94076867184
8399;14138;44700;G30;405258.0088425441;425789.8146214665;390930.4661494507;173668.6322407486
8400;14140;44730;G27;330069.22847505094;346791.7043910829;318399.9193942523;141447.350091218
8401;14145;44730;G07;96412.95521346536;101297.57693055012;93004.35945015516;41316.65678867961
8402;14148;44730;G30;406400.1170872578;426989.78611415386;392032.19615541474;174158.06951873554
8403;14150;44760;G27;347581.552057539;365191.2642987956;335293.1100828588;148952.05380482125
8404;14154;44760;G07;118969.5893237133;124997.0099996652;114763.52347671468;50983.04143353879
8405;14157;44760;G30;411063.7252213368;431889.669150514;396530.9265000684;176156.60484260376
8406;14159;44790;G27;370994.76717404375;389790.67580116616;357878.5714428804;158985.5163322
8407;14163;44790;G07;103836.6573858767;109097.3901429378;100165.6031208337;44497.99848782977
8408;14166;44790;G30;415727.3330008587;436789.5518143539;401029.65650270006;178155.14001453068
8409;14168;44820;G27;338444.6878726141;355591.4942198969;326479.27174525615;145036.5563406319
8410;14172;44820;G07;108309.9141458367;113797.27793051663;104480.71179782665;46414.960932033486
8411;14175;44820;G30;409731.265602504;430489.7024090453;395245.5748264436;175585.5946849523
8412;14177;44850;G27;365093.8756400271;383590.8242065082;352186.3007714653;156456.7575184245
8413;14181;44850;G07;117446.77833076163;123397.04800941532;113294.55013542928;50330.45839622281
