;id;epoch;svs;Ispb;Vtec;Vtec2;Vtec3
90;978;3300;G27;430765.0890743573;452589.1738604306;415535.7658537397;184599.3964444368
91;986;3330;G27;335113.5393573678;352091.57792500546;323265.89307422726;143609.03117441517
92;995;3360;G27;372803.1050508953;391690.6304783277;359622.97711464576;159760.45861304205
93;1003;3390;G27;364142.1191239893;382590.8483351221;351268.1927751838;156048.89327204332
94;1011;3420;G27;366235.9835301838;384790.79532667546;353288.03043540736;156946.19464447018
95;1019;3450;G27;367378.09177489753;385990.7668193629;354389.7604413714;157435.63192245716
96;1027;3480;G27;367949.1458972544;386590.75256570656;354940.62544435344;157680.35056145067
97;1035;3510;G27;362714.48364081857;381090.8837830028;349891.0300967178;155437.09659858895
98;1043;3540;G27;325500.7965598669;341991.8195378936;313993.0003964619;139489.60143509394
99;1052;3570;G27;348818.83581203374;366491.2332296135;336486.65075164224;149482.27744666982
100;1061;3600;G27;369947.834793668;388690.70211912936;356868.6524417576;158536.8655700159
101;1070;3630;G27;406685.64432571473;427289.7791735858;392307.6288279168;174280.42891420296
102;1079;3660;G27;392028.591000454;411890.1476250716;378168.7628121984;167999.31824362584
103;1088;3690;G27;381368.9154680204;400690.4151834029;367885.9507912884;163431.23759017923
104;1097;3720;G27;388031.21285306994;407690.2481457059;374312.70847536816;166286.288074554
105;1106;3750;G27;355195.60595862626;373191.07313248457;342637.97576321993;152214.96853557718
106;1114;3780;G27;328165.71508841834;344791.75227579067;316563.7030596675;140631.6214465143
107;1121;3810;G27;340633.7281431465;357891.4390221009;328590.920410321;145974.64422886167
108;1129;3840;G27;343774.52528427384;361191.3600682111;331620.6774136892;147320.59651541393
109;1136;3870;G27;377561.88869475527;396690.5109528184;364213.5181221188;161799.78030077188
110;1144;3900;G27;373945.21329560905;392890.6019710152;360724.7071206098;160249.89589102904
111;1152;3930;G27;348438.1330637958;366091.2427320511;336119.4074163209;149319.13168734082
112;1159;3960;G27;366426.3352588597;384990.7909479768;353471.65244509;157027.76767607598
113;1166;3990;G27;314460.41863375244;330392.0969711826;303342.9453822525;134758.37517425968
114;1173;4020;G27;361382.0247310999;379690.9177865744;348605.679107137;154866.0867448201
115;1180;4050;G27;404782.1309390821;425289.8270582935;390471.4124933319;173464.70026949927
116;1187;4080;G27;390220.2531236024;409990.1929479099;376424.357140433;167224.37596278376
117;1195;4110;G27;382511.0233581772;401890.3863035702;368987.6804552305;163920.6747162249
118;1203;4140;G27;332543.7959840404;349391.64225271886;320787.0007318191;142507.79737491513
119;1211;4170;G27;355005.2545845073;372991.07788370334;342454.3540955593;152133.3956559127
120;1220;4200;G27;383748.3074672289;403190.3556069082;370181.2214660358;164450.89851001475
121;1221;4200;G32;479875.7354422373;504187.93947802647;462910.148243689;205645.195903227
122;1229;4230;G27;347200.84930930106;364791.2738012331;334925.86674753745;148788.90804549225
123;1237;4260;G27;313889.3645113956;329792.11122483894;302792.08037927054;134513.65653526617
124;1245;4290;G27;305323.55409427045;320792.3265197638;294529.1067026279;130842.87755812902
125;1253;4320;G27;360715.794744405;378990.93422958;347963.00309931365;154580.58159002368
126;1260;4320;G32;370614.0647803628;389390.6856761238;357511.328449581;158822.37072481232
127;1262;4350;G27;382701.3750868531;402090.38192487153;369171.3024649131;164002.2477478307
128;1269;4350;G32;351103.0523014612;368891.17621498834;338690.11076357035;150461.1520026438
129;1271;4380;G27;344631.10629053065;362091.33850146655;332446.97474715125;147687.6743979335
130;1277;4380;G32;346058.7414191443;363591.3026810658;333824.1370835953;148299.47091944655
131;1279;4410;G27;371565.8212964006;390390.6615475098;358429.4364458624;159230.2349711935
132;1286;4410;G32;289905.09527253394;304592.71397612465;279655.7540162669;124235.47536889392
133;1288;4440;G27;346915.3224254012;364491.28111432126;334650.4344170574;148666.54880196616
134;1294;4440;G32;274010.7581927785;287893.1134967924;264323.3473317652;117424.14105646822
135;1296;4470;G27;317125.3371623038;333192.0297090796;305913.648045458;135900.39518567998
136;1303;4470;G32;373374.1591732522;392290.6162246715;360173.8421176278;160005.17725203556
137;1305;4500;G27;360525.4433702861;378790.9389807988;347779.381431653;154499.0087103592
138;1311;4500;G32;435904.5754664552;457989.04483248375;420493.5501965341;186801.8638914956
139;1313;4530;G27;358050.87586129666;376191.0011191629;345392.3000940862;153438.56142666205
140;1320;4530;G32;350627.1736888853;368391.1879067752;338231.05642340763;150257.21972751187
141;1322;4560;G27;355766.6600809831;373791.05887882825;343188.840766202;152459.6871745707
142;1329;4560;G32;346820.14691562013;364391.2836761907;334558.623754238;148625.76243810455
143;1331;4590;G27;382796.5505966341;402190.3793630021;369263.1131277325;164043.0341116923
144;1338;4590;G32;489869.180987976;514687.6883627008;472550.2842567757;209927.7714018772
145;1340;4620;G27;342251.7146458792;359591.3984504813;330151.7044144257;146668.01363003923
146;1348;4650;G27;365569.7538980459;384090.8121422012;352645.354769606;156660.68964161508
147;1357;4680;G27;374896.9698116469;393890.5778424012;361642.8151168913;160657.76013741022
148;1364;4680;G32;329022.29609467514;345691.7307090462;317390.00039312954;140998.69932903387
149;1366;4710;G27;346249.09279326326;363791.297929847;334007.758751256;148381.04379911107
150;1373;4710;G32;370709.2402901438;389490.6831142543;357603.1391124004;158863.15708867394
151;1375;4740;G27;345868.3900450254;363391.3074322846;333640.5154159347;148217.89803978207
152;1382;4740;G32;207673.3151263104;218194.78065839573;200331.20658368932;88995.99712760084
153;1384;4770;G27;374421.091553628;393390.5899067082;361183.7611187506;160453.82801421965
154;1391;4770;G32;422199.2786572322;443589.3891553555;407272.7921770971;180928.6174672997
155;1393;4800;G27;346344.26865760126;363891.2957404977;334099.56975609733;148421.83031491397
156;1400;4800;G32;397834.30667013273;417990.0014090788;383769.22247877216;170487.29054159843
157;1402;4830;G27;364332.47049810825;382790.8435839034;351451.81444284454;156130.46615170783
158;1409;4830;G32;393932.1040325296;413890.0993678437;380004.97880476125;168815.04673638818
159;1411;4860;G27;318648.1481552555;334791.9916993295;307382.62138674344;136552.97822299597
160;1418;4860;G32;346153.9172834823;363691.3004917165;333915.9480884367;148340.25743524948
161;1420;4890;G27;360335.0919961672;378590.9437320176;347595.75976399233;154417.4358306947
162;1427;4890;G32;377086.0100821794;396190.5226446053;363754.4637819562;161595.84802564
163;1429;4920;G27;345106.9849031065;362591.3268096797;332906.0290873139;147891.60667306537
164;1435;4920;G32;365093.8756400271;383590.8242065082;352186.3007714653;156456.7575184245
165;1437;4950;G27;348438.1330637958;366091.2427320511;336119.4074163209;149319.13168734082
166;1443;4950;G32;468169.12788398494;491888.2337268412;451617.41756367823;200628.4646395376
167;1445;4980;G27;363095.1863890565;381490.8742805653;350258.2734320392;155600.24235791794
168;1451;4980;G32;455891.46620337566;478988.5422293122;439773.8218806854;195367.01473685476
169;1453;5010;G27;389268.4962530076;408990.2167040037;375506.2488021296;166816.51156446125
170;1460;5010;G32;509570.5448409966;535387.1930726174;491555.12361044704;218370.56300371024
171;1462;5040;G27;365664.9297623839;384190.8099528519;352737.1657744473;156701.47615741802
172;1468;5040;G32;335779.76898950565;352791.5611094797;323908.56874002866;143894.53617727026
173;1470;5070;G27;352625.86293985584;370491.1378327181;340159.08376283373;151113.73488801843
174;1476;5070;G32;420961.9949027375;442289.4202245376;406079.2515083137;180398.39382545103
175;1478;5100;G27;311034.0946087252;326792.1832381606;300037.7560484043;133290.06364418133
176;1484;5100;G32;445231.7910254991;467788.8101601636;429491.01020179735;190798.9342353494
177;1486;5130;G27;360906.146118524;379190.9294783613;348146.6247669744;154662.1544696882
178;1493;5130;G32;398310.1849281516;418489.98934477184;384228.2764769129;170691.222664789
179;1495;5160;G27;365760.1052721649;384290.80739098246;352828.9764372667;156742.2625212796
180;1502;5160;G32;460935.77708569256;484288.4157632347;444639.7955606604;197528.69582005197
181;1504;5190;G27;324834.5669277291;341291.8363534194;313350.32473066053;139204.09643223888
182;1510;5190;G32;396025.9687932811;416090.04673191713;382024.8168070067;169712.34826075635
183;1512;5220;G27;365474.578388265;383990.8147040707;352553.54410678666;156619.9032777535
184;1518;5220;G32;456557.69619007054;479688.5257863066;440416.4978885088;195652.5198916511
185;1520;5250;G27;344440.7549164117;361891.3432526854;332263.3530794906;147606.10151826902
186;1526;5250;G32;496055.59976044967;521187.5330167906;478517.9876006928;212578.88961112007
187;1528;5280;G27;334637.6610993489;351591.58998931246;322806.83907608653;143405.0990512246
188;1534;5280;G32;467217.3713679472;490888.2578554551;450699.3095673968;200220.60039315643
189;1536;5310;G27;358336.4030997536;376490.9941785948;345667.73276658816;153560.92082212947
190;1542;5310;G32;410873.3734926608;431689.6735292126;396347.3044903857;176075.03181099796
191;1544;5340;G27;360620.6192346241;378890.9367914495;347871.19243649434;154539.79522616212
192;1551;5340;G32;455130.06106145686;478188.56160670734;439039.3355520647;195040.7233701381
193;1553;5370;G27;349104.3630504907;366791.2262890455;336762.0834241442;149604.63684213723
194;1560;5370;G32;455510.7638096948;478588.55210426985;439406.578887386;195203.86912946703
195;1562;5400;G27;353672.79532023164;371591.1115147548;341169.0027639565;151562.38565020254
196;1569;5400;G32;427338.7650493301;448989.2601274086;412230.57651989145;183131.08491435845
197;1571;5430;G27;343679.34977449285;361091.3626300805;331528.8667508698;147279.81015155232
198;1578;5430;G32;420866.8190383996;442189.4224138869;405987.4405034724;180357.60730964816
199;1580;5460;G27;351864.45744338003;369691.1568375931;339424.59709219105;150787.44336936047
200;1587;5460;G32;460935.7767311356;484288.4153907146;444639.7952186384;197528.69566811065
201;1589;5490;G27;355861.8355907641;373891.05631695886;343280.6514290213;152500.4735384323
202;1596;5490;G32;400118.5228050032;420389.9440219336;385972.6821486784;171466.16494563108
203;1598;5520;G27;365379.402878484;383890.8172659401;352461.7334439673;156579.11691389192
204;1605;5520;G32;519278.4635028355;545586.94927038;500919.82729305374;222530.7792588344
205;1607;5550;G27;362904.83536949457;381290.8794043042;350074.65210640046;155518.66963019475
206;1614;5550;G32;500243.3292819528;525587.4277449376;482557.66360518377;214373.4926598564
207;1616;5580;G27;375848.72668224166;394890.5540863074;362560.9234551947;161065.62453573273
208;1623;5580;G32;438759.8453691256;460988.972819162;423247.8745274003;188025.45678258047
209;1625;5610;G27;343774.52563883085;361191.3604407312;331620.67775571113;147320.59666735522
210;1632;5610;G32;414585.225110702;435589.5806941867;399927.92683875794;177665.70288848502
211;1634;5640;G27;335779.76863494865;352791.5607369596;323908.56839800667;143894.53602532897
212;1641;5640;G32;381654.44270647736;400990.4082428348;368161.3834637904;163553.5969856466
213;1643;5670;G27;383177.253344872;402590.3698605645;369630.3564630538;164206.17987102128
214;1650;5670;G32;360049.5651122672;378290.9510451058;347320.3274335123;154295.07658716862
215;1652;5700;G27;374896.9701662039;393890.57821492135;361642.8154589132;160657.76028935154
216;1659;5700;G32;337207.4037635623;354291.5249165588;325285.7307344508;144506.33254684205
217;1661;5730;G27;351864.45744338003;369691.1568375931;339424.59709219105;150787.44336936047
218;1668;5730;G32;339110.9175047519;356291.47740437114;327121.9474110575;145322.061343487
219;1670;5760;G27;315126.64826589025;331092.08015565685;303985.6210480539;135043.88017711474
220;1677;5760;G32;347676.727921877;365291.2621094463;335384.9210877001;148992.84032062415
221;1679;5790;G27;393361.0502647297;413290.11399402;379454.1141438012;168570.328249336
222;1686;5790;G32;429242.2784359627;450989.21224270086;414066.79285447625;183946.8135590621
223;1688;5820;G27;336541.17413142446;353591.54173208453;324643.0550686493;144220.82754398693
224;1695;5820;G32;381178.5644484584;400490.4203071417;367702.3294656497;163349.664862456
225;1697;5850;G27;355290.78146840725;373291.0705706151;342729.7864260393;152255.7548994388
226;1704;5850;G32;441424.7642522339;463788.9059295792;425818.5775326277;189167.4769459421
227;1706;5880;G27;350341.64680498536;368091.1952198634;337955.6240929276;150134.86048398577
228;1713;5880;G32;437712.91298874974;459888.99913712527;422237.9555262775;187576.80602039635
229;1715;5910;G27;335970.1200090676;352991.5559857408;324092.1900656673;143976.10890499345
230;1722;5910;G32;385937.3477377614;405490.3004091123;372292.8701311007;165388.98639824454
231;1724;5940;G27;362238.6057373567;380590.8962198299;349431.9764405991;155233.16462733966
232;1731;5940;G32;368234.67313571135;386890.7456251385;355216.05811685545;157802.70995691806
233;1733;5970;G27;343393.8225360359;360791.3695706486;331253.43407836783;147157.4507560849
234;1740;5970;G32;377752.2400688742;396890.50620159967;364397.1397897794;161881.3531804364
235;1742;6000;G27;357384.6462291588;375491.0179346886;344749.6244282848;153153.05642380696
236;1749;6000;G32;360335.0919961672;378590.9437320176;347595.75976399233;154417.4358306947
237;1751;6030;G27;366235.9838847408;384790.7956991956;353288.03077742935;156946.1947964115
238;1758;6030;G32;368520.2000196113;387190.7383120503;355491.49044733547;157925.06920044415
239;1760;6060;G27;340538.5522788085;357791.4412114502;328499.1094054796;145933.85771305877
240;1767;6060;G32;399071.5904246274;419289.9703398968;384962.7631475556;171017.51418344697
241;1769;6090;G27;393836.9285227486;413790.1019297131;379913.1681419419;168774.26037252657
242;1776;6090;G32;408684.3332221283;429389.72872700857;394235.6558253209;175136.9439227682
243;1778;6120;G27;354814.9032103884;372791.0826349221;342270.7324278986;152051.8227762482
244;1785;6120;G32;405162.8333327631;425689.8171833359;390838.6554866313;173627.84587688698
245;1787;6150;G27;361286.8488667619;379590.9199759237;348513.8681022957;154825.3002290172
246;1794;6150;G32;482350.3029512268;506787.8773396624;465297.2295812559;206705.64318692416
247;1796;6180;G27;333019.67424205923;349891.63018841186;321246.0547299598;142711.7294981057
248;1803;6180;G32;408493.9818480093;429189.73347822734;394052.03415766027;175055.37104310372
249;1805;6210;G27;363285.5377631754;381690.8695293465;350441.89509969985;155681.81523758243
250;1812;6210;G32;380702.68583588256;399990.4319989286;367243.275125487;163145.73258732414
251;1814;6240;G27;355100.4304488453;373091.075694354;342546.16510040057;152174.1821717156
252;1821;6240;G32;435999.7509762361;458089.04227061424;420585.3608593534;186842.6502553572
253;1823;6270;G27;355481.1328425262;373491.0658193964;342913.40809369995;152337.32777910327
254;1830;6270;G32;406019.41469357687;426589.79598911153;391664.95316211536;173994.92391134787
255;1832;6300;G27;362048.2540086808;380390.90059852856;349248.3544309165;155151.5915957339
256;1839;6300;G32;409255.3873444852;429989.7144733523;394786.52082830295;175381.6625617617
257;1841;6330;G27;370709.2402901438;389490.6831142543;357603.1391124004;158863.15708867394
258;1848;6330;G32;419819.8870125808;441089.4491043703;404977.5218443716;179908.9566994054
259;1850;6360;G27;388031.2124985129;407690.2477731858;374312.70813334617;166286.2879226127
260;1857;6360;G32;325120.09381162905;341591.8290403312;313625.7570611406;139326.45567576497
261;1859;6390;G27;378799.17244925;397990.4798836364;365407.0587909022;162330.00394262047
262;1866;6390;G32;393361.0502647297;413290.11399402;379454.1141438012;168570.328249336
263;1868;6420;G27;355481.1328425262;373491.0658193964;342913.40809369995;152337.32777910327
264;1875;6420;G32;414204.52200790704;435189.589824104;399560.6831614146;177502.5569772147
265;1877;6450;G27;379750.9293198448;398990.45612754254;366325.1671292056;162737.86834094295
266;1884;6450;G32;335018.3634930298;351991.5801143547;323174.0820693859;143568.24465861227
267;1886;6480;G27;363951.7677498703;382390.8530863409;351084.5711075232;155967.32039237884
268;1893;6480;G32;352245.15983706096;370091.1469626355;339791.8400854905;150950.58897674817
269;1895;6510;G27;414965.92750438285;435989.57081922895;400295.1698320573;177828.8484958727
270;1902;6510;G32;416488.7384973345;437589.5328094789;401764.1431733428;178481.43153318868
271;1904;6540;G27;377466.7131849743;396590.51351468783;364121.7074592994;161758.9939369103
272;1911;6540;G32;421628.22453487536;442989.40340901184;406721.9271741151;180683.89882830615
273;1913;6570;G27;369567.1320454301;388290.7116215669;356501.4091064363;158373.71981068695
274;1920;6570;G32;408208.4549641094;428889.7407913156;393776.6018271802;174933.01179957762
275;1922;6600;G27;321217.8911740259;337491.926999096;309861.51338712964;137654.21187055472
276;1929;6600;G32;395740.4419093812;415790.05404500535;381749.3844765267;169589.98901723023
277;1931;6630;G27;329783.701591151;346491.71170417115;318124.4870637723;141324.9908476919
278;1937;6630;G32;404972.4819586441;425489.82193455467;390655.03381897067;173546.2729972225
279;1939;6660;G27;361762.7271247808;380090.9079116168;348972.9221004364;155029.2323522078
280;1945;6660;G32;373945.21329560905;392890.6019710152;360724.7071206098;160249.89589102904
281;1947;6690;G27;372232.0509285384;391090.64473198407;359072.11211166374;159515.73997404857
282;1953;6690;G32;315031.4727561093;330992.0827175263;303893.81038523454;135003.09381325316
283;1955;6720;G27;350246.4709406474;367991.1974092128;337863.8130880863;150094.0739681829
284;1961;6720;G32;299993.7163280537;315192.4602989295;289387.7006921729;128558.83723140572
285;1963;6750;G27;344250.4038968497;361691.3483764242;332079.7317538518;147524.5287905458
286;1969;6750;G32;460364.7229633357;483688.43001689104;444088.9305576784;197283.9771810585
287;1971;6780;G27;332163.09323580243;348991.65175515634;320419.75739649776;142344.65161558613
288;1977;6780;G32;406780.8198354957;427389.7766117164;392399.4394907361;174321.21527806454
289;1979;6810;G27;346915.3224254012;364491.28111432126;334650.4344170574;148666.54880196616
290;1985;6810;G32;372707.9295411144;391590.63304019725;359531.16645182646;159719.6722491805
291;1987;6840;G27;360335.0919961672;378590.9437320176;347595.75976399233;154417.4358306947
292;1993;6840;G32;420295.7652705997;441589.4370400633;405436.5758425124;180112.888822596
293;1995;6870;G27;323882.8100571343;340291.8601095132;312432.21639235714;138796.23203391637
294;2001;6870;G32;398119.8335540327;418289.9940959906;384044.6548092522;170609.64978512452
295;2003;6900;G27;333019.67459661624;349891.630560932;321246.05507198174;142711.729650047
296;2009;6900;G32;408493.9818480093;429189.73347822734;394052.03415766027;175055.37104310372
297;2011;6930;G27;401450.9820692789;421789.910390882;387258.03348028107;172037.17495134124
298;2017;6930;G32;326642.90445002366;343191.79065806087;315094.730060404;139979.03856113963
299;2019;6960;G27;349104.3630504907;366791.2262890455;336762.0834241442;149604.63684213723
300;2025;6960;G32;401736.50930773583;422089.9034503139;387533.4661527831;172159.53434680865
301;2027;6990;G27;368805.7269035112;387490.73099896207;355766.92277781555;158047.42844397025
302;2033;6990;G32;399357.11730852735;419589.9630268085;385238.1954780356;171139.87342697306
303;2035;7020;G27;394788.6853933434;414790.0781736193;380831.2764802452;169182.12477084907
304;2041;7020;G32;486538.0324727298;511187.7720678093;469336.9055857468;208500.24623566045
305;2043;7050;G27;371470.6457866196;390290.6641093793;358337.62578304304;159189.4486073319
306;2049;7050;G32;454368.65556498105;477388.5806115824;438304.848881422;194714.43185148007
307;2051;7080;G27;358431.57896409155;376590.9919892455;345759.54377142945;153601.70733793234
308;2057;7080;G32;436951.50749227393;459089.0181420004;421503.4688556348;187250.5145017384
309;2059;7110;G27;376705.30768849846;395790.5325195629;363387.22078865673;161432.7024182523
310;2065;7110;G32;427909.81881712994;449589.2455012322;412781.4411808515;183375.80340141064
311;2067;7140;G27;378323.2941912311;397490.49194794334;364948.0047927615;162126.07181942987
312;2073;7140;G32;435904.5754664552;457989.04483248375;420493.5501965341;186801.8638914956
313;2075;7170;G27;355957.0111005451;373991.0537550894;343372.4620918407;152541.25990229388
314;2081;7170;G32;466836.6686197092;490488.2673578927;450332.06623207545;200057.4546338274
315;2083;7200;G27;389268.4962530076;408990.2167040037;375506.2488021296;166816.51156446125
316;2089;7200;G32;406495.2925970388;427089.78355228447;392124.0068182341;174198.85588259716
317;2091;7230;G27;367568.4431490165;386190.76206814416;354573.3821090321;157517.20480212168
318;2097;7230;G32;432858.9538351088;454789.1212245041;417555.6038559852;185496.69796880492
319;2099;7260;G27;371089.9430383817;389890.6736118168;357970.38244772167;159026.3028480029
320;2105;7260;G32;388507.0911110888;408190.2360813989;374771.7624735088;166490.22019774458
321;2107;7290;G27;346153.9172834823;363691.3004917165;333915.9480884367;148340.25743524948
322;2113;7290;G32;413347.94100165024;434289.6113908485;398734.3858279526;177135.47909469513
323;2115;7320;G27;377752.2400688742;396890.50620159967;364397.1397897794;161881.3531804364
324;2121;7320;G32;448658.1150505263;471388.7238931856;432796.1995356456;192267.24576542777
325;2123;7350;G27;375182.4970501038;394190.5709018331;361918.2477893933;160780.11953287764
326;2129;7350;G32;455034.8855516759;478088.5641685768;438947.5248892453;194999.93700627645
327;2131;7380;G27;380226.8075778637;399490.4440632356;366784.22112734633;162941.80046413356
