id;epoch;svs;Ispb;Vtec;Vtec2;Vtec3
7;0;G27;309511.28361577354;325192.22124791075;298568.7827071189;132637.48060686534
17;30;G27;382035.14510015823;401390.3983678771;368528.62645708973;163716.7425930343
27;60;G27;266967.75841404806;280493.29040944704;257529.346654386;114405.94496470573
37;90;G27;471500.27639923117;495388.1500217326;454830.7962347071;202055.98980575433
47;120;G27;414775.5761302639;435789.5755704477;400111.54816439666;177747.2756162082
57;150;G27;467027.0199938282;490688.26260667393;450515.68789973616;200139.02751349192
66;180;G27;362428.95675691863;380790.891096091;349615.5977662378;155314.73735506285
75;210;G27;305323.55409427045;320792.3265197638;294529.1067026279;130842.87755812902
85;240;G27;347105.67379952007;364691.2763631025;334834.05608471803;148748.12168163064
94;270;G27;280768.230733052;294992.9435247059;270841.9153366423;120319.9777527633
102;300;G27;328451.24197231827;345091.74496270245;316839.1353901475;140753.9806900404
111;330;G27;250026.48895391688;262693.71624807816;241187.02096876153;107145.95989009595
119;360;G27;193968.01867164447;203795.12535378765;187110.4489062744;83122.7508553462
130;390;G27;248598.8538253032;261193.75206847893;239809.85863231742;106534.16336858289
139;420;G27;341299.9577752844;358591.42220657517;329233.59607612237;146260.14923171676
147;450;G27;340538.55263336556;357791.4415839703;328499.1097475016;145933.85786500006
155;480;G27;362143.4298730187;380490.89840917924;349340.1654357577;155192.37811153676
163;510;G27;263541.43438902084;276893.3766764251;254224.15732053775;112937.6334346274
173;540;G27;377181.18594651733;396290.52045525593;363846.2747867974;161636.63454144288
182;570;G27;371565.8212964006;390390.66154750984;358429.4364458624;159230.2349711935
191;600;G27;366521.5107686407;385090.78838610736;353563.46310790937;157068.5540399376
200;630;G27;396216.32016740006;416290.04198069836;382208.4384746674;169793.92114042083
210;660;G27;377466.71283041727;396590.5131421677;364121.7071172775;161758.99378496897
219;690;G27;383938.65848679084;403390.3504831694;370364.8427916746;164532.47123773798
229;720;G27;453797.6014426242;476788.59486523876;437753.98387844;194469.7132124866
239;750;G27;402117.21205597377;422489.8939478764;387900.70948810445;172322.68010613765
249;780;G27;240699.27304031598;252893.9505478781;232189.56062147624;103148.88939430083
259;810;G27;338063.98512437614;355191.5037223344;326112.0284099348;144873.41058130292
267;840;G27;331211.3367197647;347991.67588377034;319501.64940021635;141936.78736920495
276;870;G27;346058.7414191443;363591.3026810658;333824.1370835953;148299.47091944655
285;900;G27;365760.1056267219;384290.8077635026;352828.97677928867;156742.26267322092
294;930;G27;399832.9959211033;420089.9513350217;385697.2498181983;171343.805702105
303;960;G27;433525.1834672467;455489.10440897837;418198.27952178655;185782.20297166004
312;990;G27;351674.1060692611;369491.16158881196;339240.9754245304;150705.87048969598
321;1020;G27;334256.957996554;351191.5991192298;322439.59539874323;143241.95313995428
330;1050;G27;353101.74119787477;370991.12576841115;340618.13776097447;151317.66701120904
339;1080;G27;309511.28361577354;325192.22124791075;298568.7827071189;132637.48060686534
348;1110;G27;299517.83807003475;314692.4723632364;288928.6466940322;128354.90510821513
357;1140;G27;387460.15873071307;407090.26239936217;373761.8434723861;166041.56943556052
366;1170;G27;368900.9027678492;387590.7288096128;355858.73378265684;158088.21495977315
375;1200;G27;360144.74097660516;378390.94885575643;347412.1384383536;154335.86310297152
384;1230;G27;468073.95201964694;491788.2359161905;451525.60655883694;200587.6781237347
393;1260;G27;360620.6188800671;378890.93641892937;347871.19209447235;154539.7950742208
401;1290;G27;433525.1834672467;455489.10440897837;418198.27952178655;185782.20297166004
409;1320;G27;350531.99817910435;368291.19046864467;338139.2457605883;150216.4333636503
417;1350;G27;370709.2402901438;389490.6831142543;357603.13911240036;158863.15708867394
425;1380;G27;351769.281579042;369591.15902694245;339332.7860873497;150746.65685355756
434;1410;G27;384700.06398326665;404190.3314782943;371099.3294623173;164858.76275639594
443;1440;G27;432383.07557708997;454289.1332888111;417096.5498578445;185292.76584561437
452;1470;G27;369471.9565356491;388190.71418343636;356409.59844361694;158332.93344682534
461;1500;G27;346153.9172834823;363691.3004917165;333915.9480884367;148340.25743524948
469;1530;G27;409731.265602504;430489.7024090453;395245.5748264436;175585.5946849523
477;1560;G27;348723.66030225274;366391.23579148296;336394.8400888228;149441.49108280824
486;1590;G27;339586.7957627708;356791.4653400642;327581.0014091983;145525.9934666776
494;1620;G27;414965.92750438285;435989.57081922895;400295.1698320573;177828.8484958727
502;1650;G27;357765.34897739673;375891.0084322511;345116.86776360613;153316.20218313596
511;1680;G27;405638.711945339;426189.8054915491;391297.70982679405;173831.77815201887
520;1710;G27;385080.7667315046;404590.3219758568;371466.57279763866;165021.90851572496
529;1740;G27;372517.5781669954;391390.63779141597;359347.54478416574;159638.09936951599
537;1770;G27;272297.5958257079;286093.1562577613;262670.7523228191;116689.98513948775
545;1800;G27;366331.1593945218;384890.7931373262;353379.8414402487;156986.9811602731
553;1830;G27;300850.2976888675;316092.4391047051;290213.99836765695;128925.91526586661
561;1860;G27;327404.30994649953;343991.7716531859;315829.21673104673;140305.33007979763
569;1890;G27;376039.0777018036;395090.5489625685;362744.54478083336;161147.19726345592
577;1920;G27;358050.87586129666;376191.0011191629;345392.3000940862;153438.56142666205
585;1950;G27;339967.4985110087;357191.4558376266;327948.2447445196;145689.13922600658
593;1980;G27;363475.88949185144;381890.8651506479;350625.5171093825;155763.38826918826
601;2010;G27;367758.79452313547;386390.7573169254;354757.0037766928;157598.77768178616
609;2040;G27;359573.6868542483;377790.96310941275;346861.2734353716;154091.144463978
617;2070;G27;320932.36393556895;337191.9339396641;309586.08071462763;137531.85247508733
625;2100;G27;314650.7696533144;330592.0918474437;303526.56670789124;134839.94790198284
633;2130;G27;360810.970608743;379090.9320402307;348054.814104155;154621.3681058266
641;2160;G27;348247.78204423387;365891.24785578996;335935.78609068214;149237.55895961766
649;2190;G27;357955.70035151567;376091.00368103234;345300.4894312668;153397.77506280044
657;2220;G27;363951.7677498703;382390.8530863409;351084.57110752317;155967.32039237884
665;2250;G27;358431.57896409155;376590.99198924546;345759.54377142945;153601.70733793234
673;2280;G27;417916.3732713912;439089.49661655794;403141.3051677649;179093.22790276044
680;2310;G27;384414.5370993667;403890.3387913825;370823.89713183726;164736.40351286985
688;2340;G27;331687.21497778356;348491.66381946334;319960.703398357;142140.71949239552
697;2370;G27;353101.74119787477;370991.12576841115;340618.13776097447;151317.66701120904
706;2400;G27;404877.3064488631;425389.8244964241;390563.2231561513;173505.48663336088
715;2430;G27;365189.05150436505;383690.8220171589;352278.11177630664;156497.5440342274
724;2460;G27;351103.0519469042;368891.1758424682;338690.11042154836;150461.15185070247
733;2490;G27;290285.7980207718;304992.70447368704;280022.9973515882;124398.62112822289
742;2520;G27;376039.0780563606;395090.54933508864;362744.54512285534;161147.1974153972
751;2550;G27;388697.44213065074;408390.23095766;374955.38379914756;166571.79292546777
760;2580;G27;350912.7005727852;368691.18059368694;338506.48875388765;150379.57897103796
768;2610;G27;369947.83514822496;388690.7024916495;356868.65278377954;158536.86572195723
776;2640;G27;366045.63215606485;384590.80007789424;353104.4087677467;156864.6217648057
784;2670;G27;354624.5518362694;372591.08738614083;342087.1107602379;151970.2498965837
792;2700;G27;337778.4578859192;354891.5106629025;325836.5957374328;144751.05118583553
800;2730;G27;323977.9855669153;340391.85754764377;312524.02705517656;138837.01839777798
808;2760;G27;415251.4547428398;436289.56387866085;400570.6025045593;177951.20789134008
816;2790;G27;347105.67379952007;364691.2763631025;334834.05608471803;148748.12168163064
825;2820;G27;341966.1874074222;359291.4053910494;329876.2717419237;146545.65423457185
834;2850;G27;334447.3093706729;351391.59436801105;322623.2170664039;143323.5260196188
842;2880;G27;391267.18550397817;411090.16662994656;377434.2761415557;167673.0267249678
850;2910;G27;397072.90117365686;417190.0204139538;383034.7358081294;170160.9990229404
859;2940;G27;345678.0386709064;363191.3121835033;333456.89374827396;148136.32516011756
868;2970;G27;285336.663002793;299792.82875041524;275248.8346764546;122277.72656082861
877;3000;G27;325215.26932141;341691.8264784617;313717.5677239599;139367.24203962655
886;3030;G27;401165.45518537896;421489.9177039702;386982.60114980105;171914.81570781514
893;3060;G27;333876.25560287305;350791.60899418744;322072.3524054438;143078.8075325666
900;3090;G27;365569.7538980459;384090.8121422012;352645.35476960597;156660.68964161508
908;3120;G27;318933.6750391554;335091.9843862413;307658.0537172235;136675.33746652206
916;3150;G27;350912.70092734223;368691.18096620706;338506.48909590964;150379.57912297928
923;3180;G27;289809.91940819594;304492.7161654739;279563.94301142555;124194.68885309101
930;3210;G27;400879.928301479;421189.92501705844;386707.168819321;171792.45646428905
937;3240;G27;348628.48479247175;366291.2383533524;336303.02942600346;149400.70471894662
944;3270;G27;358336.4030997536;376490.9941785948;345667.73276658816;153560.92082212947
951;3300;G27;371280.2944125007;390090.66886059806;358154.0041153824;159107.87572766742
959;3330;G27;388602.2666208698;408290.23351952946;374863.5731363282;166531.0065616062
967;3360;G27;381273.7399582394;400590.41774527234;367794.14012846904;163390.45122631761
975;3390;G27;331782.39048756455;348591.6612575939;320052.51406117645;142181.50585625714
983;3420;G27;340443.3767690276;357691.4437733197;328407.2987426603;145893.07134919718
992;3450;G27;382130.3206099392;401490.39580600767;368620.43711990915;163757.5289568959
1000;3480;G27;348533.3089281338;366191.24054270174;336211.21842116216;149359.91820314372
1008;3510;G27;327309.13408216153;343891.77384253516;315737.4057262054;140264.54356399472
1016;3540;G27;372803.1050508953;391690.63047832774;359622.97711464576;159760.45861304205
1024;3570;G27;389458.8476271266;409190.211952785;375689.8704697903;166898.08444412577
1026;3570;G32;353767.9708300126;371691.1089528854;341260.81342677586;151603.17201406413
1033;3600;G27;388507.0907565318;408190.2357088788;374771.7621314869;166490.2200458033
1035;3600;G32;264112.4881568207;277493.36205024866;254775.02198149782;113182.35192167958
1042;3630;G27;340633.72814314655;357891.4390221009;328590.920410321;145974.64422886167
1044;3630;G32;320932.36429012596;337191.9343121842;309586.0810566496;137531.85262702862
1050;3660;G27;371756.17267051956;390590.65679629106;358613.05811352306;159311.807850858
1052;3660;G32;384509.7129637047;403990.33660203323;370915.70813667856;164777.19002867278
1058;3690;G27;327118.7827080426;343691.77859375393;315553.7840585447;140182.97068433024
1060;3690;G32;320170.95879365015;336391.9533170593;308851.59438600694;137205.56110837066
1066;3720;G27;313127.9593694767;328992.13060223404;302057.5940506497;134187.36516854947
1068;3720;G32;419153.65702588594;440389.4655473759;404334.8458365483;179623.451544609
1074;3750;G27;369186.42965174915;387890.7214965246;356134.1661131369;158210.57420329924
1076;3750;G32;343869.70079405484;361291.35750634165;331712.48807650857;147361.3828792755
1082;3780;G27;414965.92750438285;435989.57081922895;400295.1698320573;177828.8484958727
1084;3780;G32;538218.4218593802;565486.4729851717;519190.17997608235;230647.2793420094
