id;epoch;svs;Ispb;Vtec;Vtec2;Vtec3
698;2400;G27;316554.28339450393;332592.04433525604;305362.783384498;135655.67669862782
706;2430;G27;313984.5400211765;329892.10866296943;302883.89104208985;134554.44289912775
714;2460;G27;334447.3093706729;351391.59436801105;322623.2170664039;143323.5260196188
722;2490;G27;378418.4697010121;397590.4893860739;365039.8154555808;162166.85818329148
730;2520;G27;331972.7422162405;348791.65687889524;320236.13607085904;142263.07888786294
737;2550;G27;340062.6743753467;357291.4536482773;328040.0557493609;145729.92574180948
745;2580;G27;367568.44314901653;386190.76206814416;354573.3821090321;157517.20480212168
754;2610;G27;396501.8470513;416590.03466761013;382483.8708051474;169916.28038394693
763;2640;G27;424769.02167600265;446289.324455122;409751.6841774833;182029.8511148584
772;2670;G27;328356.06646253733;344991.74752457195;316747.3247273282;140713.1943261788
781;2700;G27;349389.8899343906;367091.21897595725;337037.51575462427;149726.99608566333
790;2730;G27;382606.1992225151;401990.3841142208;369079.49146007176;163961.4612320278
798;2760;G27;281910.33862320875;296192.9146448731;271943.6450005844;120809.41487880897
807;2790;G27;356337.71420334;374391.044625172;343739.705769184;152704.40581356417
815;2820;G27;265444.94777565345;278893.32879171736;256060.3736551226;113753.36207933108
824;2850;G27;329212.64746879414;345891.7259578274;317573.62206079025;141080.27220869838
832;2880;G27;272202.4203159269;285993.15881963074;262578.94165999966;116649.19877562614
840;2910;G27;310367.86462203035;326092.1996811662;299395.08004058094;133004.55848938494
848;2940;G27;354339.02495236945;372291.09469922906;341811.6784297579;151847.8906530576
856;2970;G27;258306.77248714204;271393.50826624146;249174.5623149241;110694.379623707
864;3000;G27;330925.80983586475;347691.68319685856;319226.21706973633;141814.42812567885
872;3030;G27;338730.214756514;355891.4869068087;326754.70407573617;145158.915584158
880;3060;G27;338254.3364984951;355391.4989711156;326295.65007759543;144954.9834609674
889;3090;G27;340062.6743753467;357291.4536482773;328040.0557493609;145729.92574180948
898;3120;G27;356813.5921068019;374891.0321883449;344198.75942530273;152908.33778481348
907;3150;G27;359383.33548012935;377590.9678606315;346677.6517677109;154009.57158431353
916;3180;G27;366140.8083749598;384690.79826106504;353196.22011461;156905.40843254988
925;3210;G27;344631.10664508765;362091.3388739867;332446.9750891732;147687.6745498748
934;3240;G27;302753.81072094303;318092.3908474772;292050.2143602198;129741.64375862897
942;3270;G27;376324.6049402605;395390.5420220004;363019.97745333536;161269.5566589233
949;3300;G27;290000.27078231494;304692.7114142552;279747.56467908627;124276.26173275552
956;3330;G27;401546.1575790599;421889.9078290126;387349.8441431005;172077.96131520285
963;3360;G27;391267.18550397817;411090.16662994656;377434.2761415557;167673.0267249678
970;3390;G27;260781.3399961315;273993.4461278774;251561.6436524909;111754.82690740416
977;3420;G27;296186.6895547885;311192.55606834503;285715.2680230033;126927.3799419984
984;3450;G27;320361.3101677691;336591.9485658405;309035.2160536676;137287.13398803514
991;3480;G27;307322.243345241;322892.27644570667;296457.134042054;131699.3927186356
998;3510;G27;326928.4313339236;343491.7833449727;315370.162390884;140101.3978046657
1005;3540;G27;372422.4023026574;391290.63998076535;359255.73377932445;159597.31285371308
1012;3570;G27;304657.32446213264;320092.34333528957;293886.4310368266;130557.37255527395
1019;3600;G27;329022.29609467514;345691.7307090462;317390.00039312954;140998.69932903387
1027;3630;G27;328165.71544297534;344791.7526483108;316563.7034016894;140631.6215984556
1035;3660;G27;354148.6735782505;372091.09945044783;341628.0567620972;151766.31777339312
1043;3690;G27;329593.350217032;346291.71645538986;317940.86539611156;141243.41796802738
1051;3720;G27;286288.4198733877;300792.80499432137;276166.94301475794;122685.59095915107
1059;3750;G27;289143.6897760581;303792.73298099963;278921.26734562416;123909.18385023592
1066;3780;G27;327975.3637142994;344591.75702700944;316380.08139200683;140550.04856684981
1073;3810;G27;326167.0261920048;342691.80272236787;314635.6760622633;139775.10643794903
1079;3840;G32;296662.5681673644;311692.54437655816;286174.32236316596;127131.31221713028
1082;3840;G27;294949.4058002938;309892.587137527;284521.7273542199;126397.15630014981
1088;3870;G32;367663.61865879747;386290.75950627465;354665.1927718515;157557.99116598326
1090;3870;G27;339110.9175047519;356291.47740437114;327121.9474110575;145322.061343487
1096;3900;G32;234703.2056419613;246594.1011425695;226405.47894521983;100579.34406472243
1098;3900;G27;326357.37756612373;342891.7979711491;314819.297729924;139856.67931761354
1105;3930;G27;333400.37699029717;350291.6206859743;321613.2980652812;142874.8752574347
1111;3960;G32;255356.32636557668;268293.58209639235;246328.42663719456;109430.00006487795
1113;3960;G27;333305.2014805162;350191.62324784376;321521.48740246176;142834.0888935731
1119;3990;G32;379750.92896528775;398990.4557550224;366325.1667871836;162737.86818900163
1121;3990;G27;349960.9440567475;367691.2047223009;337588.3807576063;149971.7147246568
1127;4020;G32;327689.83683039946;344291.76434009767;316104.64906152675;140427.68932332372
1129;4020;G27;369662.308264325;388390.7098047377;356593.2204532995;158414.50647843114
1135;4050;G32;444470.38552902325;466988.8291650387;428756.5235311547;190472.64271669145
1137;4050;G27;341775.8363878603;359091.4105147883;329692.65041628503;146464.08150684866
1143;4080;G32;438283.9671111066;460488.98488346895;422788.8205292595;187821.52465938986
1145;4080;G27;331592.03911344556;348391.66600881267;319868.89239351574;142099.93297659262
1151;4110;G32;403164.1444363495;423589.86762991315;388910.62848922715;172771.3308683217
1153;4110;G27;346058.7414191443;363591.3026810658;333824.1370835953;148299.47091944655
1160;4140;G32;309130.5808675356;324792.23075034824;298201.5393717975;132474.33484753635
1162;4140;G27;332734.1473581593;349591.6375015;320970.62239947973;142589.3702545796
1169;4170;G32;374611.4429277469;393590.58515548945;361367.38278641127;160535.40089388413
1171;4170;G27;346915.32242540113;364491.28111432126;334650.4344170574;148666.54880196616
1178;4200;G32;344250.4035422927;361691.3480039041;332079.7314118299;147524.5286386045
1180;4200;G27;323692.4586830154;340091.864860732;312248.5947246965;138714.6591542519
1187;4230;G32;254690.09708799585;267593.59928443824;245685.75131341515;109144.49521396417
1189;4230;G27;311034.0942541682;326792.1828656405;300037.75570638233;133290.06349224003
1196;4260;G32;397453.6039218948;417590.0109115163;383401.9791434508;170324.14478226943
1198;4260;G27;352721.03844963684;370591.13527084864;340250.8944256531;151154.52125188004
1205;4290;G32;351578.9302049231;369391.1637781612;339149.16441968904;150665.08397389308
1207;4290;G27;365474.578388265;383990.8147040707;352553.54410678666;156619.9032777535
1214;4320;G32;487489.7889887676;512187.74793919537;470255.0135820283;208908.11048204164
1217;4320;G27;341585.48465918435;358891.41489348694;329509.0284066024;146382.50847524285
1223;4350;G32;367187.7404007786;385790.77157058165;354206.13877371076;157354.05904279268
1226;4350;G27;304466.97308801365;319892.3480865083;293702.80936916586;130475.79967560944
1232;4380;G32;406780.8198354957;427389.77661171637;392399.4394907361;174321.21527806454
1235;4380;G27;309891.9863640115;325592.2117454732;298936.02604244027;132800.62636619437
1241;4410;G32;492153.39712284657;517087.63097555545;474753.74392668187;210906.64580590988
1244;4410;G27;322550.35079285863;338891.8937405647;311146.8650607544;138225.22202820622
1250;4440;G32;479780.5599324563;504087.94203989586;462818.3375808697;205604.40953936538
1252;4440;G27;298946.7843022349;314092.4869894128;288377.7820330721;128110.18662116294
1258;4470;G32;486157.32972449186;510787.78157024685;468969.66225042543;208337.10047633146
1260;4470;G27;321598.5939222638;337891.9174966585;310228.756722451;137817.3576298837
1266;4500;G32;517946.00423855975;544186.9829014314;499634.4759614509;221959.76925312416
1268;4500;G27;364998.69977568905;383490.8263958575;352094.48976662394;156415.9710026216
1274;4530;G32;433430.0076029087;455389.10659832763;418106.46851694526;185741.41645585714
1276;4530;G27;308369.1757256168;323992.25012774346;297467.05304317677;132148.04348081967
1282;4560;G32;448087.0612827264;470788.738519362;432245.3348746855;192022.52727837558
1284;4560;G27;321598.5939222638;337891.9174966585;310228.756722451;137817.3576298837
1290;4590;G32;430384.3863261194;452189.18336286815;415168.5225184184;184436.2506851078
1292;4590;G27;290285.7980207718;304992.70447368704;280022.9973515882;124398.62112822289
1298;4620;G32;359764.0382283673;377990.958358194;347044.8951030323;154172.71734364252
1300;4620;G27;352816.21395941783;370691.13270897925;340342.7050884725;151195.30761574165
1306;4650;G32;379941.28033940675;399190.4510038037;366508.7884548443;162819.44106866614
1309;4650;G27;386698.7532342372;406290.2814042372;373027.3568017434;165715.2779169025
1315;4680;G32;421723.40039921337;443089.4012196625;406813.73817895644;180724.68534410908
1317;4680;G27;345773.2145352444;363291.30999415397;333548.7047531153;148177.1116759205
1323;4710;G32;472356.857405488;496288.12845498807;455657.09356816916;202423.0676882739
1325;4710;G27;299898.5408182727;315092.4628607989;289295.89002935356;128518.05086754412
1331;4740;G32;466360.7900071333;489988.2790496795;449873.0118919128;199853.52235869554
1333;4740;G27;305609.0809781704;321092.3192066756;294804.5390331079;130965.23680165512
1339;4770;G32;401450.9824238359;421789.9107634021;387258.03382230306;172037.17510328256
1341;4770;G27;358431.57860953454;376590.99161672534;345759.5434294075;153601.70718599102
1347;4800;G32;437998.4398726497;460188.99182403705;422513.38785675756;187699.16526392245
1349;4800;G27;312842.43213101977;328692.13754280214;301782.1613781477;134065.00577308208
1355;4830;G32;426767.7109269732;448389.2743810649;411679.7115169094;182886.36627536497
1357;4830;G27;351388.57918536116;369191.1689019001;338965.5430940504;150583.5112461699
1363;4860;G32;465980.0872588954;489588.288552117;449505.7685565914;199690.37659936654
1366;4860;G27;332258.26910014043;349091.649565807;320511.56840133906;142385.43813138903
1372;4890;G32;416393.56263299653;437489.53499882814;401672.3321685014;178440.64501738574
1375;4890;G27;357670.1731130587;375791.0106216004;345025.05675876484;153275.41566733306
1381;4920;G32;303229.68933351897;318592.3791556904;292509.26870038244;129945.57603376088
1384;4920;G27;338349.51200827607;355491.49640924623;326387.46074041486;144995.769824829
1390;4950;G32;344916.6331744306;362391.3311883784;332722.4070776313;147810.0336414596
1393;4950;G27;350246.4709406474;367991.19740921276;337863.8130880863;150094.0739681829
1399;4980;G32;356623.24108723993;374691.03731208376;344015.138099664;152826.76505709026
1402;4980;G27;338635.039246733;355791.48946867813;326662.8934129168;145118.12922029643
1408;5010;G32;408018.1035899904;428689.7455425343;393592.9801595195;174851.4389199131
1411;5010;G27;320742.012916007;336991.939063403;309402.45938898897;137450.27974736414
1417;5040;G32;507381.50421590713;533087.2478978933;489443.4746033603;217432.47496353916
1420;5040;G27;322931.0531865395;339291.883865607;311514.1080540538;138388.3676355939
1426;5070;G32;388792.61799498874;408490.2287683107;375047.19480398885;166612.57944127067
1429;5070;G27;311034.0946087252;326792.1832381606;300037.7560484043;133290.06364418133
1435;5100;G32;443328.2776388665;465788.8580448714;427654.79386721255;189983.20559064575
1438;5100;G27;353292.0925719937;371191.1210171924;340801.7594286351;151399.23989087355
1444;5130;G32;376610.13182416046;395690.53470891225;363295.4097838154;161391.9159024494
1447;5130;G27;323597.28281867737;339991.86705008126;312156.7837198552;138673.872638449
1453;5160;G32;353006.56533353677;370891.1279577604;340526.3267561332;151276.88049540613
1456;5160;G27;376990.8345723984;396090.5252064747;363662.65311913675;161555.0616617784
1462;5190;G32;390886.4824011833;410690.17575986404;377067.0324642124;167509.88081369756
1465;5190;G27;355957.0111005451;373991.0537550894;343372.4620918407;152541.25990229388
1471;5220;G32;394788.6853933434;414790.0781736193;380831.27648024523;169182.12477084907
1474;5220;G27;336160.47173774353;353191.55160704214;324275.81207534997;144057.68193659926
1480;5250;G32;441424.7642522339;463788.90592957917;425818.57753262774;189167.4769459421
1483;5250;G27;319695.0805356313;335891.96538136626;308392.54038786626;137001.62898518008
1489;5280;G32;369947.83479366795;388690.70211912936;356868.6524417576;158536.8655700159
1492;5280;G27;350722.3491986663;368491.18534490577;338322.867086227;150298.00609137348
1498;5310;G32;323121.4045606585;339491.87911438826;311697.72972171445;138469.9405152584
1501;5310;G27;324644.2155536101;341091.8411046381;313166.7030629998;139122.52355257436
1507;5340;G32;470453.3440188554;494288.17633969587;453820.8772335844;201607.33904357027
1510;5340;G27;304562.14859779464;319992.3455246389;293794.6200319852;130516.58603947105
1516;5370;G32;409350.56285426614;430089.71191148285;394878.3314911223;175422.4489256233
1519;5370;G27;304657.32446213264;320092.34333528957;293886.4310368266;130557.37255527395
1525;5400;G32;402022.03619163577;422389.89613722573;387808.8984832631;172281.89359033472
1528;5400;G27;312081.02663454396;327892.15654767724;301047.67470750504;133738.7142544241
1534;5430;G32;385461.4691251855;404990.3121008992;371833.81579093804;165185.05412311264
1537;5430;G27;320742.012916007;336991.939063403;309402.45938898897;137450.27974736414
1543;5460;G32;332638.97184837837;349491.64006336953;320878.8117366604;142548.58389071803
1546;5460;G27;363761.4163757514;382190.8578375597;350900.9494398625;155885.74751271436
1552;5490;G32;399166.7662889654;419389.9681505474;385054.5741523969;171058.3006992499
1555;5490;G27;333685.9042287541;350591.6137454062;321888.73073778313;142997.23465290212
1561;5520;G32;329974.05296526995;346691.7069529524;318308.10873143293;141406.56372735638
1564;5520;G27;323787.6345473533;340191.8626713826;312340.4057295378;138755.4456700548
1570;5550;G32;420581.2925090566;441889.4300994952;405712.0085150143;180235.2482180634
1573;5550;G27;313413.48589881964;329292.12291662575;302333.0260391078;134309.72426013427
1579;5580;G32;408303.63047389034;428989.7382294461;393868.41248999955;174973.7981634392
1582;5580;G27;321408.2421935879;337691.92187535716;310045.1347127684;137735.78459827794
1588;5610;G32;423151.03552782704;444589.3653992617;408190.9005154005;181336.48186562213
1591;5610;G27;335494.2421056057;352491.5684225679;323633.13640954864;143772.17693374417
1597;5640;G32;389839.5503753645;409590.20245034737;376057.1138051116;167061.23020345476
1600;5640;G27;331401.6877393266;348191.67076003144;319685.2707258551;142018.36009692814
1606;5670;G32;419819.88665802375;441089.44873185013;404977.52150234964;179908.9565474641
1609;5670;G27;326262.2017017858;342791.8001604985;314727.4867250827;139815.89280181064
1615;5700;G32;367473.26763923554;386090.76463001355;354481.57144621277;157476.41843826007
1618;5700;G27;324358.6883151532;340791.84804520616;312891.27039049787;139000.16415710698
1624;5730;G32;367758.79452313547;386390.7573169254;354757.0037766928;157598.77768178616
1627;5730;G27;376895.6590626174;395990.52776834415;363570.8424563174;161514.27529791679
1633;5760;G32;321788.94529638276;338091.9127454397;310412.37839011167;137898.93050954823
1636;5760;G27;315412.1751497902;331392.0728425686;304261.0533785339;135166.23942064084
1642;5790;G32;375563.1997983417;394590.56139939564;362285.49112471467;160943.26529220663
1645;5790;G27;357670.17346761574;375791.0109941205;345025.05710078677;153275.41581927435
1650;5820;G32;333685.9042287541;350591.6137454062;321888.73073778313;142997.23465290212
1653;5820;G27;361382.0243765429;379690.9174140543;348605.67876511504;154866.0865928788
1658;5850;G32;359764.0382283673;377990.958358194;347044.8951030323;154172.71734364252
1661;5850;G27;333114.85010639724;349991.62799906253;321337.8657348011;142752.5160139086
1666;5880;G32;371565.8212964006;390390.66154750984;358429.4364458624;159230.2349711935
1669;5880;G27;346058.7414191443;363591.3026810658;333824.1370835953;148299.47091944655
1674;5910;G32;394598.33366466744;414590.08255231794;380647.65447056264;169100.55173924327
1677;5910;G27;341395.13363962236;358691.42001722584;329325.40708096366;146300.93574751966
1682;5940;G32;323597.28281867737;339991.86705008126;312156.7837198552;138673.872638449
1686;5940;G27;353196.9167076557;371091.12320654164;340709.94842379383;151358.45337507062
1691;5970;G32;340824.0795172655;358091.4342708821;328774.54207798163;146056.21710852615
1695;5970;G27;383843.48297700984;403290.3530450388;370273.03212885524;164491.68487387637
1700;6000;G32;412776.8872338504;433689.626017025;398183.5211669925;176890.76060764294
1704;6000;G27;382225.49682883424;401590.3939891785;368712.24846677243;163798.31562464012
1709;6030;G32;362809.65950515657;381190.88159365347;349982.84110155917;155477.88311439185
1713;6030;G27;351007.8764371232;368791.17840433767;338598.299758729;150420.3654868409
1718;6060;G32;408303.63047389034;428989.7382294461;393868.41248999955;174973.7981634392
1722;6060;G27;379655.7534555068;398890.4583168919;366233.3561243643;162697.08182514005
1727;6090;G32;393836.9285227486;413790.1019297131;379913.1681419419;168774.26037252657
1731;6090;G27;373659.6860571521;392590.60891158326;360449.27444810787;160127.53649556165
1736;6120;G32;421057.1707670755;442389.4180351882;406171.06251315505;180439.180341254
1740;6120;G27;339681.97127255175;356891.4627781947;327672.8120720176;145566.7798305392
1745;6150;G32;391267.18550397817;411090.16662994656;377434.2761415557;167673.0267249678
1748;6150;G27;350246.4709406474;367991.19740921276;337863.8130880863;150094.0739681829
1753;6180;G32;304276.6217138947;319692.35283772706;293519.1877015052;130394.22679594495
1756;6180;G27;355290.78146840725;373291.0705706151;342729.7864260393;152255.7548994388
1761;6210;G32;325595.9720696479;342091.8169760242;314084.8110592813;139530.38779895555
1764;6210;G27;343013.12014235504;360391.3794456063;330886.19108506845;146994.30514869723
1769;6240;G32;324929.74243751005;341391.8337915499;313442.1353934799;139244.88279610046
1772;6240;G27;346439.44416738226;363991.29317862826;334191.3804189167;148462.61667877558
1777;6270;G32;336921.8768796624;353991.532229647;325010.2984039707;144383.97330331596
1780;6270;G27;316839.81027840386;332892.0370221678;305638.215714978;135778.0359421539
1785;6300;G32;344440.7549164117;361891.3432526854;332263.3530794906;147606.10151826902
1788;6300;G27;352340.3357013989;370191.1447732862;339883.6510903317;150991.37549255104
1793;6330;G32;402307.5630755357;422689.8888241375;388084.3308137432;172404.2528338608
1796;6330;G27;364142.11876943224;382590.847962602;351268.1924331619;156048.89312010203
1801;6360;G32;349294.7140700526;366991.2211653066;336945.7047497829;149686.20956986042
1804;6360;G27;329212.64782335114;345891.72633034753;317573.6224028122;141080.2723606397
1809;6390;G32;438093.6157369877;460288.9896346877;422605.19886159885;187739.95177972535
1812;6390;G27;329878.87745548895;346591.70951482176;318216.29806861357;141365.77736349477
1817;6420;G32;339301.2688788709;356491.4726531524;327305.5690787182;145403.63422315152
1820;6420;G27;366616.6862784217;385190.785824238;353655.27377072873;157109.3404037992
1825;6450;G32;363571.0650016324;381990.86258877843;350717.3277722018;155804.17463304984
1828;6450;G27;377657.06420453626;396790.508390949;364305.3287849382;161840.5666646335
1833;6480;G32;339015.74164041394;356191.47959372046;327030.13640621625;145281.2748276841
1836;6480;G27;341966.1874074222;359291.4053910494;329876.2717419237;146545.65423457185
1841;6510;G32;353958.32184957457;371891.10382914654;341444.4347524146;151684.74474178732
1844;6510;G27;369757.483419549;388490.70687034813;356685.03077409696;158455.29269035143
1849;6540;G32;397643.95529601374;417790.00616029755;383585.60081111145;170405.71766193392
1852;6540;G27;360335.09235072415;378590.9441045377;347595.7601060143;154417.43598263603
1857;6570;G32;383938.65848679084;403390.3504831694;370364.8427916746;164532.47123773798
1860;6570;G27;344535.93042619264;361991.3406908159;332355.1637423099;147646.8878821306
1865;6600;G32;398881.2390505085;419089.9750911155;384779.1414798949;170935.94130378249
1868;6600;G27;362809.6598597136;381190.8819661736;349982.8414435811;155477.88326633317
1873;6630;G32;377561.88869475527;396690.51095281844;364213.5181221188;161799.78030077188
1876;6630;G27;367949.1458972544;386590.75256570656;354940.62544435344;157680.35056145067
1881;6660;G32;392123.766510235;411990.1450632021;378260.57347501774;168040.10460748742
1884;6660;G27;389744.37451102654;409490.20463969675;375965.3028002703;167020.44368765186
1889;6690;G32;370804.41615448176;389590.680924905;357694.95011724165;158903.9436044768
1892;6690;G27;352530.6870755179;370391.1400220674;340067.27275799244;151072.94837221556
1897;6720;G32;436761.156118155;458889.02289321914;421319.84718797414;187168.94162207388
1900;6720;G27;363095.1863890565;381490.8742805653;350258.2734320392;155600.24235791794
1905;6750;G32;397072.90117365686;417190.0204139538;383034.7358081294;170160.9990229404
1908;6750;G27;348914.0116763717;366591.2310402642;336578.4617564835;149523.06396247272
1913;6780;G32;356242.53833900206;374291.0468145213;343647.8947643427;152663.6192977613
1916;6780;G27;334732.83660912985;351691.58742744295;322898.6497389059;143445.88541508617
1921;6810;G32;343964.8766583928;361391.3553169923;331804.29908134986;147402.1693950784
1924;6810;G27;339206.0933690899;356391.4752150218;327213.75841589883;145362.8478592899
1929;6840;G32;403925.5499328253;424389.84862503805;389645.11515986983;173097.6223869797
1932;6840;G27;388697.44213065074;408390.23095766;374955.38379914756;166571.79292546777
1937;6870;G32;376895.6587080604;395990.527395824;363570.84211429546;161514.2751459755
1940;6870;G27;361382.0243765429;379690.9174140543;348605.67876511504;154866.0865928788
1945;6900;G32;394312.8067807675;414290.08986540616;380372.2221400826;168978.19249571717
1948;6900;G27;336445.99862164346;353491.5442939539;324551.24440583;144180.04118012535
1953;6930;G32;389458.8476271266;409190.211952785;375689.8704697903;166898.08444412577
1956;6930;G27;387460.15873071307;407090.26239936217;373761.8434723861;166041.56943556052
1961;6960;G32;346058.7414191443;363591.3026810658;333824.1370835953;148299.47091944655
1964;6960;G27;387269.8073565941;406890.2671505809;373578.2218047254;165959.996555896
1969;6990;G32;371375.4699222816;390190.66629872855;358245.8147782017;159148.662091529
1972;6990;G27;360525.4433702861;378790.9389807988;347779.381431653;154499.0087103592
1977;7020;G32;331592.03946800256;348391.66638133273;319868.89273553767;142099.93312853394
1980;7020;G27;357574.99760327773;375691.0131834698;344933.2460959454;153234.62930347145
1985;7050;G32;391362.36101375916;411190.16406807717;377526.08680437505;167713.81308882943
1988;7050;G27;353767.9708300126;371691.1089528854;341260.81342677586;151603.17201406413
1993;7080;G32;405258.00919710106;425789.8149939866;390930.4664914727;173668.63239268988
1996;7080;G27;360335.09199616715;378590.9437320176;347595.75976399233;154417.4358306947
2001;7110;G32;314555.5941435334;330492.0944093131;303434.7560450719;134799.16153812126
