;epoch_h;svs;Ispb;Vtec;Vtec2;Vtec3
9847;8.4;G04;260495.81275767455;273693.4530684455;92092.10021971351;259086.11060534557
9857;8.408333333333333;G04;268585.7445622237;282193.2494653074;94952.1032371449;267132.2628414006
9867;8.416666666666666;G04;266016.0018980103;279493.31453806104;94043.63182462449;264576.4266263018
9877;8.425;G04;265825.6501693343;279293.3189167596;93976.337497362;264387.1050072416
9887;8.433333333333334;G04;263541.43403446383;276893.376303905;93168.80719969973;262115.2501628181
9897;8.441666666666666;G04;272678.2985739458;286493.1467553238;96398.92839034881;271202.66954051226
9907;8.45;G04;250026.48895391688;262693.71624807816;88390.9197409886;248673.44271533695
9917;8.458333333333334;G04;268585.74491678074;282193.2498378275;94952.10336249009;267132.2631940389
9927;8.466666666666667;G04;254594.92122365785;267493.6014737875;90005.98033631314;253217.15240418402
9937;8.475;G04;262304.15063452616;275593.40774560714;92731.39507525516;260884.66246003372
9947;8.483333333333333;G04;273725.2313088786;287593.1208098806;96769.0465635665;272243.9366821514
9957;8.491666666666667;G04;258211.59662280403;271293.51045559073;91284.56992205123;256814.255760922
9967;8.5;G04;266396.7042916912;279893.30466310336;94178.22010311385;264955.0688065071
9977;8.508333333333333;G04;295901.1626708886;310892.5633814332;104608.81977080608;294299.8605175913
9987;8.516666666666667;G04;255451.50187535767;268393.5795345229;90308.80405692315;254069.0975741248
9997;8.525;G04;282862.0954938035;297192.89088877925;99999.16762887036;281331.3557072073
10007;8.533333333333333;G04;248408.50245118423;260993.75681969768;87818.91908736424;247064.21212707064
10017;8.541666666666666;G04;270869.9610516512;284593.1924506822;95759.63366015237;269404.1180384624
10027;8.55;G04;268776.09593634267;282393.2447140886;95019.39743906217;267321.5841078224
10037;8.558333333333334;G04;244506.3001681381;256893.85515098268;86439.38826142282;243183.12704701905
10047;8.566666666666666;G04;261162.04238981238;274393.4362529197;92327.62986375141;259748.7348615028
10057;8.575;G04;273820.40681865957;287693.1182480112;96802.69360185254;272338.5971390432
10067;8.583333333333334;G04;266967.75876860507;280493.29078196717;94380.10283421092;265523.0329584108
10077;8.591666666666667;G04;260686.16413179348;273893.44831722666;92159.39442163079;259275.4318717674
10087;8.6;G04;274962.5150633733;288893.08974069863;97206.45881335628;273474.5247375741
10097;8.608333333333333;G04;264778.7181435156;278193.34560724307;93606.21957483471;263345.8385708791
10107;8.616666666666667;G04;288858.16289215814;303492.74029408785;102118.93467590197;287294.9747178988
10117;8.625;G04;298185.3788057591;313292.5059942879;105416.35006846834;296571.71536201483
10127;8.633333333333333;G04;272012.06894180796;285793.1635708495;96163.3987463109;270540.04528435506
10137;8.641666666666667;G04;237463.3003894077;249494.03206363734;83949.50316651873;236178.24124732663
10147;8.65;G04;269918.2041810564;283593.21620677604;95423.16265056591;268457.5117063533
10157;8.658333333333333;G04;259068.17762906084;272193.48888884624;91587.39376800643;257666.20128350105
10167;8.666666666666666;G04;258306.77213258503;271393.50789372134;91318.21696033729;256908.9162178138
10177;8.675;G04;283242.79824204143;297592.88138634176;100133.75603270494;281709.9982400509
10187;8.683333333333334;G04;261637.9210023883;274893.42456113285;92495.86543121724;260222.0382038765
10197;8.691666666666666;G04;261637.9210023883;274893.42456113285;92495.86543121724;260222.0382038765
10207;8.7;G04;253357.63711460613;266193.6321704494;89568.56796117817;251986.56399612306
10216;8.708333333333334;G04;264588.36676939664;277993.35035846184;93538.92537291742;263156.51730445726
10225;8.716666666666667;G04;260115.11036399362;273293.4629434031;91957.51194122412;258707.4684251402
10234;8.725;G04;270013.3800453944;283693.2140174267;95456.80981419716;268552.1725158834
10243;8.733333333333333;G04;248789.20519942217;261393.7473172602;87953.50749119883;247442.8546599143
10252;8.741666666666667;G04;261257.21789959335;274493.4336910503;92361.27690203745;259843.39531839456
10261;8.75;G04;246124.28631631375;258593.814206843;87011.38878970197;244792.3572826471
10271;8.758333333333333;G04;260115.1100094366;273293.462570883;91957.51181587893;258707.4680725019
10282;8.766666666666667;G04;249931.3134441359;262593.7188099476;88357.27270270255;248578.7822584452
10291;8.775;G04;270203.73141951335;283893.20926620794;95524.10401611445;268741.49378230516
10301;8.783333333333333;G04;271345.8393096701;285093.1803863752;95927.86910227298;269877.4210281978
10310;8.791666666666666;G04;246029.1108065328;258493.81676871245;86977.74175141593;244697.69682575535
10319;8.8;G04;261542.7454926073;274793.4271230023;92462.21839293119;260127.3777469847
10328;8.808333333333334;G04;284860.78474477405;299292.8408147222;100705.7566863293;283319.2288283172
10337;8.816666666666666;G04;253643.16435306307;266493.6252298814;89669.5093267267;252270.54607207494
10346;8.825;G04;277437.0822178057;291493.0272298144;98081.28318759063;275935.70049578114
10355;8.833333333333334;G04;258021.2452486851;271093.5152068095;91217.27572013396;256624.93449450022
10364;8.841666666666667;G04;264588.36641483963;277993.3499859417;93538.92524757223;263156.516951819
10374;8.85;G04;272392.7716900459;286193.154068412;96297.98715014548;270918.6878171987
10384;8.858333333333333;G04;268966.4476650186;282593.24033539;95086.69176632466;267510.90572688245
10394;8.866666666666667;G04;269727.8528069375;283393.2209579948;95355.86844864863;268268.1904399315
10403;8.875;G04;252881.75921114424;265693.64460727654;89400.33264440273;251513.26135902596
10413;8.883333333333333;G04;257830.89387456613;270893.5199580283;91149.98151821665;256435.61322807838
10423;8.891666666666667;G04;255737.02946837162;268693.572966475;90409.74554781688;254353.08000271497
10433;8.9;G04;265730.4746595534;279193.32147862914;93942.69045907597;264292.4445503499
10443;8.908333333333333;G04;294473.5275422749;309392.599201834;104104.11331909901;292879.9511957468
10453;8.916666666666666;G04;258401.947996923;271493.505704372;91351.86412396852;257003.57702734385
10463;8.925;G04;274010.7581927785;287893.1134967924;96869.98780376984;272527.91840546497
10473;8.933333333333334;G04;252691.4078370253;265493.6493584953;89333.03844248546;251323.94009260414
10483;8.941666666666666;G04;285622.1902412499;300092.82180984714;100974.93349399847;284076.5138940045
10493;8.95;G04;276009.44708919205;289993.0630502152;97576.57673588356;274515.7911739367
10503;8.958333333333334;G04;278198.48771428154;292293.0082249393;98350.45999525978;276692.9855614684
10513;8.966666666666667;G04;276199.798817868;290193.05867151654;97643.87106314604;274705.11279299675
10523;8.975;G04;263636.60989880183;276993.37411455566;93202.45436333098;262209.9109723482
10533;8.983333333333333;G04;261447.56962826932;274693.4293123516;92428.57122929995;260032.71693745465
10543;8.991666666666667;G04;259068.17762906084;272193.48888884624;91587.39376800643;257666.20128350105
10553;9.0;G04;262589.6775184261;275893.400432519;92832.3363154585;261168.64418334732
10563;9.008333333333333;G04;261257.21825415036;274493.4340635704;92361.27702738266;259843.39567103283
10573;9.016666666666667;G04;269823.0283167184;283493.21839612536;95389.51548693466;268362.8508968232
10583;9.025;G04;267729.16391052393;281293.27140457206;94649.2795165349;266280.31767145987
10593;9.033333333333333;G04;268205.0421685428;281793.25934026507;94817.5149586555;266753.62066119525
10603;9.041666666666666;G04;273534.87993475964;287393.1255610994;96701.75236164921;272054.6154157296
10613;9.05;G04;264873.8936532966;278293.3430453736;93639.86661312076;263440.4990277708
10623;9.058333333333334;G04;267253.285297948;280793.2830963589;94481.04394906906;265807.0143290861
10633;9.066666666666666;G04;253833.51572718204;266693.6204786626;89736.80352864398;252459.86733849678
10643;9.075;G04;260019.93449965565;273193.46513275243;91923.86477759288;258612.80761561016
10653;9.083333333333334;G04;271821.717567689;285593.1683220683;96096.10454439362;270350.72401793324
10663;9.091666666666667;G04;276770.85258566786;290793.0440453401;97845.75354355271;275273.0762396239
10673;9.1;G04;274867.3391990353;288793.0919300479;97172.81164972503;273379.86392804404
10683;9.108333333333333;G04;266587.0556658102;280093.29991188465;94245.51430503116;265144.3900729289
10693;9.116666666666667;G04;256879.13735852836;269893.5440866423;90813.51063397541;255489.00724860758
10703;9.125;G04;260305.46138355558;273493.4578196642;92024.80601779622;258896.78933892376
10713;9.133333333333333;G04;270013.3800453944;283693.2140174267;95456.80981419716;268552.1725158834
10723;9.141666666666667;G04;262018.6237506262;275293.41505869536;92630.45383505181;260600.68073672013
10733;9.15;G04;276675.6767213299;290693.0462346895;97812.10637992148;275178.4154300939
10743;9.158333333333333;G04;275343.2174570542;289293.0798657409;97341.04709184564;273853.1669177794
10753;9.166666666666666;G04;267443.636672067;280993.2783451401;94548.33815098637;265996.335595508
10763;9.175;G04;260400.63689333654;273593.45525779476;92058.45305608226;258991.4497958155
10773;9.183333333333334;G04;275152.86608293524;289093.0846169597;97273.75288992836;273663.8456513576
10783;9.191666666666666;G04;267633.9880461859;281193.27359392133;94615.63235290365;266185.65686192975
10793;9.2;G04;262589.6775184261;275893.400432519;92832.3363154585;261168.64418334732
10802;9.208333333333334;G04;263065.55577644496;276393.388368212;93000.5717575791;261641.9471730827
10811;9.216666666666667;G04;278674.3663268575;292792.9965331525;98518.69556272561;277166.2889038421
10820;9.225;G04;265064.2450274155;278493.33829415485;93707.16081503805;263629.82029419264
10829;9.233333333333333;G04;275057.69057315425;288993.0871788291;97240.1058516423;273569.18519446586
10838;9.241666666666667;G04;256117.73186205252;269093.5630915173;90544.33382630626;254731.72218292032
10847;9.25;G04;259639.23175141774;272793.47463519;91789.2763737583;258234.16508276653
10856;9.258333333333333;G04;263636.60989880183;276993.37411455566;93202.45436333098;262209.9109723482
10865;9.266666666666667;G04;265635.2987952154;279093.32366797846;93909.04329544472;264197.78374081984
10874;9.275;G04;273725.23095432157;287593.1204373605;96769.0464382213;272243.93632951315
10883;9.283333333333333;G04;268300.2180328808;281893.25715091574;94851.16212228675;266848.2814707253
10892;9.291666666666666;G04;268585.74491678074;282193.2498378275;94952.10336249009;267132.2631940389
10901;9.3;G04;261066.86688003142;274293.4388147892;92293.98282546537;259654.07440461102
10910;9.308333333333334;G04;267538.8121818479;281093.27578327066;94581.9851892724;266090.9960523997
10919;9.316666666666666;G04;251073.42133429265;263793.6899301149;88761.0377888611;249714.70950433784
10928;9.325;G04;260400.63689333654;273593.45525779476;92058.45305608226;258991.4497958155
10937;9.333333333333334;G04;258021.2452486851;271093.5152068095;91217.27572013396;256624.93449450022
10946;9.341666666666667;G04;261733.09651216926;274993.4219992634;92529.51246950329;260316.69866076825
10955;9.35;G04;270298.90692929435;283993.20670433855;95557.75105440049;268836.15423919697
10964;9.358333333333333;G04;265444.94777565345;278893.32879171736;93841.74921887263;264008.46282703633
10973;9.366666666666667;G04;272963.82581240276;286793.1398147557;96499.86975589735;271486.65161646414
10982;9.375;G04;267633.98840074294;281193.27396644145;94615.63247824884;266185.65721456805
10991;9.383333333333333;G04;274772.1633346973;288693.0941193972;97139.16448609378;273285.203118514
11000;9.391666666666667;G04;265825.6505238913;279293.31928927975;93976.33762270719;264387.1053598799
11009;9.4;G04;273154.1771865217;286993.13506353693;96567.16395781463;271675.97288288595
11018;9.408333333333333;G04;261828.27237650723;275093.4198099141;92563.15963313452;260411.35947029828
11028;9.416666666666666;G04;259734.4076157557;272893.47244584066;91822.92353738955;258328.8258922966
11037;9.425;G04;268490.56905244273;282093.25202717684;94918.45619885884;267037.6023845088
11046;9.433333333333334;G04;256308.0832361715;269293.55834029854;90611.62802822355;254921.04344934213
11056;9.441666666666666;G04;254880.4481075578;267793.59416069934;90106.92157651648;253501.13412749764
11066;9.45;G04;272202.4203159269;285993.15881963074;96230.69294822818;270729.3665507768
11075;9.458333333333334;G04;272392.7716900459;286193.154068412;96297.98715014548;270918.6878171987
11085;9.466666666666667;G04;255451.50222991468;268393.579907043;90308.80418226834;254069.0979267631
11095;9.475;G04;261637.92064783128;274893.4241886127;92495.86530587204;260222.03785123822
11105;9.483333333333333;G04;262208.97512474516;275493.4103074766;92697.7480369691;260790.00200314194
11115;9.491666666666667;G04;271821.717567689;285593.1683220683;96096.10454439362;270350.72401793324
11125;9.5;G04;246980.86767712756;259493.7930126186;87314.21276100237;245644.30315786443
11135;9.508333333333333;G04;261257.21825415036;274493.4340635704;92361.27702738266;259843.39567103283
11145;9.516666666666667;G04;273534.8795802026;287393.1251885793;96701.75223630402;272054.61506309133
11155;9.525;G04;254975.62397189578;267893.59197135;90140.56874014772;253595.79493702768
11164;9.533333333333333;G04;256117.73186205252;269093.5630915173;90544.33382630626;254731.72218292032
11173;9.541666666666666;G04;264207.6640211587;277593.35986089933;93404.33696908284;262777.8747716136
11182;9.55;G04;259068.17762906084;272193.48888884624;91587.39376800643;257666.20128350105
11191;9.558333333333334;G04;258211.59662280403;271293.51045559073;91284.56992205123;256814.255760922
11200;9.566666666666666;G04;262494.5020086451;275793.40299438837;92798.68927717244;261073.98372645554
11210;9.575;G04;266872.5825497101;280393.2925987964;94346.4555452345;265428.37179624254
11219;9.583333333333334;G04;262304.15063452616;275593.40774560714;92731.39507525516;260884.66246003372
11228;9.591666666666667;G04;271821.717567689;285593.1683220683;96096.10454439362;270350.72401793324
11237;9.6;G04;269156.7990391376;282793.23558417126;95153.98596824196;267700.2269933043
11246;9.608333333333333;G04;266016.0018980103;279493.31453806104;94043.63182462449;264576.4266263018
11254;9.616666666666667;G04;273820.40646410256;287693.1178754911;96802.69347650735;272338.5967864049
11264;9.625;G04;256783.96184874736;269793.54664851166;90779.86359568936;255394.3467917158
11273;9.633333333333333;G04;272392.7716900459;286193.154068412;96297.98715014548;270918.6878171987
11283;9.641666666666667;G04;276199.798817868;290193.05867151654;97643.87106314604;274705.11279299675
11293;9.65;G04;267253.285652505;280793.28346887894;94481.04407441425;265807.0146817244
11303;9.658333333333333;G04;264398.01539527765;277793.35510968056;93471.63117100012;262967.1960380354
11313;9.666666666666666;G04;274867.3391990353;288793.0919300479;97172.81164972503;273379.86392804404
11323;9.675;G04;268300.2176783238;281893.2567783956;94851.16199694156;266848.281118087
11333;9.683333333333334;G04;258497.12350670397;271593.5031425025;91385.51116225457;257098.2374842356
11343;9.691666666666666;G04;259829.58312553668;272993.4698839712;91856.57057567559;258423.48634918834
11352;9.7;G04;255165.97534601475;268093.58722013124;90207.86294206501;253785.11620344952
11361;9.708333333333334;G04;253643.16470762008;266493.6256024015;89669.5094520719;252270.54642471322
11370;9.716666666666667;G04;257450.19148088523;270493.52983298595;91015.39323972729;256056.97104787306
11379;9.725;G04;262589.6775184261;275893.400432519;92832.3363154585;261168.64418334732
11388;9.733333333333333;G04;250597.54307627375;263293.70199442183;88592.80234674047;249241.40651460242
11396;9.741666666666667;G04;254690.09673343884;267593.5989119181;90039.6273745992;253311.8128610758
11404;9.75;G04;266872.5829042671;280393.29297131655;94346.4556705797;265428.3721488808
11413;9.758333333333333;G04;266491.8801560292;279993.30247375404;94211.8672667451;265049.72961603716
11422;9.766666666666667;G04;259448.88037729877;272593.47938640876;91721.98217184101;258044.8438163447
11431;9.775;G04;273630.0554445406;287493.12299922993;96735.39939993524;272149.27587262134
11440;9.783333333333333;G04;266682.2315301481;280193.29772253527;94279.1614686624;265239.0508824589
11449;9.791666666666666;G04;272297.5958257079;286093.1562577613;96264.33998651423;270824.0270076686
11457;9.8;G04;280387.5283393711;294592.9533996635;99124.34325463601;278870.1799490002
11465;9.808333333333334;G04;277056.3794695678;291093.03673225193;97946.69478375604;275557.0579629375
11474;9.816666666666666;G04;277151.5553339058;291193.0345429026;97980.3419473873;275651.7187724676
11483;9.825;G04;280292.3524750331;294492.95558901277;99090.69609100476;278775.5191394701
11492;9.833333333333334;G04;270203.73141951335;283893.20926620794;95524.10401611445;268741.49378230516
11501;9.841666666666667;G04;270869.9610516512;284593.1924506822;95759.63366015237;269404.1180384624
11510;9.85;G04;270774.7851873132;284493.19464003155;95725.98649652112;269309.45722893236
11519;9.858333333333333;G04;263541.43438902084;276893.3766764251;93168.80732504492;262115.25051545637
11528;9.866666666666667;G04;273154.1771865217;286993.13506353693;96567.16395781463;271675.97288288595
11536;9.875;G04;275533.5688311732;289493.0751145222;97408.34129376295;274042.4881842013
11544;9.883333333333333;G04;260686.16413179348;273893.44831722666;92159.39442163079;259275.4318717674
11552;9.891666666666667;G04;252786.58334680626;265593.64679662586;89366.6854807715;251418.6005494959
11561;9.9;G04;267633.98840074294;281193.27396644145;94615.63247824884;266185.65721456805
11570;9.908333333333333;G04;269251.97454891854;282893.23302230175;95187.63300652799;267794.8874501961
11579;9.916666666666666;G04;277912.9604758246;291993.0151655074;98249.51862971125;276409.0034855165
11588;9.925;G04;264302.8395309397;277693.35729902994;93437.9840073689;262872.5352285054
11596;9.933333333333334;G04;258592.29937104197;271693.50095315324;91419.15832588582;257192.89829376567
11604;9.941666666666666;G04;266016.0018980103;279493.31453806104;94043.63182462449;264576.4266263018
11612;9.95;G04;268871.2721552377;282493.2428972594;95053.04472803863;267416.24526999076
11620;9.958333333333334;G04;255546.67773969565;268493.5773451736;90342.45122055439;254163.75838365484
11628;9.966666666666667;G04;270013.3800453944;283693.2140174267;95456.80981419716;268552.1725158834
11636;9.975;G04;264969.0695176345;278393.3408560243;93673.51377675199;263535.1598373009
11644;9.983333333333333;G04;269918.2041810564;283593.21620677604;95423.16265056591;268457.5117063533
11652;9.991666666666667;G04;267158.10978816706;280693.2856582283;94447.39691078303;265712.35387219436
11660;10.0;G04;265920.8260336723;279393.31672741036;94009.98466099324;264481.7658167717
11668;10.008333333333333;G04;267158.10978816706;280693.2856582283;94447.39691078303;265712.35387219436
11676;10.016666666666667;G04;285812.54126081185;300292.81668610824;101042.22757057055;284265.834807788
11684;10.025;G04;251073.42133429265;263793.6899301149;88761.0377888611;249714.70950433784
11692;10.033333333333333;G04;275248.04159271624;289193.0820550903;97307.39992821442;273758.5061082494
11701;10.041666666666666;G04;271441.0151740081;285193.1781970259;95961.51626590423;269972.08183772786
11709;10.05;G04;270394.0824390753;284093.20414246904;95591.39809268653;268930.81469608867
11717;10.058333333333334;G04;262304.15027996915;275593.407373087;92731.39494990995;260884.66210739544
11725;10.066666666666666;G04;271631.36619357;285393.173073287;96028.81034247631;270161.40275151137
11733;10.075;G04;264398.01504072064;277793.35473716044;93471.63104565493;262967.19568539714
11741;10.083333333333334;G04;266301.52878191025;279793.3072249728;94144.57306482783;264860.40834961535
11750;10.091666666666667;G04;266301.52878191025;279793.3072249728;94144.57306482783;264860.40834961535
11759;10.1;G04;264493.19090505864;277893.35254781117;93505.27820928617;263061.8564949272
11768;10.108333333333333;G04;267348.461162286;280893.28090700955;94514.69111270031;265901.6751386162
11776;10.116666666666667;G04;273915.5823284405;287793.1156861417;96836.34064013857;272433.2575959349
11784;10.125;G04;263255.9071505639;276593.38361699315;93067.8659594964;261831.2684395045
11792;10.133333333333333;G04;260971.69101569342;274193.4410041385;92260.33566183412;259559.41359508096
11800;10.141666666666667;G04;273820.40681865957;287693.1182480112;96802.69360185254;272338.5971390432
11808;10.15;G04;270584.4338131943;284293.1993912503;95658.69229460382;269120.13596251054
11816;10.158333333333333;G04;279435.7714687763;293592.9771557573;98787.87224504957;277923.5736168911
11824;10.166666666666666;G04;266682.2311755911;280193.29735001514;94279.16134331719;265239.05052982067
11832;10.175;G04;267253.285297948;280793.2830963589;94481.04394906906;265807.0143290861
11840;10.183333333333334;G04;271821.717567689;285593.1683220683;96096.10454439362;270350.72401793324
11848;10.191666666666666;G04;264112.4881568207;277493.36205024866;93370.68980545159;262683.21396208357
11857;10.2;G04;272392.7716900459;286193.154068412;96297.98715014548;270918.6878171987
11866;10.208333333333334;G04;276580.5012115489;290593.0487965589;97778.45934163543;275083.7549732021
11875;10.216666666666667;G04;256022.55599771455;268993.56528086663;90510.68666267501;254637.06137339026
11884;10.225;G04;263351.0830149019;276693.3814276439;93101.51312312765;261925.92924903455
11893;10.233333333333333;G04;275914.27157941106;289893.06561208464;97542.92969759752;274421.13071704487
11902;10.241666666666667;G04;278769.5418366384;292892.993971283;98552.34260101165;277260.94936073385
11911;10.25;G04;264588.36676939664;277993.35035846184;93538.92537291742;263156.51730445726
11920;10.258333333333333;G04;264398.01539527765;277793.35510968056;93471.63117100012;262967.1960380354
11929;10.266666666666667;G04;269537.5014328185;283193.2257092135;95288.57424673132;268078.86917350965
11938;10.275;G04;275438.3933213922;289393.07767639164;97374.69425547689;273947.8277273095
11947;10.283333333333333;G04;281815.16311342776;296092.91720674257;99629.04958099789;280290.0889182064
11956;10.291666666666666;G04;275533.5688311732;289493.0751145222;97408.34129376295;274042.4881842013
11965;10.3;G04;266206.35291757225;279693.30941432214;94110.92590119658;264765.7475400853
11974;10.308333333333334;G04;284765.6088804361;299192.84300407156;100672.10952269807;283224.5680187872
11983;10.316666666666666;G04;271441.0151740081;285193.1781970259;95961.51626590423;269972.08183772786
11992;10.325;G04;262780.02889254503;276093.39568130014;92899.63051737577;261357.9654497691
12001;10.333333333333334;G04;268014.69079442386;281593.26409148384;94750.22075673823;266564.29939477344
12010;10.341666666666667;G04;256879.13735852836;269893.5440866423;90813.51063397541;255489.00724860758
12019;10.35;G04;257450.19148088523;270493.52983298595;91015.39323972729;256056.97104787306
12028;10.358333333333333;G04;266967.75841404806;280493.29040944704;94380.10270886573;265523.03260577255
12037;10.366666666666667;G04;245267.70531005695;257693.8357735875;86708.56494374678;243940.41176006806
12046;10.375;G04;259448.88037729877;272593.47938640876;91721.98217184101;258044.8438163447
12055;10.383333333333333;G04;274867.3391990353;288793.0919300479;97172.81164972503;273379.86392804404
12064;10.391666666666667;G04;278103.3122045006;292193.0107868088;98316.81295697375;276598.32510457665
12073;10.4;G04;285717.36575103085;300192.8192479777;101008.5805322845;284171.17435089627
12082;10.408333333333333;G04;282862.0954938035;297192.89088877925;99999.16762887036;281331.3557072073
12091;10.416666666666666;G04;292474.83829130436;307292.64927589113;103397.52426164006;290892.07807463687
12100;10.425;G04;287906.4060215634;302492.7640501817;101782.46366631554;286348.3683857898
12109;10.433333333333334;G04;312556.90489256283;328392.14448337024;110497.06137313467;310865.468332075
12118;10.441666666666666;G04;288477.4604984773;303092.7501690456;101984.3463974126;286916.3325376935
12127;10.45;G04;291903.7845235045;306692.6639020675;103195.6417812334;290324.1146280097
12136;10.458333333333334;G04;281529.6362295278;295792.9245198308;99528.10834079456;280006.10719489283
12145;10.466666666666667;G04;266777.4070399291;280293.2951606658;94312.80850694844;265333.71133935073
12154;10.475;G04;291142.3790270287;305892.6829069426;102926.46497356426;289566.8295623224
12163;10.483333333333333;G04;274105.9337025595;287993.110934923;96903.63484205588;272622.5788623568
12172;10.491666666666667;G04;265064.2450274155;278493.33829415485;93707.16081503805;263629.82029419264
