id;epoch;svs;Ispb;Vtec;Vtec2;Vtec3
5;0;G27;296852.9191869264;311892.5392528193;286357.9436888047;127212.88494485349
15;30;G27;215668.07142107858;226594.57961712708;208043.31525734987;92422.05746574448
24;60;G27;202248.30185031262;212494.91699943083;195097.989910415;86671.17043701594
32;90;G27;305799.4323522894;321292.31445545686;294988.16070076864;131046.80968131963
40;120;G27;325120.09381162905;341591.8290403312;313625.7570611406;139326.45567576497
49;150;G27;314174.8913952955;330092.1039117507;303067.51270975056;134636.01577879227
58;180;G27;437903.26436286874;460088.99438590655;422421.5771939382;187658.37890006087
66;210;G27;442186.16939415276;464588.886552184;426553.06386124855;189493.7683126588
74;240;G27;242983.48917518646;255293.8931607328;234393.0202913824;104127.76379833349
83;270;G27;328165.71508841834;344791.75227579067;316563.7030596675;140631.6214465143
92;300;G27;306846.3647326651;322392.28813749354;295998.07970189134;131495.4604435037
100;330;G27;394979.0367674623;414990.07342240046;381014.8981479059;169263.69765051355
108;360;G27;349009.1871861527;366691.22847839474;336670.2724193029;149563.85032633433
117;390;G27;255356.3267201337;268293.5824689125;246328.4269792165;109430.00021681926
126;420;G27;282671.74411968456;296992.8956399981;272678.1316712271;121135.70639746694
135;450;G27;343203.471516474;360591.3746943875;331069.8127527291;147075.87802836174
144;480;G27;385556.64534408046;405090.3102840699;371925.62713780126;165225.84079085683
153;510;G27;325976.67481788585;342491.80747358664;314452.05439460266;139693.53355828454
162;540;G27;322264.8235544017;338591.9006811328;310871.4323882524;138102.86263273883
170;570;G27;310177.5132479114;325892.20443238504;299211.4583729203;132922.98560972046
180;600;G27;289238.8656403961;303892.73079165036;279013.0783504655;123949.97036603882
189;630;G27;444565.56139336125;467088.8269756894;428848.334535996;190513.42923249435
198;660;G27;374325.916043847;393290.59246857767;361091.9504559312;160413.04165035803
208;690;G27;358717.1054934345;376890.9843036371;346034.97575988754;153724.06642951712
217;720;G27;388697.44213065074;408390.23095766;374955.38379914756;166571.79292546777
226;750;G27;347771.90378621494;365391.2599200969;335476.7320925414;149033.62683642705
236;780;G27;313127.9593694767;328992.13060223404;302057.5940506497;134187.36516854947
245;810;G27;355005.2545845073;372991.07788370334;342454.3540955593;152133.3956559127
254;840;G27;303039.33795939997;318392.3839069091;292325.6470327217;129864.00315409637
264;870;G27;216810.17966579236;227794.55110981452;209145.04526331395;92911.49474373148
274;900;G27;243840.07018144327;256193.8715939883;235219.31762484447;104494.84168085307
283;930;G27;329022.29644923215;345691.73108156625;317390.00073515147;140998.6994809752
292;960;G27;397168.07668343786;417290.0178520844;383126.54647094884;170201.78538680202
301;990;G27;357574.99760327773;375691.0131834698;344933.2460959454;153234.62930347145
309;1020;G27;355481.1328425262;373491.06581939635;342913.40809369995;152337.32777910327
317;1050;G27;317886.74265877967;333992.0107042046;306648.13471610076;136226.686704338
325;1080;G27;334161.782486773;351091.6016810993;322347.78473592387;143201.1667760927
333;1110;G27;336826.7010153244;353891.5344189963;324918.48739912943;144343.18678751303
341;1140;G27;327594.66132061847;344191.76690196706;316012.8383987074;140386.9029594621
349;1170;G27;392504.4689039159;412390.13518824446;378627.8164683172;168203.2502148751
357;1200;G27;320456.4860321071;336691.9463764912;309127.02705850895;137327.92050383805
