;epoch;svs;Ispb;Vtec;Vtec2;Vtec3
13669;42960;G27;351959.63330771803;369791.15464824386;339516.4080970324;150828.22988516337
13671;42960;G04;318838.4995293744;334991.98694811075;307566.2430544041;136634.55110266048
13672;42990;G30;422960.68415370805;444389.3701504804;408007.2788477398;181254.90898595762
13675;42990;G07;107548.50900391786;112997.29730791181;103746.22546920588;46088.669565316806
13677;42990;G27;336350.8227573055;353391.5464833033;324459.4334009887;144139.25466432245
13679;42990;G04;314365.24276941444;330292.09916053194;303251.1343774112;134717.58865845675
13680;43020;G30;426387.0078241783;447989.28351098235;411312.4678395662;182723.22036409468
13683;43020;G07;104693.2387466905;109997.36894871341;100991.90079631771;44865.076522290656
13685;43020;G27;349199.5385602716;366891.22372717597;336853.89408696356;149645.4232059988
13687;43020;G04;240508.921666197;252693.95529909688;232005.93895381555;103067.31651463633
13688;43050;G30;439330.8991369254;461588.9581929856;423798.73918836034;188270.17526963263
13691;43050;G07;114305.98154419135;120097.12733582524;110264.79347408302;48984.50626161188
13693;43050;G27;345487.68765134446;362991.3173072422;333273.27242263523;148054.7524323944
13695;43050;G04;349199.5385602716;366891.22372717597;336853.89408696356;149645.4232059988
13696;43080;G30;406400.1170872578;426989.78611415386;392032.19615541474;174158.06951873554
13699;43080;G07;116304.6704406049;122197.07688924803;112192.82047148718;49841.02127017714
13701;43080;G27;358146.0517256346;376290.9989298135;345484.11109892745;153479.34794246496
13703;43080;G04;264778.7177889586;278193.34523472295;255417.6976472992;113467.85692453467
13704;43110;G30;438759.84536912554;460988.972819162;423247.8745274003;188025.45678258047
13707;43110;G07;116019.14355670496;121897.08420233623;111917.38814100715;49718.66202665104
13709;43110;G27;374135.56466972805;393090.59721979644;360908.32878827053;160331.46877069355
13711;43110;G04;293712.1220457991;308592.6182067091;283328.1866854365;125866.93265830126
13712;43140;G30;469406.4116384796;493188.20265765913;452810.95823246165;201158.68828138616
13715;43140;G07;121539.33269704072;127696.94567195179;117242.41581912282;52084.27523303884
13717;43140;G27;355576.3083523072;373591.0632575269;343005.2187565193;152378.11414296489
13719;43140;G04;351483.7546951421;369291.1663400307;339057.3537568697;150624.29761003147
13720;43170;G30;413538.2923757692;434489.60663962975;398918.00749561324;177217.0519743596
13723;43170;G07;121158.62959424581;127296.95480186921;116875.17214177953;51921.12932176855
13725;43170;G27;335018.3634930298;351991.5801143547;323174.0820693859;143568.24465861227
13727;43170;G04;217952.2875559491;228994.5222299818;210246.77492725605;93400.93186977715
13728;43200;G30;403830.37371393037;424289.85044186725;389553.3038130066;173056.8357192355
13731;43200;G07;114877.03531199122;120697.11270964882;110815.65813504311;49229.22474866406
13733;43200;G27;334732.83660912985;351691.58742744295;322898.6497389059;143445.88541508617
13735;43200;G04;330259.5798491699;346991.69963986415;318583.54106191295;141528.92297088247
13736;43230;G30;436570.804744036;458689.02764443785;421136.2255203134;187087.36874240937
13739;43230;G07;107548.50900391786;112997.29730791181;103746.22546920588;46088.669565316806
13741;43230;G27;352721.03844963684;370591.13527084864;340250.8944256531;151154.52125188004
13743;43230;G04;373088.63228935224;391990.62353775965;359898.4097871478;159882.81800850946
13744;43260;G30;432573.4265966519;454489.1281650722;417280.1711834832;185374.33857333756
13747;43260;G07;104407.71186279057;109697.37626180162;100716.46846583768;44742.71727876456
13750;43260;G27;376705.30768849846;395790.5325195629;363387.22078865673;161432.7024182523
13752;43260;G04;350436.82231476635;368191.19265799393;338047.434755747;150175.64684784738
13753;43290;G30;405543.536081001;426089.8076808984;391205.8988219527;173790.99163621597
13756;43290;G07;113449.40053793455;119197.14890256975;109438.49614062096;48617.4283790923
13759;43290;G27;385651.82049930445;405190.30734968034;372017.4374585987;165266.62700277712
13761;43290;G04;319695.0805356313;335891.96538136626;308392.54038786626;137001.62898518008
13763;43320;G30;427433.94055911107;449089.2575655392;412322.3871827108;183171.87127822006
13766;43320;G07;117351.60282098065;123297.05057128475;113202.73947260992;50289.67203236122
13768;43320;G27;374516.2670634089;393490.5873448388;361275.5717815699;160494.61437808123
13770;43320;G04;326547.7289402427;343091.7932199304;315002.9193975847;139938.25219727805
13772;43350;G30;432478.2510868709;454389.13072694157;417188.3605206638;185333.55220947595
13775;43350;G07;99934.45510283057;104997.48847422279;96401.35978884473;42825.754834560845
13777;43350;G27;371660.99716073857;390490.65935816045;358521.2474507037;159271.02148699638
13779;43350;G04;352245.15983706096;370091.1469626355;339791.8400854905;150950.58897674817
13781;43380;G30;429908.5080681005;451689.1954271751;414709.46852027765;184232.3185619172
13784;43380;G07;107167.80590112295;112597.30643782923;103378.98179186259;45925.52365404651
13786;43380;G27;370994.76717404375;389790.67580116616;357878.5714428804;158985.5163322
13788;43380;G04;371185.1185481627;389990.6710499473;358062.19311054103;159067.0892118645
13790;43410;G30;416869.44089101546;437989.5229345212;402131.3861666421;178644.57714057635
13793;43410;G07;100695.86024474939;105797.4690968276;97135.84611746547;43152.046201277524
13795;43410;G27;321217.8911740259;337491.926999096;309861.51338712964;137654.21187055472
13797;43410;G04;399832.9959211033;420089.9513350217;385697.2498181983;171343.805702105
13799;43440;G30;458366.03371236514;481588.4800909481;442160.90321825224;196427.4620205519
13802;43440;G07;101171.7388573253;106297.45740504075;97594.90045762814;43355.97847640942
13804;43440;G27;319980.6074195312;336191.9580682781;308667.9727183463;137123.98822870618
13806;43440;G04;436570.804744036;458689.02764443785;421136.2255203134;187087.36874240937
13808;43470;G30;421152.3462768565;442489.41547331883;406262.8731759744;180479.96670511557
13811;43470;G07;105359.46837882836;110697.35213318768;101634.5764621191;45150.581525145746
13813;43470;G27;341204.7819109464;358491.4243959245;329141.785071281;146219.36271591386
13815;43470;G04;419724.7111482428;440989.45129371964;404885.71083953034;179868.17018360252
13817;43500;G30;459888.84470531676;483188.442081198;443629.8765595376;197080.04505786786
13820;43500;G07;94604.61733661377;99397.62225338844;91259.95377838972;40541.71450783754
13822;43500;G27;349770.5926826285;367491.20947351964;337404.7590899456;149890.1418449923
13824;43500;G04;450371.2774175969;473188.6811322167;434448.7945445917;193001.40168240824
13826;43530;G30;406971.17120961467;427589.7718604976;392583.06115839677;174402.78815772905
13829;43530;G07;100410.33336084946;105497.4764099158;96860.41378698543;43029.68695775143
13831;43530;G27;369376.7806713111;388090.7163727857;356317.7874387756;158292.14693102243
13833;43530;G04;438569.49434956355;460788.97794290085;423064.2532017615;187943.88405485725
13835;43560;G30;435523.87271821726;457589.05433492124;420126.3068612127;186638.7181321666
13838;43560;G07;101171.7388573253;106297.45740504075;97594.90045762814;43355.97847640942
13840;43560;G27;388126.38800829387;407790.2452113163;374404.51879616553;166327.0742864743
13842;43560;G04;350627.1736888853;368391.18790677516;338231.05642340763;150257.21972751187
13844;43590;G30;447991.8857729455;470688.7410812315;432153.5242118662;191981.740914514
13847;43590;G07;102409.02225726302;107597.42596333861;98788.4407843896;43886.201966316694
13849;43590;G27;328641.5937009942;345291.7405840038;317022.7573998301;140835.5537216462
13851;43590;G04;391362.36101375916;411190.16406807717;377526.08680437505;167713.81308882943
13853;43620;G30;432192.724202971;454089.1380400298;416912.92819018377;185211.19296594986
13856;43620;G07;102599.37363138197;107797.42121211984;98972.06245205028;43967.77484598119
13858;43620;G27;342442.06601999816;359791.3936992626;330335.3260820864;146749.58650970375
13860;43620;G04;321693.7694320448;337991.91493478906;310320.5673852704;137858.14399374533
13862;43650;G30;438093.6157369877;460288.9896346877;422605.19886159885;187739.95177972535
13865;43650;G07;104217.36013411461;109497.38064050027;100532.84645615505;44661.144247158765
13867;43650;G27;354529.37632648845;372491.08994801034;341995.30009741854;151929.46353272212
13869;43650;G04;429432.6294555246;451189.20711896196;414250.414180115;184028.38628678533
13871;43680;G30;439711.6022397203;461988.94906306814;424165.98286570364;188433.32118090292
13874;43680;G07;102980.0767341769;108197.41208220243;99339.30612939359;44130.92075725149
13876;43680;G27;348152.60617989587;365791.2500451393;335843.9750858408;149196.77244381473
13878;43680;G04;392314.11788435397;412190.14031198336;378444.19514267845;168121.67748715193
13880;43710;G30;427148.41332065413;448789.26450610725;412046.9545102088;183049.51188275267
13883;43710;G07;113639.7515574965;119397.14377883085;109622.11746625969;48699.001106815485
13885;43710;G27;323216.58042499644;339591.87692503893;311789.54072655574;138510.72703106128
13887;43710;G04;349199.5389148286;366891.2240996961;336853.8944289855;149645.4233579401
13889;43740;G30;429147.1025716247;450889.2144320502;413974.98184963496;183906.02704325924
13892;43740;G07;102028.3198635821;107197.43583829625;98421.1977910902;43723.056358929
13894;43740;G27;359383.33548012935;377590.9678606315;346677.6517677109;154009.57158431353
13896;43740;G04;373945.21329560905;392890.60197101516;360724.7071206098;160249.89589102904
13897;43770;G30;414394.873382026;435389.58507288527;399744.3048290753;177584.12985687918
13900;43770;G07;111355.53577718302;116997.20153849629;107418.6581383755;47720.126854724134
13902;43770;G27;330735.45846174576;347491.6879480773;319042.5954020756;141732.85524601434
13904;43770;G04;403449.67132024944;423889.8603168249;389186.06081970717;172893.6901118478
13905;43800;G30;398595.71181205154;418789.9820316836;384503.7088073929;170813.5819083151
13908;43800;G07;120587.57547188894;126696.96905552551;116324.3071387975;51676.41068277506
13910;43800;G27;381083.3885841205;400390.4224964911;367610.5184608084;163308.87834665313
13912;43800;G04;429813.33220376255;451589.19761652447;414617.65751543635;184191.53204611433
13913;43830;G30;398310.1849281516;418489.98934477184;384228.2764769129;170691.222664789
13916;43830;G07;127916.1024890763;134396.78520230277;123393.74048867862;54816.966170004926
13919;43830;G27;369376.7810258681;388090.7167453058;356317.7877807976;158292.14708296373
13921;43830;G04;394503.15815488645;414490.0851141873;380555.8438077433;169059.76537538166
13922;43860;G30;418106.72500006715;439289.4922378593;403324.9271774475;179174.80093436624
13925;43860;G07;122110.38646484059;128296.93104577537;117793.2804800829;52328.99372009103
13928;43860;G27;392694.82063259184;412590.1308095458;378811.43847799976;168284.8232464809
13930;43860;G04;361001.32198286196;379290.92728901195;348238.43577181565;154702.9409854911
13931;43890;G30;399166.7662889654;419389.9681505474;385054.5741523969;171058.3006992499
13934;43890;G07;134863.92640346874;141696.6104789974;130095.93016121644;57794.3757459645
13937;43890;G27;374516.2674179659;393490.5877173589;361275.57212359185;160494.61453002255
13939;43890;G04;365474.578388265;383990.8147040707;352553.54410678666;156619.9032777535
13940;43920;G30;388507.0907565318;408190.2357088788;374771.7621314869;166490.2200458033
13943;43920;G07;139527.53453754768;146596.49351535746;134594.66050587004;59792.911069832706
13946;43920;G27;351293.40332102316;369091.17109124945;338873.732089209;150542.724730367
13948;43920;G04;339681.97127255175;356891.4627781947;327672.8120720176;145566.7798305392
13949;43950;G30;406114.58984880085;426689.79305472196;391756.76348291273;174035.71012326816
13952;43950;G07;133150.76439095513;139896.6536124864;128443.33549429232;57060.21998092533
13955;43950;G27;322074.4725348397;338391.90580487164;310687.8110626137;138021.2899050156
13957;43950;G04;359668.8627185863;377890.96092006343;346953.0844402129;154131.9309797809
13958;43980;G30;412301.00897583144;433189.6380813319;397724.46716885176;176686.82848445233
13961;43980;G07;131913.4806364604;138596.68468166844;127249.79482550888;56529.996339076744
13965;43980;G27;343964.8766583928;361391.3553169923;331804.29908134986;147402.1693950784
13967;43980;G04;319504.7291615123;335691.97013258503;308208.91872020555;136920.05610551557
13968;44010;G30;409065.0359703662;429789.7192245711;394602.8991606423;175300.0896820972
13971;44010;G07;134863.92675802574;141696.61085151753;130095.9305032384;57794.375897905804
13975;44010;G27;376705.30733394145;395790.5321470428;363387.2204466348;161432.702266311
13977;44010;G04;310082.3373835734;325792.2066217343;299119.64736807893;132882.19909391753
13978;44040;G30;406971.17120961467;427589.7718604976;392583.06115839677;174402.78815772905
13981;44040;G07;131437.60237844152;138096.69674597544;126790.7408273682;56326.06421588617
13985;44040;G27;379941.28033940675;399190.4510038037;366508.7884548443;162819.44106866614
13987;44040;G04;366140.8080204028;384690.7978885449;353196.219772588;156905.4082806086
13988;44070;G30;418487.4273937481;439689.4823629016;403692.17017074686;179337.94654175392
13991;44070;G07;118588.88657547538;124597.01950210272;114396.28014139333;50819.895674209794
13995;44070;G27;355481.1331970832;373491.06619191647;342913.4084357219;152337.3279310446
13997;44070;G04;306751.18922288413;322292.290699363;295906.269039072;131454.67407964208
13998;44100;G30;405067.6578229821;425589.8197452054;390746.844823812;173587.0595130254
14001;44100;G07;101362.09023144425;106497.45265382198;97778.52212528882;43437.55135607392
14005;44100;G27;324739.3910633911;341191.8385427687;313258.51372581924;139163.30991643597
14007;44100;G04;134102.5212615499;140896.6298563926;129361.44383259569;57468.08437924781
14008;44130;G30;423626.9137858459;445089.3533349547;408649.9545135412;181540.41398881274
14011;44130;G07;110498.9547709262;116097.22310524077;106592.36080491342;47353.048972204546
14015;44130;G27;362904.83501493756;381290.8790317841;350074.65176437853;155518.66947825346
14017;44130;G04;322645.52594808256;338991.89080617507;311238.6753815518;138266.00824012648
14018;44160;G30;407447.04946763354;428089.7597961906;393042.11515653745;174606.72028091963
14021;44160;G07;113068.69743513962;118797.15803248715;109071.25246327766;48454.282467822
14025;44160;G27;406685.64432571473;427289.7791735858;392307.62882791675;174280.42891420296
14027;44160;G04;357670.1731130587;375791.0106216004;345025.05675876484;153275.41566733306
14028;44190;G30;428956.75119750574;450689.21918326896;413791.3601819743;183824.45416359472
14031;44190;G07;114496.3329183103;120297.12258460648;110448.4151417437;49066.07914127637
14035;44190;G27;364713.1728917891;383190.8337089457;351819.0574361439;156293.6117590955
14037;44190;G04;342442.06601999816;359791.3936992626;330335.3260820864;146749.58650970375
14038;44220;G30;409065.0359703662;429789.7192245711;394602.8991606423;175300.0896820972
14041;44220;G07;117827.48107899955;123797.03850697778;113661.79347075064;50493.60415555181
14045;44220;G27;392409.2933941349;412290.13775011385;378536.00580549776;168162.4638510135
14047;44220;G04;247076.04318690856;259593.7904507492;238340.885633054;105881.58048320822
14048;44250;G30;426387.0081787353;447989.2838835025;411312.4681815881;182723.220516036
14051;44250;G07;110308.60339680724;115897.22785645955;106408.73913725275;47271.476092540055
14055;44250;G27;332067.9177260215;348891.65431702585;320327.9467336784;142303.86525172455
14057;44250;G04;311795.499750644;327592.16386076546;300772.242377025;133616.355010898
14058;44280;G30;415536.9812721827;436589.55619305256;400846.03449301736;178073.56698292488
14061;44280;G07;116304.6704406049;122197.07688924803;112192.82047148718;49841.02127017714
14065;44280;G27;397168.07703799487;417290.01822460454;383126.5468129708;170201.78553874334
14067;44280;G04;210909.28777721865;221594.69914263647;203452.7742498769;90382.73577801467
14068;44310;G30;423626.9137858459;445089.3533349547;408649.9545135412;181540.41398881274
14071;44310;G07;111926.58954498288;117597.18691231987;107969.52279933557;47964.84534177632
14075;44310;G27;310843.7428800492;326592.1876168593;299854.1340387216;133208.49061257552
14077;44310;G04;280387.5283393711;294592.9533996635;270474.6723433429;120156.83214537559
14078;44340;G30;416203.2112588776;437289.53975004697;401488.71050084074;178359.07213772126
14081;44340;G07;97935.76620641703;102897.5389208;94473.33279144057;41969.23982599559
14085;44340;G27;319219.20192305534;335391.9770731531;307933.48604770354;136797.69671004816
14087;44340;G04;216619.8282916734;227594.5558610333;208961.42359565326;92829.92186406697
14088;44370;G30;431621.6697260571;453489.151921166;416362.0628451798;184966.47417501506
14091;44370;G07;100124.80612239252;105197.48335048389;96584.98111448345;42907.32756228404
14095;44370;G27;373088.63228935224;391990.62353775965;359898.4097871478;159882.81800850946
14097;44370;G04;277627.43359192467;291693.0224785956;267812.158333274;118974.02546621104
14098;44400;G30;398405.3604379326;418589.9867829024;384320.08713973226;170732.00902865062
14101;44400;G07;111260.35991284503;116897.2037278456;107326.84713353417;47679.34033892123
14105;44400;G27;399261.9417987464;419489.965588678;385146.3848152163;171099.08706311148
14107;44400;G04;288382.2846341393;302992.75235839485;278186.7810170034;123582.89248351924
14108;44430;G30;432668.6024609899;454589.12597572285;417371.9821883245;185415.12508914046
14111;44430;G07;104502.88701801455;109797.37332741206;100808.27878663508;44783.50349068486
14115;44430;G27;354243.8490880315;372191.09688857844;341719.8674249166;151807.10413725473
14117;44430;G04;219475.09854890074;230594.48422023168;211715.74826854144;94053.51490709312
14118;44460;G30;427624.29193323;449289.2528143204;412506.00885037147;183253.44415788454
14121;44460;G07;105549.81975294731;110897.34738196891;101818.19812977978;45232.15440481024
14125;44460;G27;382701.3750868531;402090.38192487153;369171.3024649131;164002.2477478307
14127;44460;G04;279721.2983526762;293892.9698426691;269831.99633551954;119871.3269905792
14128;44490;G30;413347.94135620724;434289.61176336865;398734.3861699745;177135.47924663642
14131;44490;G07;94890.1442205137;99697.61494030023;91535.38610886976;40664.073751363634
14135;44490;G27;378513.64521079307;397690.4868242045;365131.62611840025;162207.6445471531
14137;44490;G04;132674.88613293623;139396.66567679337;127984.2814961516;56856.28785773474
14138;44520;G30;409540.9142283851;430289.7071602641;395061.95315878297;175504.0218052878
14141;44520;G07;102028.3198635821;107197.43583829625;98421.1977910902;43723.056358929
14145;44520;G27;317220.5130266418;333292.0275197303;306005.45905029937;135941.1817014829
14147;44520;G04;130390.66964350874;136996.72269141857;125780.8214842235;55877.413301760775
14148;44550;G30;402497.91480421164;422889.88444543886;388267.95282342576;172485.8258654666
14151;44550;G07;108309.9141458367;113797.27793051665;104480.71179782663;46414.960932033486
14155;44550;G27;340062.6740207897;357291.4532757572;328040.05540733895;145729.9255898682
14157;44550;G04;247076.04318690856;259593.7904507492;238340.885633054;105881.58048320822
14158;44580;G30;426006.3054304974;447589.29338594;410945.22484626673;182560.07475670698
14161;44580;G07;99553.75235459265;104597.4979766603;96034.11645352337;42662.60907523185
14165;44580;G27;334352.13350633497;351291.5965573604;322531.4060615626;143282.7395038159
14167;44580;G04;254975.62397189578;267893.59197135;245961.18364389517;109266.85445749026
14168;44610;G30;390600.95551728335;410390.18307295226;376791.60013373237;167387.52157017146
14171;44610;G07;105644.99526272829;110997.34482009948;101910.00879259914;45272.94076867184
14175;44610;G27;340728.90365292755;357991.4364602315;328682.73107314034;146015.43059272328
14177;44610;G04;148474.04734835366;155996.2683454749;143224.87717581203;63626.835654357536
14178;44640;G30;417726.02189727227;438889.5013677767;402957.68350010423;179011.65502309595
14181;44640;G07;98697.17134833585;103697.51954340482;95207.81912006131;42295.53119271227
14185;44640;G27;353863.1466943506;371791.10676353605;341352.62443161715;151643.95852986703
14187;44640;G04;268871.27180068067;282493.2425247393;259365.5629889708;115221.67360940941
14188;44670;G30;405638.711945339;426189.8054915491;391297.70982679405;173831.77815201887
14191;44670;G07;114401.15705397232;120197.12477395579;110356.60413690239;49025.29262547347
14195;44670;G27;382606.1992225151;401990.3841142208;369079.49146007176;163961.4612320278
14197;44670;G04;252310.70508878736;265093.6588609328;243390.48063866765;108124.83429412861
14198;44700;G30;408018.1035899904;428689.7455425343;393592.9801595195;174851.4389199131
14201;44700;G07;94604.61733661377;99397.62225338844;91259.95377838972;40541.71450783754
14205;44700;G27;350627.1736888853;368391.18790677516;338231.05642340763;150257.21972751187
14208;44730;G30;396882.5497995379;416990.02516517264;382851.11414046877;170079.42614327592
14211;44730;G07;105549.81975294731;110897.34738196891;101818.19812977978;45232.15440481024
14215;44730;G27;327880.1882045184;344491.7595888789;316288.2707291874;140509.2622029882
14218;44760;G30;407542.22533197154;428189.7576068413;393133.9261613788;174647.50679672253
14221;44760;G07;112021.76540932085;117697.18472297053;108061.33380417687;48005.63185757922
14225;44760;G27;381178.56444845843;400490.4203071417;367702.3294656497;163349.664862456
14227;44790;G30;403830.37371393037;424289.85044186725;389553.3038130066;173056.8357192355
14230;44790;G07;115257.73806022914;121097.1032072113;111182.90147036445;49392.37050799306
14234;44790;G27;316554.28339450393;332592.04433525604;305362.783384498;135655.67669862782
14236;44820;G30;400975.104165817;421289.9228277091;386798.9798241623;171833.24298009195
14239;44820;G07;105073.94114037142;110397.35907375577;101359.14378961711;45028.22212967835
14243;44820;G27;296662.5678128074;311692.54400403803;286174.322021144;127131.31206518898
14245;44850;G30;416869.44124557247;437989.5233070413;402131.3865086641;178644.57729251767
14248;44850;G07;112212.11678343982;117897.17997175177;108244.95547183756;48087.204737243715
14252;44850;G27;342537.2418843361;359891.3915099132;330427.1370869277;146790.37302550662
14254;44880;G30;407256.6984480716;427889.7649199295;392858.4938308988;174525.14755319644
14257;44880;G07;102313.84674748204;107497.42852520804;98696.63012157024;43845.4156024551
14261;44880;G27;360430.2678605051;378690.9415426682;347687.5707688336;154458.22234649758
14263;44910;G30;420295.7649160427;441589.4366675432;405436.5755004904;180112.8886706547
14266;44910;G07;113449.40018337754;119197.14853004963;109438.49579859902;48617.428227150995
14270;44910;G27;312937.60764080076;328792.13498093275;301873.97204096714;134105.7921369437
14272;44940;G30;387555.334240494;407190.2598374927;373853.65413520543;166082.3557994221
14275;44940;G07;102504.19812160099;107697.42377398927;98880.25178923091;43926.988482119596
14279;44940;G27;343203.471516474;360591.3746943875;331069.8127527291;147075.87802836174
14281;44970;G30;409255.38698992814;429989.7141008322;394786.52048628096;175381.6624098204
14284;44970;G07;106691.92764310405;112097.3185021362;102919.92779372187;45721.59153085591
14288;44970;G27;349580.24095395254;367291.21385221835;337221.13708026294;149808.56881338652
14290;45000;G30;419534.3597741238;440789.45604493836;404702.0891718696;179786.597303938
14293;45000;G07;100981.38748320633;106097.46215625951;97411.27878996746;43274.405596744924
14297;45000;G27;301040.6490629864;316292.4343534863;290397.6200353176;129007.48814553111
14299;45030;G30;420390.9407803806;441689.4344781938;405528.38650533167;180153.67518645758
14302;45030;G07;93081.80669821911;97797.66063565869;89790.98077912627;39889.13162246287
14306;45030;G27;345297.3359226685;362791.32168594084;333089.65041295264;147973.1794007886
14308;45060;G30;423341.386901946;444789.36064804293;408374.52218306117;181418.05474528664
14311;45060;G07;92986.63118843813;97697.66319752813;89699.17011630691;39848.34525860127
14315;45060;G27;355005.2545845073;372991.07788370334;342454.3540955593;152133.3956559127
14317;45090;G30;400118.5231595602;420389.9443944536;385972.6824907003;171466.16509757238
14320;45090;G07;92605.92808564322;97297.67232744554;89331.92643896361;39685.19934733098
14324;45090;G27;353101.74084331776;370991.125395891;340618.13741895254;151317.66685926775
14326;45120;G30;423246.211037608;444689.36283739225;408282.7111782198;181377.2682294837
14329;45120;G07;103170.42775373884;108397.40695846353;99522.9274550323;44212.49348497468
14333;45120;G27;348342.9575540148;365991.24529392045;336027.59675350145;149278.3453234792
14335;45150;G30;393646.57714862964;413590.1066809319;379729.54647428123;168692.68749286208
14338;45150;G07;99744.10372871162;104797.49322544156;96217.73812118405;42744.18195489635
14342;45150;G27;319314.37778739334;335491.9748838038;308025.2970525449;136838.4832258511
14344;45180;G30;387650.509750275;407290.25727562327;373945.4647980248;166123.1421632837
14347;45180;G07;104788.4146110285;110097.3667593641;101083.71180115902;44905.86303809356
14351;45180;G27;278484.0149527385;292593.00128437125;268638.45600875805;119341.10350067192
14353;45210;G30;421152.3462768565;442489.41547331883;406262.8731759744;180479.96670511557
14356;45210;G07;116114.31906648594;121997.0816404668;112009.19880382651;49759.44839051265
14360;45210;G27;393456.2257745107;413390.11143215065;379545.9248066206;168611.1146131976
14362;45240;G30;397263.25254777586;417390.0156627351;383218.35747579014;170242.57190260492
14365;45240;G07;111736.23817086392;117397.19166353862;107785.90113167488;47883.27246211182
14369;45240;G27;311605.1483765251;327392.16861198423;300588.62070936436;133534.7821312335
14371;45270;G30;405638.711590782;426189.80511902896;391297.70948477206;173831.77800007758
14374;45270;G07;98316.46860009793;103297.52904584234;94840.57578473997;42132.38543338327
14378;45270;G27;401355.8065594979;421689.91295275145;387166.2228174617;171996.38858747963
14380;45300;G30;407351.8739578526;427989.7623580601;392950.30449371814;174565.93391705805
14383;45300;G07;105549.81975294731;110897.34738196891;101818.19812977978;45232.15440481024
14387;45300;G27;364522.8218722272;382990.8388326846;351635.4361105052;156212.03903137232
14389;45330;G30;397739.13080579473;417890.0035984281;383677.4114739309;170446.5040257955
14392;45330;G07;105169.11700470939;110497.35688440644;101450.95479445842;45069.00864548124
14396;45330;G27;299422.6622056968;314592.4745525858;288836.8356891909;128314.11859241224
14398;45360;G30;395169.3881415813;415190.06867118174;381198.5198155666;169345.27053017807
14401;45360;G07;108785.79240385558;114297.26586620967;104939.76579596734;46618.89305522408
14405;45360;G27;362524.13262125663;380890.8889067417;349707.4087710791;155355.52387086576
14407;45390;G30;402307.5630755357;422689.8888241375;388084.3308137432;172404.2528338608
14410;45390;G07;106501.5762689851;111897.32325335497;102736.3061260612;45640.01865119142
14414;45390;G27;309416.10775143554;325092.22343726;298476.97170227754;132596.69409106244
14416;45420;G30;422389.6300313512;443789.38440413674;407456.4138447578;181010.19034696414
14418;45420;G07;110308.60339680724;115897.22785645955;106408.73913725275;47271.476092540055
14422;45420;G27;291808.6086591665;306592.66609141685;281491.97035085165;125051.20401359757
14424;45450;G30;408493.98184800934;429189.73347822734;394052.03415766027;175055.37104310372
14426;45450;G07;104693.2387466905;109997.36894871341;100991.90079631771;44865.076522290656
14430;45450;G27;285527.0143769119;299992.82399919647;275432.45634411526;122359.2994404931
14432;45480;G30;403259.3199461305;423689.8650680437;389002.4391520465;172812.11723218331
14434;45480;G07;100695.86024474939;105797.4690968276;97135.84611746547;43152.046201277524
14438;45480;G27;304942.8513460326;320392.33602220134;294161.8633673066;130679.73179880004
14440;45510;G30;403164.1440817925;423589.867257393;388910.6281472052;172771.3307163804
14442;45510;G07;112687.99504145871;118397.1679074448;108704.00946997826;48291.13686043431
14446;45510;G27;358526.75411931553;376690.9890548559;345851.3540922269;153642.49354985263
14448;45540;G30;399642.6441924273;419889.9557137203;385513.6278085156;171262.23267049916
14450;45540;G07;101742.79262512516;106897.44277886434;98145.76511858821;43600.69696346161
14454;45540;G27;282386.2172357846;296692.90295308625;272402.699340747;121013.34715394086
14456;45570;G30;385080.7667315046;404590.3219758568;371466.57279763866;165021.90851572496
14458;45570;G07;110974.83267438809;116597.21066841368;107051.41446103218;47556.98094345383
14462;45570;G27;327785.0123401804;344391.76177822816;316196.4597243461;140468.4756871853
14465;45600;G30;403354.49581046845;423789.8628786943;389094.2501568878;172852.9037479862
14467;45600;G07;107738.86002347982;113197.29218417294;103929.8467948446;46170.24229304
14471;45600;G27;363951.7677498703;382390.8530863409;351084.57110752317;155967.32039237884
14475;45630;G30;386889.1042537992;406490.27628049836;373210.9781273822;165796.85064462572
14477;45630;G07;101171.7388573253;106297.45740504075;97594.90045762814;43355.97847640942
14481;45630;G27;310463.04013181134;326192.1971192968;299486.8907034003;133045.34485324656
14485;45660;G30;406780.8194809387;427389.77623919625;392399.4391487142;174321.21512612325
14487;45660;G07;117066.07593708072;122997.05788437296;112927.30714212988;50167.31278883512
14491;45660;G27;272012.06894180796;285793.1635708495;262395.319992339;116567.62589596165
14495;45690;G30;403544.84683003044;423989.8577549555;389277.8714825266;172934.4764757094
14497;45690;G07;105644.99526272829;110997.34482009948;101910.00879259914;45272.94076867184
14501;45690;G27;305799.4323522894;321292.31445545686;294988.16070076864;131046.80968131963
14505;45720;G30;377657.06420453626;396790.508390949;364305.3287849382;161840.5666646335
14507;45720;G07;108119.56277171773;113597.28268173539;104297.09013016595;46333.38805236899
14511;45720;G27;330164.4039848319;346891.7018292134;318491.7300570716;141488.13645507957
14515;45750;G30;413443.11651143123;434389.60882897914;398826.19649077195;177176.26545855674
14517;45750;G07;115352.9135700101;121197.10064534185;111274.71213318381;49433.156871854655
14521;45750;G27;319790.2560454122;335991.9628194968;308484.35105068557;137042.41534904166
14525;45780;G30;408779.50873190927;429489.7261651392;394327.4664881403;175177.7302866298
14527;45780;G07;100219.9819867305;105297.48116113458;96676.79211932476;42948.11407808694
14531;45780;G27;336255.6472475245;353291.54904517275;324367.62273816933;144098.46830046084
14535;45810;G30;402117.21205597377;422489.8939478764;387900.70948810445;172322.68010613765
