;w;S;Dlat;Dlon;t;sTEC
100;0.22155827732442793;2.471184190486615;0.052628903601711685;0.22022970967326838;0.041666666670000296;132.82973684210526
101;0.263609345924267;2.4811489580794843;0.05259987463802507;0.2221971091227557;0.03333333333999988;132.97973684210527
102;0.309378977224156;2.491121548951035;0.05256575948665476;0.22418369257640935;0.025000000000000355;133.24173684210527
103;0.35312932635872907;2.5010997752736768;0.05252641475936182;0.22618949846631065;0.01666666666999994;133.70073684210527
104;0.3854911056109175;2.511082579761811;0.052481731630088624;0.22821478366979586;0.008333333339999527;134.08273684210528
105;0.3966572457281168;2.5210682794016983;0.052431550728777254;0.2302597039560983;0.0;134.12073684210526
106;0.38244919321602555;2.531055149801973;0.05237579800538139;0.23232438421060841;-0.008333333330000414;134.59173684210526
107;0.3475786227661385;2.5410414250832147;0.052314309168958184;0.23440897604138566;-0.01666666666000083;134.87573684210525
108;0.3021140706121302;2.5510252978087613;0.05224694643733818;0.23651361904870027;-0.025000000000000355;135.26673684210527
109;0.255389553624722;2.561005510338324;0.052173617762259705;0.23863856076996592;-0.03333333333000077;135.62773684210526
110;0.21295824994426807;2.5709795814803513;0.05209416271047129;0.24078381904476442;-0.04166666665999941;135.82673684210528
111;0.17691336746963565;2.5809455788088917;0.05200843633004304;0.2429495257972485;-0.05000000000000071;136.19573684210528
