;w1;w2;w3;w4;w5
0;77.70442370859934;0.0;0.0;0.0;0.0
1;0.0;105.72305631637136;0.0;0.0;0.0
2;0.0;0.0;149.35339411763277;0.0;0.0
3;0.0;0.0;0.0;110.01899747804546;0.0
4;0.0;0.0;0.0;0.0;98.39971081504702
