0;1;2;3;4;5;6;7;8;9;b
671.5378550342274;25.67608268765724;2.3686792232230727;-53.84014402356227;5.6319679222987515;-520.0275269350695;646.4980704274546;152.27927701427677;152.2792770142768;152.2792770142768;54721.644775121254
25.67608268765724;2.3686792232230727;0.2422354586584616;-3.161736373362834;0.42860836351310116;-10.02163228749195;6.1517997818052255;10.587436663034714;2.0119784964582057;0.34970329131236966;1787.9338464950101
2.3686792232230727;0.2422354586584616;0.027803050162107344;-0.32499218874248625;0.04717196407414893;-0.7730417104729592;0.5501624316226597;0.9782001074147639;0.10274697106908712;0.014867396990696724;156.1717610527417
-53.84014402356227;-3.161736373362834;-0.32499218874248625;5.6319679222987515;-0.6683785067268093;34.49401269989715;-39.763859090572105;-16.887955762235332;-11.536382433832445;-3.0842287818206278;-4021.9677152927065
5.6319679222987515;0.42860836351310116;0.04717196407414893;-0.6683785067268093;0.08793980372411915;-3.067107363570632;3.432271514174209;2.0098301496790807;0.877941396119591;0.11204089181074015;399.13741952393605
-520.0275269350695;-10.02163228749195;-0.7730417104729592;34.49401269989715;-3.067107363570632;646.4980704274546;-985.8419990099546;-126.09230629601598;-126.09230629601598;-126.09230629601598;-44597.03113820055
646.4980704274546;6.1517997818052255;0.5501624316226597;-39.763859090572105;3.432271514174209;-985.8419990099546;1676.0349719871986;159.95453123142258;159.95453123142258;159.95453123142258;56200.70217716408
152.27927701427677;10.587436663034714;0.9782001074147639;-16.887955762235332;2.0098301496790807;-126.09230629601598;159.95453123142258;83.0728564182078;0.0;0.0;11676.957369211512
152.2792770142768;2.0119784964582057;0.10274697106908712;-11.536382433832445;0.877941396119591;-126.09230629601598;159.95453123142258;0.0;106.6950430207269;0.0;11714.74701875822
152.2792770142768;0.34970329131236966;0.014867396990696724;-3.0842287818206278;0.11204089181074015;-126.09230629601598;159.95453123142258;0.0;0.0;142.1799283945268;15329.702945496867
